,App,SHA,TestFilePath,ReplaceConditionalByParameterizedTest,isReplaceConditionalByParameterizedTest,prediction
8545,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/generator/net/EmailGeneratorTest.java,0.0,False,True
8560,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/generator/string/StringFieldPrefixEnabledViaSettingsTest.java,0.0,False,False
8596,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/values/StringSpecTest.java,0.0,False,True
8599,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/values/math/BigIntegerValueSpecTest.java,0.0,False,True
8607,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/values/sequence/NumericSequenceSpecTest.java,0.0,False,False
8628,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/nullable/NullableTypeViaGeneratorSpecTest.java,0.0,False,True
8632,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/withtypeparameters/WithTypeParametersTest.java,0.0,False,True
8634,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/ignore/IgnoreAndSetTest.java,0.0,False,True
8636,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/settings/SubtypeMappingSettingsTest.java,0.0,False,True
8639,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/settings/CollectionSettingsTest.java,0.0,False,True
8664,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/oflist/OfListSelectorsTest.java,0.0,False,True
8666,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/oflist/OfListOnCompleteTest.java,0.0,False,True
8685,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/model/ModelWithOnCompleteCallbackTest.java,0.0,False,True
8686,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/model/ModelWithValueSpecTest.java,0.0,False,True
8689,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/model/ModelWithIgnoredTest.java,0.0,False,True
8704,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/ofmap/OfMapNullableTest.java,0.0,False,True
8721,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/instancio/test/features/cyclic/OneToManyWithCrossReferencesTest.java,0.0,False,True
8731,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/other/test/features/mode/usecases/SelectFieldInIgnoredClassTest.java,0.0,False,True
8734,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/other/test/features/mode/usecases/SelectFieldInObjectProvidedBySupplierTest.java,0.0,False,True
8739,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/feature-tests/src/test/java/org/other/test/features/mode/UnusedSelectorLocationWithMetamodelFromOtherPackageTest.java,0.0,False,True
8746,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/global-seed-tests/src/test/java/org/instancio/test/properties/GlobalSeedInstancioSourceTest.java,0.0,False,True
8748,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/global-seed-tests/src/test/java/org/instancio/test/properties/GlobalSeedWithInstancioExtensionTest.java,0.0,False,True
8764,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/java16-tests/src/test/java/org/instancio/test/java16/generator/CustomRecordGeneratorTest.java,0.0,False,True
8772,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/java16-tests/src/test/java/org/instancio/test/java16/GenericPairRecordTest.java,0.0,False,True
8778,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/java16-tests/src/test/java/org/instancio/util/ReflectionUtilsTest.java,0.0,False,True
8792,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/bean-validation-hibernate-tests/src/test/java/org/instancio/test/beanvalidation/StringLengthBVTest.java,0.0,False,True
8805,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/generator/hints/ArrayHintTest.java,0.0,False,True
8810,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/support/ThreadLocalSettingsTest.java,0.0,False,True
8819,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/time/OffsetTimeGeneratorTest.java,0.0,False,True
8826,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/time/LocalTimeGeneratorTest.java,0.0,False,True
8836,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/domain/id/EanGeneratorTest.java,0.0,False,True
8859,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/text/CsvGeneratorTest.java,0.0,False,True
8861,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/text/UUIDStringGeneratorTest.java,0.0,False,True
8869,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/util/CalendarGeneratorTest.java,0.0,False,True
8871,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/misc/EmitGeneratorTest.java,0.0,False,True
8894,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/internal/nodes/resolvers/NodeKindResolverTest.java,0.0,False,True
8895,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/internal/context/PropertiesLoaderTest.java,0.0,False,True
8909,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/internal/util/BeanValidationUtilsTest.java,0.0,False,True
8931,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/array/object/WithLongArrayCreationTest.java,0.0,False,True
8932,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/array/primitive/WithByteArrayCreationTest.java,0.0,False,True
8937,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/array/primitive/WithDoubleArrayCreationTest.java,0.0,False,True
8948,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/basic/SupportedMathTypesCreationTest.java,0.0,False,True
8968,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/generics/inheritance/GenderEnumHolder3CreationTest.java,0.0,False,True
8970,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/generics/inheritance/GenericItemHolderWithInheritanceCreationTest.java,0.0,False,True
8975,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/generics/inheritance/GenderEnumHolder1CreationTest.java,0.0,False,True
8985,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/generics/CollectionIntegerCreationTest.java,0.0,False,True
8998,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/generics/PairAFooBarBCreationTest.java,0.0,False,True
9020,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/collections/maps/ConcurrentMapIntegerStringCreationTest.java,0.0,False,True
9031,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/cyclic/IndirectCircularRefCreationTest.java,0.0,False,True
9033,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/creation/cyclic/onetomany/DetailRecordCreationTest.java,0.0,False,True
9046,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/nodes/ClassesWithCrossReferencesNodeTest.java,0.0,False,True
9049,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/nodes/EnumSetOfGenderNodeTest.java,0.0,False,True
9057,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/nodes/ListLocalDateTimeNodeTest.java,0.0,False,True
9073,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/nodes/IterableStringNodeTest.java,0.0,False,True
9078,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/instancio-core-tests/src/test/java/org/instancio/nodes/GenericContainerStringNodeTest.java,0.0,False,True
9091,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/bean-validation-jakarta-tests/src/test/java/org/instancio/test/beanvalidation/NumbersPositiveBVTest.java,0.0,False,True
9097,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/bean-validation-jakarta-tests/src/test/java/org/instancio/test/beanvalidation/NotNullBVTest.java,0.0,False,True
9106,instancio/instancio,ee99620dba3729ba7211cbf5a145c4dbd2d64afc,tests/spi-old-tests/src/test/java/org/instancio/spi/tests/CustomGeneratorProviderTest.java,0.0,False,True
9116,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/bean-validation-javax-tests/src/test/java/org/instancio/test/beanvalidation/UnsupportedAnnotationBVTest.java,0.0,False,True
9122,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/bean-validation-javax-tests/src/test/java/org/instancio/test/beanvalidation/TemporalPastFutureBVTest.java,0.0,False,True
9136,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/validation/GeneratorMismatchTest.java,0.0,False,True
9137,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/generator/BuiltInCollectionGeneratorTest.java,0.0,False,False
9146,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/generator/array/ArrayGeneratorSubtypeTest.java,0.0,False,True
9150,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/generator/array/ArrayGeneratorNullableElementsTest.java,0.0,False,True
9158,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/generator/seed/WithSeedAnnotationTest.java,0.0,False,True
9172,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/generator/custom/array/CustomArrayGeneratorAfterGenerateAndSelectorsTest.java,0.0,False,True
9198,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/generator/net/URLGeneratorTest.java,0.0,False,True
9209,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/generator/finance/CreditCardNumberGeneratorTest.java,0.0,False,True
9218,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/generator/BuiltInArrayGeneratorTest.java,0.0,False,True
9219,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/generator/enumset/EnumSetGeneratorTest.java,0.0,False,True
9237,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/seed/CreateFromModelAndClassWithSeedTest.java,0.0,False,True
9246,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/values/nio/PathSpecTest.java,0.0,False,True
9247,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/values/StringSpecTest.java,0.0,False,True
9255,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/values/ValueSpecWithGenerateAndWithSeedTest.java,0.0,False,True
9260,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/values/text/UUIDStringSpecTest.java,0.0,False,True
9276,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/nullable/WithNullableTest.java,0.0,False,True
9278,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/nullable/NullableTypeViaGeneratorSpecTest.java,0.0,False,True
9290,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/settings/MapSettingsTest.java,0.0,False,True
9300,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/assignment/OverloadedSetterTest.java,0.0,False,True
9307,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/maxdepth/MaxDepthArrayTest.java,0.0,False,True
9329,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/selector/PredicateSelectorPrecedenceTest.java,0.0,False,True
9336,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/model/ModelWithValueSpecTest.java,0.0,False,True
9342,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/model/ModelWithGenerateTest.java,0.0,False,True
9356,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/instancio/test/features/mode/StrictModeLargeClassTest.java,0.0,False,True
9378,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/other/test/features/mode/usecases/SameTargetUsingRegularAndPredicateClassSelectorTest.java,0.0,False,True
9382,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/other/test/features/mode/usecases/SameTargetUsingRegularAndPredicateFieldSelectorTest.java,0.0,False,True
9385,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/other/test/features/mode/usecases/ClassDoesNotExistWithinTargetObjectTest.java,0.0,False,True
9389,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/feature-tests/src/test/java/org/other/test/features/mode/UnusedSelectorLocationWithMetamodelFromOtherPackageTest.java,0.0,False,True
9398,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/global-seed-tests/src/test/java/org/instancio/test/properties/GlobalSeedWithInstancioExtensionTest.java,0.0,False,True
9401,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-junit-tests/src/test/java/org/instancio/junit/InstancioExtensionWithSettingsAnnotationTest.java,0.0,False,True
9403,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-junit-tests/src/test/java/org/instancio/junit/InstancioExtensionThreadLocalSeedCleanupTest.java,0.0,False,True
9415,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/java16-tests/src/test/java/org/instancio/test/java16/generator/EmitGeneratorRecordTest.java,0.0,False,True
9421,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/java16-tests/src/test/java/org/instancio/test/java16/maxdepth/MaxDepthWithRecordTest.java,0.0,False,True
9423,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/java16-tests/src/test/java/org/instancio/test/java16/RecordWithPrimitiveFieldsTest.java,0.0,False,True
9425,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/java16-tests/src/test/java/org/instancio/test/java16/PersonRecordTest.java,0.0,False,True
9426,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/java16-tests/src/test/java/org/instancio/internal/reflection/RecordUtilsTest.java,0.0,False,True
9427,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/java16-tests/src/test/java/org/instancio/internal/nodes/resolvers/NodeKindRecordResolverTest.java,0.0,False,True
9432,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/default-package-tests/src/test/java/DefaultPackageTest.java,0.0,False,True
9434,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/java17-tests/src/test/java/org/instancio/test/java17/SealedClassTest.java,0.0,False,True
9451,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/api/InstancioApiTest.java,0.0,False,True
9456,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/support/DefaultRandomTest.java,0.0,False,True
9460,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/SelectTest.java,0.0,False,True
9474,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/time/DurationGeneratorTest.java,0.0,False,True
9478,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/time/ZonedDateTimeGeneratorTest.java,0.0,False,True
9479,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/time/InstantGeneratorTest.java,0.0,False,True
9492,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/lang/NumberGeneratorSpecTest.java,0.0,False,False
9499,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/math/BigIntegerGeneratorTest.java,0.0,False,True
9501,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/xml/XMLGregorianCalendarGeneratorTest.java,0.0,False,True
9502,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/net/InetAddressGeneratorTest.java,0.0,False,True
9507,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/text/TextPatternGeneratorTest.java,0.0,False,True
9515,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/generator/util/CalendarGeneratorTest.java,0.0,False,True
9536,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/assignment/FieldAssignerTest.java,0.0,False,True
9547,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/util/CollectionUtilsTest.java,0.0,False,True
9557,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/selectors/SelectorImplTest.java,0.0,False,True
9562,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/internal/selectors/SelectorGroupImplTest.java,0.0,False,True
9568,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/creation/array/object/WithFloatArrayCreationTest.java,0.0,False,True
9584,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/creation/array/primitive/DirectArrayCreationTest.java,0.0,False,True
9611,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/creation/generics/PairContainerIntegerStringCreationTest.java,0.0,False,True
9615,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/creation/generics/inheritance/WithGenericParentCreationTest.java,0.0,False,True
9634,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/creation/generics/TripletAFooBarBazStringListOfBCreationTest.java,0.0,False,True
9637,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/creation/generics/PairStringIntegerCreationTest.java,0.0,False,True
9641,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/creation/generics/MapWithoutTypesCreationTest.java,0.0,False,True
9656,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/creation/collections/maps/MapIntegerListString2CreationTest.java,0.0,False,True
9684,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/creation/cyclic/CyclicArrayCreationTest.java,0.0,False,True
9690,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/nodes/TwoListsOfItemStringNodeTest.java,0.0,False,True
9692,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/nodes/ClassesWithCrossReferencesNodeTest.java,0.0,False,True
9711,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/nodes/OneItemContainerItemNodeTest.java,0.0,False,True
9713,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/nodes/PairAStringNodeTest.java,0.0,False,True
9720,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/instancio-core-tests/src/test/java/org/instancio/nodes/GenericItemHolderWithInheritanceNodeTest.java,0.0,False,True
9740,instancio/instancio,1935882183ebdad45e0ccbbcad24234efd15528f,tests/bean-validation-jakarta-tests/src/test/java/org/instancio/test/beanvalidation/MapSizeBVTest.java,0.0,False,True
9770,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/bean-validation-javax-tests/src/test/java/org/instancio/test/beanvalidation/MapSizeBVTest.java,0.0,False,True
9775,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/bean-validation-javax-tests/src/test/java/org/instancio/test/beanvalidation/NumbersDecimalMinMaxNegativeBVTest.java,0.0,False,True
9780,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/metamodel/MetamodelBasedOnClassesTest.java,0.0,False,True
9782,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/validation/GeneratorMismatchTest.java,0.0,False,True
9786,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/map/MapGeneratorNullableKeysAndValuesTest.java,0.0,False,True
9790,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/map/MapGeneratorSizeTest.java,0.0,False,True
9803,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/seed/WithoutSeedAnnotationTest.java,0.0,False,True
9805,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/as/AsGeneratorSpecAssigmentErrorTest.java,0.0,False,True
9812,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/custom/map/CustomMapGeneratorTest.java,0.0,False,True
9816,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/custom/array/CustomArrayOfObjectsGeneratorTest.java,0.0,False,True
9824,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/custom/CustomGeneratorWithDataStructuresTest.java,0.0,False,True
9827,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/custom/CustomGeneratorWithInitialisedFieldsTest.java,0.0,False,True
9843,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/id/EanGeneratorTest.java,0.0,False,True
9846,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/text/LoremIpsumGeneratorTest.java,0.0,False,True
9847,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/text/CsvGeneratorTest.java,0.0,False,True
9852,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/finance/CreditCardNumberGeneratorTest.java,0.0,False,True
9856,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/string/StringFieldPrefixIsDisabledByDefaultTest.java,0.0,False,True
9867,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/collection/CollectionGeneratorSizeTest.java,0.0,False,True
9869,instancio/instancio,e97f6d91188daf55f9f0cd4fa535fd12130c25c6,tests/feature-tests/src/test/java/org/instancio/test/features/generator/collection/CollectionGeneratorShuffleTest.java,0.0,False,True
