App,SHA,Tag,TestFilePath,isMoveMethod,prediction
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.ch.WitnessPathSearcherTest.java,False,False
graphhopper/graphhopper,90226f432c4e0e7a880366db26dbe99445f05d65,"0.12.0-pre5, 0.12.0-pre6",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,90226f432c4e0e7a880366db26dbe99445f05d65,"0.12.0-pre5, 0.12.0-pre6",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,90226f432c4e0e7a880366db26dbe99445f05d65,"0.12.0-pre5, 0.12.0-pre6",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,False,False
graphhopper/graphhopper,e1c8d2278646a8ce92551d976804f166b6f646bb,"0.13.0-pre1, 0.13.0-pre2",core.src.test.java.com.graphhopper.routing.PathTest.java,False,False
graphhopper/graphhopper,e1c8d2278646a8ce92551d976804f166b6f646bb,"0.13.0-pre1, 0.13.0-pre2",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,e1c8d2278646a8ce92551d976804f166b6f646bb,"0.13.0-pre1, 0.13.0-pre2",core.src.test.java.com.graphhopper.routing.PathBidirRefTest.java,False,False
graphhopper/graphhopper,559f7c3cd1fad2bdf4426245880daf6c99d36686,"0.13.0-pre2, 0.13.0-pre3",core.src.test.java.com.graphhopper.storage.ShortcutUnpackerTest.java,False,False
graphhopper/graphhopper,559f7c3cd1fad2bdf4426245880daf6c99d36686,"0.13.0-pre2, 0.13.0-pre3",reader-gtfs.src.test.java.com.graphhopper.reader.gtfs.GraphExplorerTest.java,False,False
graphhopper/graphhopper,2f8072dd866018fe0ee5e3a36ac3ef2e72cf06f1,"0.13.0-pre3, 0.13.0-pre4",core.src.test.java.com.graphhopper.routing.subnetwork.PrepareRoutingSubnetworksTest.java,False,False
graphhopper/graphhopper,3b9c0335aed6ade2aa74cb88fe8cdd98974bd145,"0.13.0-pre4, 0.13.0-pre5",core.src.test.java.com.graphhopper.routing.util.spatialrules.SpatialRuleLookupArrayTest.java,False,False
graphhopper/graphhopper,3b9c0335aed6ade2aa74cb88fe8cdd98974bd145,"0.13.0-pre4, 0.13.0-pre5",core.src.test.java.com.graphhopper.routing.util.DataFlagEncoderTest.java,False,False
graphhopper/graphhopper,3b9c0335aed6ade2aa74cb88fe8cdd98974bd145,"0.13.0-pre4, 0.13.0-pre5",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,False,False
graphhopper/graphhopper,a8c654b05b2df1df0bf89f5dc2e17ee48bf2e1eb,"0.13.0-pre5, 0.13.0-pre6",core.src.test.java.com.graphhopper.routing.profiles.DefaultEncodedValueFactoryTest.java,False,False
graphhopper/graphhopper,0f7ed2bd287535c2ba79fe0511ee1ab763abfab4,"0.13.0-pre6, 0.13.0-pre7",core.src.test.java.com.graphhopper.routing.DijkstraTest.java,False,False
graphhopper/graphhopper,0f7ed2bd287535c2ba79fe0511ee1ab763abfab4,"0.13.0-pre6, 0.13.0-pre7",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionRefTest.java,False,False
graphhopper/graphhopper,0f7ed2bd287535c2ba79fe0511ee1ab763abfab4,"0.13.0-pre6, 0.13.0-pre7",core.src.test.java.com.graphhopper.routing.AlternativeRouteTest.java,False,True
graphhopper/graphhopper,0f7ed2bd287535c2ba79fe0511ee1ab763abfab4,"0.13.0-pre6, 0.13.0-pre7",core.src.test.java.com.graphhopper.routing.AStarTest.java,False,False
graphhopper/graphhopper,0f7ed2bd287535c2ba79fe0511ee1ab763abfab4,"0.13.0-pre6, 0.13.0-pre7",core.src.test.java.com.graphhopper.routing.AStarBidirectionTest.java,False,False
graphhopper/graphhopper,653b108dfab2eed33483f6520b0f4ca1b1a5bc59,"0.13.0-pre8, 0.13.0-pre9",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,False,False
graphhopper/graphhopper,405ea0800bf6366a42f160918e831fbdf7e6fb48,"0.13.0-pre12, 0.13.0-pre13",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,False,False
graphhopper/graphhopper,b6ebc9b9e09a8865e1e8f9109f710e0b68baecc6,"0.13.0-pre13, 0.13.0-pre14",core.src.test.java.com.graphhopper.storage.GraphHopperStorageTest.java,False,False
graphhopper/graphhopper,b6ebc9b9e09a8865e1e8f9109f710e0b68baecc6,"0.13.0-pre13, 0.13.0-pre14",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,False,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.util.NameSimilarityEdgeFilterTest.java,False,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,False,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,False,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.ch.CHAlgoFactoryDecoratorTest.java,False,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,False,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.util.DefaultEdgeFilterTest.java,False,False
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,3e7a773d12b366122357933e169ea603464f3cf5,"0.13.0-pre16, 0.13.0-pre17",core.src.test.java.com.graphhopper.routing.util.NameSimilarityEdgeFilterTest.java,False,False
graphhopper/graphhopper,9fb8650714b390c72f1db433efc2c4a8f9ffa9a3,"0.13.0-pre17, 0.13.0-pre18",core.src.test.java.com.graphhopper.routing.util.DataFlagEncoderTest.java,True,False
graphhopper/graphhopper,9fb8650714b390c72f1db433efc2c4a8f9ffa9a3,"0.13.0-pre17, 0.13.0-pre18",core.src.test.java.com.graphhopper.routing.weighting.TurnWeightingTest.java,False,False
graphhopper/graphhopper,d093043e33921b0e80aba3651fab15956d964e70,"0.13.0-pre18, 0.13.0-pre19",core.src.test.java.com.graphhopper.routing.ch.Path4CHTest.java,False,False
graphhopper/graphhopper,d093043e33921b0e80aba3651fab15956d964e70,"0.13.0-pre18, 0.13.0-pre19",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,9a5efe6e2b7332495709cfc42674017d7d047cfc,"0.13.0, 0.14.0-pre1",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,False,False
graphhopper/graphhopper,65fbc7af6a2205b0a4e12baa79f41b6d2834f02b,"0.14.0-pre1, 1.0-pre1",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMTurnRelationTest.java,False,False
graphhopper/graphhopper,65fbc7af6a2205b0a4e12baa79f41b6d2834f02b,"0.14.0-pre1, 1.0-pre1",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,False,True
graphhopper/graphhopper,ad58bfc6e9a45743ef7fddcb07c6fd158e7d528b,"1.0-pre1, 1.0-pre2",core.src.test.java.com.graphhopper.routing.QueryGraphTest.java,False,True
graphhopper/graphhopper,ad58bfc6e9a45743ef7fddcb07c6fd158e7d528b,"1.0-pre1, 1.0-pre2",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,False,False
graphhopper/graphhopper,ad58bfc6e9a45743ef7fddcb07c6fd158e7d528b,"1.0-pre1, 1.0-pre2",core.src.test.java.com.graphhopper.routing.template.RoundTripRoutingTemplateTest.java,False,False
graphhopper/graphhopper,ad58bfc6e9a45743ef7fddcb07c6fd158e7d528b,"1.0-pre1, 1.0-pre2",api.src.test.java.com.graphhopper.util.AngleCalcTest.java,False,False
graphhopper/graphhopper,9a88313e903219d1c8452ef9de985f14c312d812,"1.0-pre2, 1.0-pre3",core.src.test.java.com.graphhopper.routing.PathTest.java,False,True
graphhopper/graphhopper,9a88313e903219d1c8452ef9de985f14c312d812,"1.0-pre2, 1.0-pre3",core.src.test.java.com.graphhopper.util.PathSimplificationTest.java,False,False
graphhopper/graphhopper,9a88313e903219d1c8452ef9de985f14c312d812,"1.0-pre2, 1.0-pre3",reader-gtfs.src.test.java.com.graphhopper.reader.gtfs.GraphExplorerTest.java,False,False
graphhopper/graphhopper,5092c50bd70a8b70958c1f76658ed6f26a734354,"1.0-pre3, 1.0-pre4",core.src.test.java.com.graphhopper.routing.querygraph.QueryGraphTest.java,False,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.ch.CHProfileSelectorTest.java,False,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.template.RoundTripRoutingTemplateTest.java,False,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.AlternativeRouteTest.java,False,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.util.parsers.OSMTollParserTest.java,False,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.util.CarFlagEncoderTest.java,False,True
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.PathTest.java,False,True
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.AStarTest.java,False,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.AStarBidirectionTest.java,False,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.util.GHUtilityTest.java,False,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.util.CHEdgeIteratorTest.java,False,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,False,True
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,False,True
graphhopper/graphhopper,781b1dbd3c4201d536ad507e0e2b72ff7ba190ed,"1.0-pre5, 1.0-pre6",core.src.test.java.com.graphhopper.util.DouglasPeuckerTest.java,False,False
graphhopper/graphhopper,781b1dbd3c4201d536ad507e0e2b72ff7ba190ed,"1.0-pre5, 1.0-pre6",core.src.test.java.com.graphhopper.storage.GraphHopperStorageTest.java,False,False
graphhopper/graphhopper,781b1dbd3c4201d536ad507e0e2b72ff7ba190ed,"1.0-pre5, 1.0-pre6",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,False,True
graphhopper/graphhopper,781b1dbd3c4201d536ad507e0e2b72ff7ba190ed,"1.0-pre5, 1.0-pre6",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,False,False
graphhopper/graphhopper,6cc92dfb1ab36057354f16524160e84554d21f63,"1.0-pre6, 1.0-pre7",core.src.test.java.com.graphhopper.util.DouglasPeuckerTest.java,False,False
graphhopper/graphhopper,0a967b3dd4f8a78d3cbe3bc0b64e820b950995d4,"1.0-pre9, 1.0-pre10",core.src.test.java.com.graphhopper.routing.util.DataFlagEncoderTest.java,True,False
graphhopper/graphhopper,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedWitnessPathSearcherTest.java,False,False
graphhopper/graphhopper,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,False,True
graphhopper/graphhopper,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core.src.test.java.com.graphhopper.storage.index.LocationIndexTreeTest.java,False,False
graphhopper/graphhopper,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core.src.test.java.com.graphhopper.routing.DijkstraOneToManyTest.java,True,True
graphhopper/graphhopper,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,False,False
graphhopper/graphhopper,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core.src.test.java.com.graphhopper.routing.AStarBidirectionTest.java,True,False
graphhopper/graphhopper,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core.src.test.java.com.graphhopper.storage.GraphHopperStorageTest.java,False,False
graphhopper/graphhopper,03dd6d4ec9320a9ec11677006777b5e3a63ae6b2,"1.0-pre13, 1.0-pre14",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,False,False
graphhopper/graphhopper,7acdcf934c362ec956e2d0bc1978d5dc1df17afa,"1.0-pre18, 1.0-pre19",core.src.test.java.com.graphhopper.storage.GraphEdgeIdFinderTest.java,False,True
graphhopper/graphhopper,7acdcf934c362ec956e2d0bc1978d5dc1df17afa,"1.0-pre18, 1.0-pre19",core.src.test.java.com.graphhopper.routing.weighting.FastestWeightingTest.java,False,False
graphhopper/graphhopper,7acdcf934c362ec956e2d0bc1978d5dc1df17afa,"1.0-pre18, 1.0-pre19",core.src.test.java.com.graphhopper.routing.querygraph.QueryGraphTest.java,False,False
graphhopper/graphhopper,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,False,True
graphhopper/graphhopper,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core.src.test.java.com.graphhopper.routing.util.spatialrules.SpatialRuleLookupBuilderTest.java,False,False
graphhopper/graphhopper,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core.src.test.java.com.graphhopper.storage.GraphHopperStorageTest.java,False,False
graphhopper/graphhopper,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core.src.test.java.com.graphhopper.routing.PathTest.java,False,False
graphhopper/graphhopper,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core.src.test.java.com.graphhopper.routing.lm.LandmarkStorageTest.java,False,False
graphhopper/graphhopper,65bea04dfa3c764e3f611224d097aafd1a5ba28c,"1.0-pre21, 1.0-pre22",core.src.test.java.com.graphhopper.routing.lm.PrepareLandmarksTest.java,False,False
graphhopper/graphhopper,65bea04dfa3c764e3f611224d097aafd1a5ba28c,"1.0-pre21, 1.0-pre22",core.src.test.java.com.graphhopper.routing.lm.LandmarkStorageTest.java,False,True
graphhopper/graphhopper,a05de4b10f1135a980e0c23dad41dec0899ca9ae,"1.0-pre23, 1.0-pre24",core.src.test.java.com.graphhopper.routing.ch.CHPreparationHandlerTest.java,False,False
graphhopper/graphhopper,a05de4b10f1135a980e0c23dad41dec0899ca9ae,"1.0-pre23, 1.0-pre24",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,False,False
graphhopper/graphhopper,e656101c0208f9b45d8d65486fff97c8c8b28e38,"1.0-pre24, 1.0-pre25",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,False,True
graphhopper/graphhopper,e656101c0208f9b45d8d65486fff97c8c8b28e38,"1.0-pre24, 1.0-pre25",core.src.test.java.com.graphhopper.routing.lm.LMPreparationHandlerTest.java,False,False
graphhopper/graphhopper,e656101c0208f9b45d8d65486fff97c8c8b28e38,"1.0-pre24, 1.0-pre25",core.src.test.java.com.graphhopper.routing.weighting.BlockAreaWeightingTest.java,False,False
graphhopper/graphhopper,4c29eeeb5030c60d4c917f56c3f1e26d7203a332,"1.0-pre25, 1.0-pre26",core.src.test.java.com.graphhopper.routing.util.NameSimilarityEdgeFilterTest.java,False,False
graphhopper/graphhopper,74df25083498c778554b16db19b51764a4ba8927,"1.0-pre27, 1.0-pre28",core.src.test.java.com.graphhopper.storage.TurnCostStorageTest.java,False,False
graphhopper/graphhopper,74df25083498c778554b16db19b51764a4ba8927,"1.0-pre27, 1.0-pre28",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,74df25083498c778554b16db19b51764a4ba8927,"1.0-pre27, 1.0-pre28",core.src.test.java.com.graphhopper.routing.util.Car4WDFlagEncoderTest.java,False,False
graphhopper/graphhopper,198c8ede19599dbe9fe92b9b6755dee3d348a244,"1.0-pre29, 1.0-pre30",core.src.test.java.com.graphhopper.routing.util.NameSimilarityEdgeFilterTest.java,False,False
graphhopper/graphhopper,198c8ede19599dbe9fe92b9b6755dee3d348a244,"1.0-pre29, 1.0-pre30",core.src.test.java.com.graphhopper.routing.querygraph.QueryGraphTest.java,False,True
graphhopper/graphhopper,198c8ede19599dbe9fe92b9b6755dee3d348a244,"1.0-pre29, 1.0-pre30",core.src.test.java.com.graphhopper.reader.dem.HeightTileTest.java,False,False
graphhopper/graphhopper,b27ced4b5d65432829c4b9e0d4512c5c129b423e,"1.0-pre33, 1.0-pre33.2",core.src.test.java.com.graphhopper.routing.AlternativeRouteTest.java,False,False
graphhopper/graphhopper,7bee0e42ac6b13fe707699964120ed081c6f3ff7,"1.0-pre33.3, 1.0-pre33.4",reader-gtfs.src.test.java.com.graphhopper.reader.gtfs.TransfersTest.java,False,False
graphhopper/graphhopper,7bee0e42ac6b13fe707699964120ed081c6f3ff7,"1.0-pre33.3, 1.0-pre33.4",isochrone.src.test.java.com.graphhopper.isochrone.algorithm.ShortestPathTreeTest.java,False,True
graphhopper/graphhopper,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",core.src.test.java.com.graphhopper.routing.lm.LMApproximatorTest.java,False,False
graphhopper/graphhopper,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,False,True
graphhopper/graphhopper,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",core.src.test.java.com.graphhopper.routing.util.AbstractFlagEncoderTest.java,False,False
graphhopper/graphhopper,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",isochrone.src.test.java.com.graphhopper.isochrone.algorithm.ShortestPathTreeTest.java,False,False
graphhopper/graphhopper,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",core.src.test.java.com.graphhopper.routing.ProfileResolverTest.java,False,False
graphhopper/graphhopper,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",core.src.test.java.com.graphhopper.routing.util.spatialrules.SpatialRuleLookupJTSTest.java,False,False
graphhopper/graphhopper,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",core.src.test.java.com.graphhopper.routing.util.spatialrules.SpatialRuleLookupBuilderTest.java,False,True
graphhopper/graphhopper,9cd273de3ca26549e77d9b89fa7b881f3bfb63a0,"1.0-pre34, 1.0-pre35",api.src.test.java.com.graphhopper.util.GHRequestTest.java,False,False
graphhopper/graphhopper,dfdd92cf5e0d7f2c6c2289b98b646dfb6cfd36c1,"1.0-pre40, 1.0-pre41",core.src.test.java.com.graphhopper.routing.lm.PrepareLandmarksTest.java,False,False
graphhopper/graphhopper,dfdd92cf5e0d7f2c6c2289b98b646dfb6cfd36c1,"1.0-pre40, 1.0-pre41",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,False,False
graphhopper/graphhopper,dfdd92cf5e0d7f2c6c2289b98b646dfb6cfd36c1,"1.0-pre40, 1.0-pre41",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,False,False
graphhopper/graphhopper,dfdd92cf5e0d7f2c6c2289b98b646dfb6cfd36c1,"1.0-pre40, 1.0-pre41",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,dfdd92cf5e0d7f2c6c2289b98b646dfb6cfd36c1,"1.0-pre40, 1.0-pre41",core.src.test.java.com.graphhopper.routing.ch.CHPreparationHandlerTest.java,False,False
graphhopper/graphhopper,dfdd92cf5e0d7f2c6c2289b98b646dfb6cfd36c1,"1.0-pre40, 1.0-pre41",core.src.test.java.com.graphhopper.routing.RoutingAlgorithmTest.java,False,False
