App,SHA,Tag,TestFilePath,isMoveMethod,prediction
graphhopper/graphhopper,94a5972a983b3d888127030719ba161b595eb6ff,"0.10.alpha3, 0.10.alpha4",core.src.test.java.com.graphhopper.reader.dem.MultiSourceElevationProviderTest.java,False,False
graphhopper/graphhopper,94a5972a983b3d888127030719ba161b595eb6ff,"0.10.alpha3, 0.10.alpha4",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,True,True
graphhopper/graphhopper,53f42a134007c2e5189f1bc52fa96d02ed8046ea,"0.11.0-pre3, 0.11.0-pre4",core.src.test.java.com.graphhopper.routing.util.NameSimilarityEdgeFilterTest.java,False,False
graphhopper/graphhopper,d7396f9c7f1400dc28fd1059c28d26ecbc1a26c1,"0.11.0-pre4, 0.11.0-pre5",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,False,False
graphhopper/graphhopper,d7396f9c7f1400dc28fd1059c28d26ecbc1a26c1,"0.11.0-pre4, 0.11.0-pre5",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.EncodingManagerTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.CarFlagEncoderTest.java,False,True
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.BikeFlagEncoderTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.Bike2WeightFlagEncoderTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.storage.GraphHopperStorageTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.weighting.FastestWeightingTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.RacingBikeFlagEncoderTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.MountainBikeFlagEncoderTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.MotorcycleFlagEncoderTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.FootFlagEncoderTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.util.DataFlagEncoderTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.lm.PrepareLandmarksTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.ch.PrepareEncoderTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedNodeContractorTest.java,False,True
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.QueryGraphTest.java,False,False
graphhopper/graphhopper,2d93aa07f733f0acb47e33a13823a23fe4ae2667,"0.12.0-pre2, 0.12.0-pre3",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,False,False
