App,SHA,TestFilePath,LOC,NOM,WMC,RFC,NAs,AsD,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,Replace conditional by ParameterizedTest,Add Assert Argument,Replace NOT operator,Replace Reserved Words,Split Conditional Statement in Assertions,Replace Rule With AssertThrows,Replace Try/Catch With AssertThrows,Replace @test(expected) with assertThrows,isReplaceConditionalbyParameterizedTest,isAddAssertArgument,isReplaceNOToperator,isReplaceReservedWords,isSplitConditionalStatementinAssertions,isReplaceRuleWithAssertThrows,isReplaceTry/CatchWithAssertThrows,isReplace@test(expected)withassertThrows
fridujo/rabbitmq-mock,3021a2e64bf68d100fe86a0e69a34ed15557bcd2,com/github/fridujo/rabbitmq/mock/MockConnectionTest.java,62,9,18,58,0.31,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,3021a2e64bf68d100fe86a0e69a34ed15557bcd2,com/github/fridujo/rabbitmq/mock/MockConnectionFactoryTest.java,23,3,6,15,0.13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,3021a2e64bf68d100fe86a0e69a34ed15557bcd2,com/github/fridujo/rabbitmq/mock/RandomStringGeneratorTest.java,6,1,1,3,0.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,3021a2e64bf68d100fe86a0e69a34ed15557bcd2,com/github/fridujo/rabbitmq/mock/compatibility/MockConnectionFactoryFactoryTest.java,12,2,3,13,0.17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,3021a2e64bf68d100fe86a0e69a34ed15557bcd2,com/github/fridujo/rabbitmq/mock/metrics/MetricsCollectorWrapperTest.java,14,3,5,13,0.14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,3021a2e64bf68d100fe86a0e69a34ed15557bcd2,com/github/fridujo/rabbitmq/mock/tool/ClassesTest.java,8,2,2,10,0.25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,3021a2e64bf68d100fe86a0e69a34ed15557bcd2,com/github/fridujo/rabbitmq/mock/tool/ExceptionsTest.java,10,2,6,7,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,3021a2e64bf68d100fe86a0e69a34ed15557bcd2,com/github/fridujo/rabbitmq/mock/tool/RestartableExecutorServiceTest.java,6,2,3,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0e46aac71b343eb16be3693244a42870b3544986,com/github/fridujo/rabbitmq/mock/MockConnectionTest.java,62,9,18,58,0.31,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0e46aac71b343eb16be3693244a42870b3544986,com/github/fridujo/rabbitmq/mock/MockConnectionFactoryTest.java,23,3,6,15,0.13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0e46aac71b343eb16be3693244a42870b3544986,com/github/fridujo/rabbitmq/mock/RandomStringGeneratorTest.java,6,1,1,3,0.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0e46aac71b343eb16be3693244a42870b3544986,com/github/fridujo/rabbitmq/mock/compatibility/MockConnectionFactoryFactoryTest.java,12,2,3,13,0.17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0e46aac71b343eb16be3693244a42870b3544986,com/github/fridujo/rabbitmq/mock/metrics/MetricsCollectorWrapperTest.java,14,3,5,13,0.14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0e46aac71b343eb16be3693244a42870b3544986,com/github/fridujo/rabbitmq/mock/tool/ClassesTest.java,8,2,2,10,0.25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0e46aac71b343eb16be3693244a42870b3544986,com/github/fridujo/rabbitmq/mock/tool/ExceptionsTest.java,10,2,6,7,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0e46aac71b343eb16be3693244a42870b3544986,com/github/fridujo/rabbitmq/mock/tool/RestartableExecutorServiceTest.java,6,2,3,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0d07b25bfae6ec5f0922a2562da4e9db83c2b68b,com/github/fridujo/rabbitmq/mock/MockConnectionTest.java,62,9,18,58,0.31,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0d07b25bfae6ec5f0922a2562da4e9db83c2b68b,com/github/fridujo/rabbitmq/mock/MockConnectionFactoryTest.java,23,3,6,15,0.13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
fridujo/rabbitmq-mock,0d07b25bfae6ec5f0922a2562da4e9db83c2b68b,com/github/fridujo/rabbitmq/mock/RandomStringGeneratorTest.java,6,1,1,3,0.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
