App,SHA,TestFilePath,LOC,NOM,WMC,RFC,NAs,AsD,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,Replace conditional by ParameterizedTest,Add Assert Argument,Replace NOT operator,Replace Reserved Words,Split Conditional Statement in Assertions,Replace Rule With AssertThrows,Replace Try/Catch With AssertThrows,Replace @test(expected) with assertThrows,isReplaceConditionalbyParameterizedTest,isAddAssertArgument,isReplaceNOToperator,isReplaceReservedWords,isSplitConditionalStatementinAssertions,isReplaceRuleWithAssertThrows,isReplaceTry/CatchWithAssertThrows,isReplace@test(expected)withassertThrows
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/CompareTest.java,75,3,4,10,0.24,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbAccountTest.java,177,13,39,79,0.06,11,13,0,7,0,0,0,11,0,0,0,0,0,0,1,2,8,0,0,11,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbAuthenticationTest.java,53,5,12,27,0.13,7,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbCertificationsTest.java,37,3,12,21,0.11,4,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbChangesTest.java,37,4,9,12,0.0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbCollectionsTest.java,30,3,8,11,0.03,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbCompaniesTest.java,30,3,8,12,0.07,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbConfigurationTest.java,56,5,11,32,0.2,11,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbCreditsTest.java,23,2,5,14,0.17,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbDiscoverTest.java,32,3,7,13,0.0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbEpisodesTest.java,142,9,27,55,0.06,9,9,1,6,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbFindTest.java,64,4,12,25,0.0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbGenresTest.java,46,4,9,20,0.13,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbKeywordsTest.java,30,3,7,10,0.03,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbListsTest.java,96,9,21,48,0.06,6,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbMoviesTest.java,341,23,73,156,0.06,21,23,1,17,0,0,0,22,0,0,0,0,0,0,0,0,10,0,0,22,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbNetworksTest.java,25,2,7,9,0.04,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbPeopleTest.java,236,14,48,121,0.1,23,14,0,10,0,0,0,11,0,0,0,0,0,0,0,2,1,2,0,11,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbReviewsTest.java,22,2,5,11,0.14,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbSearchTest.java,125,9,23,39,0.04,5,9,0,1,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbSeasonsTest.java,131,8,25,50,0.04,5,8,1,6,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
omertron/api-themoviedb,3f1c359a9f14308689bf56107913300e528ab9be,com/omertron/themoviedbapi/methods/TmdbTVTest.java,286,20,60,123,0.05,14,20,1,14,0,0,0,19,0,0,0,0,0,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
