App,SHA,TestFilePath,LOC,NOM,WMC,RFC,NAs,AsD,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,Replace conditional by ParameterizedTest,Add Assert Argument,Replace NOT operator,Replace Reserved Words,Split Conditional Statement in Assertions,Replace Rule With AssertThrows,Replace Try/Catch With AssertThrows,Replace @test(expected) with assertThrows,isReplaceConditionalbyParameterizedTest,isAddAssertArgument,isReplaceNOToperator,isReplaceReservedWords,isSplitConditionalStatementinAssertions,isReplaceRuleWithAssertThrows,isReplaceTry/CatchWithAssertThrows,isReplace@test(expected)withassertThrows
davidmoten/rtree,3237d18a8bd528abd068f22572ff1b9310da0c6c,com/github/davidmoten/rtree/BackpressureTest.java,167,33,41,102,0.06,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
davidmoten/rtree,3237d18a8bd528abd068f22572ff1b9310da0c6c,com/github/davidmoten/rtree/ContextTest.java,23,7,7,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
davidmoten/rtree,3237d18a8bd528abd068f22572ff1b9310da0c6c,com/github/davidmoten/rtree/EntriesTest.java,20,6,6,18,0.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
davidmoten/rtree,3237d18a8bd528abd068f22572ff1b9310da0c6c,com/github/davidmoten/rtree/FactoriesTest.java,5,1,1,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
davidmoten/rtree,3237d18a8bd528abd068f22572ff1b9310da0c6c,com/github/davidmoten/rtree/ImageSaverTest.java,28,6,12,10,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
davidmoten/rtree,3237d18a8bd528abd068f22572ff1b9310da0c6c,com/github/davidmoten/rtree/LeafTest.java,12,2,2,7,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
davidmoten/rtree,3237d18a8bd528abd068f22572ff1b9310da0c6c,com/github/davidmoten/rtree/NodePositionTest.java,6,1,1,4,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
davidmoten/rtree,3237d18a8bd528abd068f22572ff1b9310da0c6c,com/github/davidmoten/rtree/NonLeafTest.java,5,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
davidmoten/rtree,3237d18a8bd528abd068f22572ff1b9310da0c6c,com/github/davidmoten/rtree/OnSubscribeSearchTest.java,27,5,6,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
davidmoten/rtree,3237d18a8bd528abd068f22572ff1b9310da0c6c,com/github/davidmoten/rtree/RTreeTest.java,737,127,170,792,0.14,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
