App,SHA,TestFilePath,LOC,NOM,WMC,RFC,NAs,AsD,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,Replace conditional by ParameterizedTest,Add Assert Argument,Replace NOT operator,Replace Reserved Words,Split Conditional Statement in Assertions,Replace Rule With AssertThrows,Replace Try/Catch With AssertThrows,Replace @test(expected) with assertThrows,isReplaceConditionalbyParameterizedTest,isAddAssertArgument,isReplaceNOToperator,isReplaceReservedWords,isSplitConditionalStatementinAssertions,isReplaceRuleWithAssertThrows,isReplaceTry/CatchWithAssertThrows,isReplace@test(expected)withassertThrows
locationtech/jts,f36d492e62a941224c41278aa5b8cee9c5124e10,modules/core/src/test/java/test/jts/perf/index/TreeTimeTest.java,0,0,0,0,0.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
locationtech/jts,f36d492e62a941224c41278aa5b8cee9c5124e10,modules/core/src/test/java/test/jts/perf/index/RtreeStressTest.java,0,0,0,0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
locationtech/jts,f36d492e62a941224c41278aa5b8cee9c5124e10,modules/core/src/test/java/test/jts/perf/index/HPRtreePerfTest.java,0,0,0,0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
locationtech/jts,f36d492e62a941224c41278aa5b8cee9c5124e10,modules/core/src/test/java/test/jts/perf/index/STRtreePerfTest.java,0,0,0,0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
locationtech/jts,f36d492e62a941224c41278aa5b8cee9c5124e10,modules/core/src/test/java/test/jts/perf/precision/GeometryPrecisionReducerPerfTest.java,0,0,0,0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
locationtech/jts,f36d492e62a941224c41278aa5b8cee9c5124e10,modules/core/src/test/java/test/jts/perf/operation/predicate/RectangleIntersectsPerfTest.java,0,0,0,0,0.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
locationtech/jts,f36d492e62a941224c41278aa5b8cee9c5124e10,modules/core/src/test/java/test/jts/perf/operation/valid/IsValidPolygonPerfTest.java,0,0,0,0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
locationtech/jts,f36d492e62a941224c41278aa5b8cee9c5124e10,modules/core/src/test/java/test/jts/perf/operation/valid/ValidStressTest.java,0,0,0,0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
locationtech/jts,f36d492e62a941224c41278aa5b8cee9c5124e10,modules/core/src/test/java/test/jts/perf/operation/valid/IsValidNestedHolesPerfTest.java,0,0,0,0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
locationtech/jts,f36d492e62a941224c41278aa5b8cee9c5124e10,modules/core/src/test/java/test/jts/perf/operation/overlayng/OverlayNGPerfTest.java,0,0,0,0,0.0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
