,App,SHA,TestFilePath,InlineMethod,isInlineMethod,prediction
70,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/np/SetCoverTest.java,0.0,False,False
71,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/predicates/CNFPredicateTest.java,0.0,False,False
75,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/predicates/NNFPredicateTest.java,0.0,False,False
88,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/solvers/sat/GlucoseSyrupTest.java,0.0,False,False
105,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/transformations/simplification/BackboneSimplifierTest.java,0.0,False,False
113,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/backbones/BackboneGenerationTest.java,0.0,False,False
123,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/formulas/SubstitutionTest.java,0.0,False,False
145,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/formulas/printer/UTF8StringRepresentationTest.java,0.0,False,False
155,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/handlers/NumberOfNodesBDDHandlerTest.java,0.0,False,False
163,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/io/graphical/generators/FormulaDagGraphicalGeneratorTest.java,0.0,False,True
166,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/io/graphical/GraphicalNodeTest.java,0.0,False,False
167,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/io/parsers/PropositionalParserTest.java,0.0,False,False
195,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/solvers/functions/BackboneFunctionTest.java,0.0,False,False
210,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/transformations/cnf/PlaistedGreenbaumTransformationSolverTest.java,0.0,False,False
212,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/transformations/dnf/DNFFactorizationTest.java,0.0,False,False
262,logic-ng/logicng,3e2dfe7d1f789a50a7bd0c68111139565b95665b,org/logicng/graphs/datastructures/HypergraphEdgeTest.java,0.0,False,False
268,logic-ng/logicng,3e2dfe7d1f789a50a7bd0c68111139565b95665b,org/logicng/handlers/TimeoutBDDHandlerTest.java,0.0,False,False
299,logic-ng/logicng,3e2dfe7d1f789a50a7bd0c68111139565b95665b,org/logicng/predicates/NNFPredicateTest.java,0.0,False,False
300,logic-ng/logicng,3e2dfe7d1f789a50a7bd0c68111139565b95665b,org/logicng/predicates/TermPredicateTest.java,0.0,False,False
319,logic-ng/logicng,3e2dfe7d1f789a50a7bd0c68111139565b95665b,org/logicng/transformations/cnf/CanonicalCNFEnumerationTest.java,0.0,False,False
347,logic-ng/logicng,53c33f828125b861b4b76932fad4855087978869,org/logicng/formulas/SubstitutionTest.java,0.0,False,False
348,logic-ng/logicng,53c33f828125b861b4b76932fad4855087978869,org/logicng/datastructures/ubtrees/UBNodeTest.java,0.0,False,False
353,logic-ng/logicng,53c33f828125b861b4b76932fad4855087978869,org/logicng/explanations/UNSATCoreTest.java,0.0,False,False
360,logic-ng/logicng,53c33f828125b861b4b76932fad4855087978869,org/logicng/formulas/FormulaFactoryTest.java,0.0,False,False
384,logic-ng/logicng,53c33f828125b861b4b76932fad4855087978869,org/logicng/handlers/TimeoutOptimizationHandlerTest.java,0.0,False,False
416,logic-ng/logicng,53c33f828125b861b4b76932fad4855087978869,org/logicng/solvers/functions/BackboneFunctionTest.java,0.0,False,False
432,logic-ng/logicng,53c33f828125b861b4b76932fad4855087978869,org/logicng/transformations/dnf/CanonicalDNFEnumerationTest.java,0.0,False,False
435,logic-ng/logicng,53c33f828125b861b4b76932fad4855087978869,org/logicng/transformations/qmc/TermTest.java,0.0,False,False
465,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/CTrueTest.java,0.0,False,False
471,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/LiteralTest.java,0.0,False,False
478,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/printer/UTF8StringRepresentationTest.java,0.0,False,False
515,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/predicates/DNFPredicateTest.java,0.0,False,False
529,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/solvers/sat/MiniSatTest.java,0.0,False,False
551,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/util/FormulaHelperTest.java,0.0,False,False
561,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/collections/LNGLongPriorityQueueTest.java,0.0,False,False
566,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/datastructures/ubtrees/UBNodeTest.java,0.0,False,False
572,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/formulas/AndTest.java,0.0,False,False
575,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/formulas/EquivalenceTest.java,0.0,False,False
585,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/formulas/printer/LatexStringRepresentationTest.java,0.0,False,False
587,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/formulas/printer/UTF8StringRepresentationTest.java,0.0,False,False
593,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/graphs/datastructures/HypergraphNodeTest.java,0.0,False,False
606,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/io/readers/DimacsReaderTest.java,0.0,False,False
608,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/io/writers/FormulaDotFileWriterTest.java,0.0,False,True
612,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/knowledgecompilation/bdds/jbuddy/BDDPrimeTest.java,0.0,False,False
622,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/predicates/CNFPredicateTest.java,0.0,False,False
625,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/predicates/EvaluatesToConstantPredicateTest.java,0.0,False,False
629,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/primecomputation/PrimeResultTest.java,0.0,False,False
650,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/transformations/dnf/CanonicalDNFEnumerationTest.java,0.0,False,False
671,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/collections/LNGLongVectorTest.java,0.0,False,False
677,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/explanations/mus/MUSConfigTest.java,0.0,False,False
689,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/formulas/LiteralTest.java,0.0,False,False
702,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/graphs/datastructures/HypergraphNodeTest.java,0.0,False,False
704,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/graphs/generators/HypergraphGeneratorTest.java,0.0,False,False
721,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/knowledgecompilation/bdds/jbuddy/BDDPrimeTest.java,0.0,False,False
727,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/knowledgecompilation/dnnf/DnnfCompilerTest.java,0.0,False,True
736,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/predicates/TermPredicateTest.java,0.0,False,False
749,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/transformations/AnonymizerTest.java,0.0,False,False
754,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/transformations/cnf/CNFEncoderTest.java,0.0,False,False
756,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/transformations/cnf/PlaistedGreenbaumTransformationSolverTest.java,0.0,False,False
757,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/transformations/dnf/DNFFactorizationTest.java,0.0,False,False
758,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/transformations/dnf/DNFSubsumptionTest.java,0.0,False,False
760,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/transformations/qmc/TermTableTest.java,0.0,False,False
764,logic-ng/logicng,aea0cc4515c5d35d771a4312d47557f381bf8730,org/logicng/util/CollectionHelperTest.java,0.0,False,False
769,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/backbones/BackboneTest.java,0.0,False,False
771,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/collections/LNGBooleanVectorTest.java,0.0,False,False
779,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/datastructures/AssignmentTest.java,0.0,False,False
781,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/datastructures/ubtrees/UBNodeTest.java,0.0,False,False
785,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/explanations/smus/SmusComputationTest.java,0.0,False,True
810,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/graphs/generators/HypergraphGeneratorTest.java,0.0,False,False
833,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/knowledgecompilation/dnnf/DnnfCompilerTest.java,0.0,False,True
838,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/predicates/ContainsPBCPredicateTest.java,0.0,False,False
842,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/predicates/TermPredicateTest.java,0.0,False,False
843,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/primecomputation/PrimeCompilerTest.java,0.0,False,True
870,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/util/CollectionHelperTest.java,0.0,False,False
872,logic-ng/logicng,da7cf5b38709033d0f4cc1d467c13f01358cdfd0,org/logicng/util/FormulaHelperTest.java,0.0,False,False
896,logic-ng/logicng,7921ec0ffabfdd8cec93533bd02d09ee7fd6fdd9,org/logicng/formulas/EquivalenceTest.java,0.0,False,False
903,logic-ng/logicng,7921ec0ffabfdd8cec93533bd02d09ee7fd6fdd9,org/logicng/formulas/OrTest.java,0.0,False,False
904,logic-ng/logicng,7921ec0ffabfdd8cec93533bd02d09ee7fd6fdd9,org/logicng/formulas/PBConstraintTest.java,0.0,False,False
911,logic-ng/logicng,7921ec0ffabfdd8cec93533bd02d09ee7fd6fdd9,org/logicng/graphs/datastructures/GraphTest.java,0.0,False,False
923,logic-ng/logicng,7921ec0ffabfdd8cec93533bd02d09ee7fd6fdd9,org/logicng/handlers/TimeoutOptimizationHandlerTest.java,0.0,False,False
951,logic-ng/logicng,7921ec0ffabfdd8cec93533bd02d09ee7fd6fdd9,org/logicng/propositions/StandardPropositionTest.java,0.0,False,False
974,logic-ng/logicng,7921ec0ffabfdd8cec93533bd02d09ee7fd6fdd9,org/logicng/transformations/simplification/DistributiveSimplifierTest.java,0.0,False,False
982,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/collections/LNGBooleanVectorTest.java,0.0,False,False
983,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/collections/LNGByteVectorTest.java,0.0,False,False
987,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/collections/LNGLongPriorityQueueTest.java,0.0,False,False
990,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/datastructures/AssignmentTest.java,0.0,False,False
991,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/formulas/SubstitutionTest.java,0.0,False,False
995,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/explanations/mus/MUSGenerationTest.java,0.0,False,True
1009,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/formulas/PBConstraintTest.java,0.0,False,False
1010,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/formulas/printer/DefaultStringRepresentationTest.java,0.0,False,False
1022,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/graphs/io/GraphDimacsFileWriterTest.java,0.0,False,True
1028,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/io/writers/FormulaDimacsFileWriterTest.java,0.0,False,True
1036,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/knowledgecompilation/bdds/orderings/DFSOrderingTest.java,0.0,False,False
1038,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/knowledgecompilation/dnnf/datastructures/dtree/DTreeNodeTest.java,0.0,False,False
1039,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/knowledgecompilation/dnnf/DnnfCompilerTest.java,0.0,False,True
1040,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/LogicNGVersionTest.java,0.0,False,False
1041,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/modelcounting/ModelCounterTest.java,0.0,False,True
1058,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/solvers/sat/GlucoseSyrupTest.java,0.0,False,False
1062,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/transformations/LiteralSubstitutionTest.java,0.0,False,False
1065,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/transformations/cnf/CNFEncoderTest.java,0.0,False,False
1066,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/transformations/cnf/CNFSubsumptionTest.java,0.0,False,False
1077,logic-ng/logicng,994294fbb283b7b96230da3937369bf8fc062b5f,org/logicng/util/FormulaRandomizerTest.java,0.0,False,False
1081,logic-ng/logicng,708e7a966ed79d8ab57359d4640c3641c5372105,org/logicng/collections/LNGBooleanVectorTest.java,0.0,False,False
1098,logic-ng/logicng,708e7a966ed79d8ab57359d4640c3641c5372105,org/logicng/formulas/CFalseTest.java,0.0,False,False
1124,logic-ng/logicng,708e7a966ed79d8ab57359d4640c3641c5372105,org/logicng/io/parsers/PropositionalParserTest.java,0.0,False,False
1132,logic-ng/logicng,708e7a966ed79d8ab57359d4640c3641c5372105,org/logicng/knowledgecompilation/bdds/jbuddy/BDDPrimeTest.java,0.0,False,False
1176,logic-ng/logicng,708e7a966ed79d8ab57359d4640c3641c5372105,org/logicng/util/FormulaRandomizerTest.java,0.0,False,False
1190,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/datastructures/ubtrees/UBNodeTest.java,0.0,False,False
1193,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/explanations/mus/MUSGenerationTest.java,0.0,False,True
1195,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/explanations/UNSATCoreTest.java,0.0,False,False
1198,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/formulas/CTrueTest.java,0.0,False,False
1203,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/formulas/ImplicationTest.java,0.0,False,False
1209,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/formulas/printer/LatexStringRepresentationTest.java,0.0,False,False
1216,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/graphs/datastructures/HypergraphEdgeTest.java,0.0,False,False
1219,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/graphs/generators/HypergraphGeneratorTest.java,0.0,False,False
1233,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/knowledgecompilation/bdds/orderings/BFSOrderingTest.java,0.0,False,False
1236,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/knowledgecompilation/dnnf/datastructures/dtree/DTreeNodeTest.java,0.0,False,False
1238,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/LogicNGVersionTest.java,0.0,False,False
1241,logic-ng/logicng,bb2bbe87396a51706a642897070b35d992663924,org/logicng/predicates/CNFPredicateTest.java,0.0,False,False
1283,logic-ng/logicng,dfa28508241d17478b59a388618a5988a86f77e3,org/logicng/bdds/orderings/ForceOrderingTest.java,0.0,False,False
1303,logic-ng/logicng,dfa28508241d17478b59a388618a5988a86f77e3,org/logicng/formulas/ExtendedFormulaFactoryTest.java,0.0,False,False
1307,logic-ng/logicng,dfa28508241d17478b59a388618a5988a86f77e3,org/logicng/formulas/LiteralTest.java,0.0,False,False
1313,logic-ng/logicng,dfa28508241d17478b59a388618a5988a86f77e3,org/logicng/formulas/printer/SortedStringRepresentationTest.java,0.0,False,False
1327,logic-ng/logicng,dfa28508241d17478b59a388618a5988a86f77e3,org/logicng/predicates/CNFPredicateTest.java,0.0,False,False
1339,logic-ng/logicng,dfa28508241d17478b59a388618a5988a86f77e3,org/logicng/transformations/DistributiveSimplifierTest.java,0.0,False,False
1341,logic-ng/logicng,dfa28508241d17478b59a388618a5988a86f77e3,org/logicng/transformations/UnitPropagationTest.java,0.0,False,False
1363,logic-ng/logicng,7d852d05b0d4412a4d060c38f7388f9db1d3b171,org/logicng/collections/LNGIntVectorTest.java,0.0,False,False
1366,logic-ng/logicng,7d852d05b0d4412a4d060c38f7388f9db1d3b171,org/logicng/collections/LNGVectorTest.java,0.0,False,False
1369,logic-ng/logicng,7d852d05b0d4412a4d060c38f7388f9db1d3b171,org/logicng/datastructures/ubtrees/UBTreeTest.java,0.0,False,False
1376,logic-ng/logicng,7d852d05b0d4412a4d060c38f7388f9db1d3b171,org/logicng/formulas/EquivalenceTest.java,0.0,False,False
1393,logic-ng/logicng,7d852d05b0d4412a4d060c38f7388f9db1d3b171,org/logicng/graphs/datastructures/HypergraphNodeTest.java,0.0,False,False
1396,logic-ng/logicng,7d852d05b0d4412a4d060c38f7388f9db1d3b171,org/logicng/graphs/io/GraphDotFileWriterTest.java,0.0,False,True
1397,logic-ng/logicng,7d852d05b0d4412a4d060c38f7388f9db1d3b171,org/logicng/io/parsers/PropositionalParserTest.java,0.0,False,False
1408,logic-ng/logicng,7d852d05b0d4412a4d060c38f7388f9db1d3b171,org/logicng/solvers/datastructures/LNGHeapTest.java,0.0,False,False
1414,logic-ng/logicng,7d852d05b0d4412a4d060c38f7388f9db1d3b171,org/logicng/transformations/FormulaFactoryImporterTest.java,0.0,False,False
1425,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/backbones/BackboneTest.java,0.0,False,False
1429,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/bdds/orderings/BFSOrderingTest.java,0.0,False,False
1433,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/collections/LNGBooleanVectorTest.java,0.0,False,False
1437,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/collections/LNGIntVectorTest.java,0.0,False,False
1441,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/datastructures/AssignmentTest.java,0.0,False,False
1448,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/formulas/CFalseTest.java,0.0,False,False
1449,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/formulas/CTrueTest.java,0.0,False,False
1452,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/formulas/FormulaTest.java,0.0,False,False
1455,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/formulas/LiteralTest.java,0.0,False,False
1469,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/graphs/io/GraphDimacsFileWriterTest.java,0.0,False,True
1477,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/predicates/NNFPredicateTest.java,0.0,False,False
1480,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/pseudobooleans/PBEncoderTest.java,0.0,False,True
1485,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/transformations/AnonymizerTest.java,0.0,False,False
1491,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/transformations/cnf/CNFSubsumptionTest.java,0.0,False,False
1497,logic-ng/logicng,73359fd2892f53242c775d2403d329c13daf0918,org/logicng/util/FormulaHelperTest.java,0.0,False,False
1501,logic-ng/logicng,7bd498c3fa7de922629802f907f92d1f9ff251b2,org/logicng/bdds/datastructures/BDDNodeTest.java,0.0,False,False
1512,logic-ng/logicng,7bd498c3fa7de922629802f907f92d1f9ff251b2,org/logicng/collections/LNGLongPriorityQueueTest.java,0.0,False,False
1519,logic-ng/logicng,7bd498c3fa7de922629802f907f92d1f9ff251b2,org/logicng/explanations/unsatcores/MUSGenerationTest.java,0.0,False,True
1535,logic-ng/logicng,7bd498c3fa7de922629802f907f92d1f9ff251b2,org/logicng/formulas/printer/SortedStringRepresentationTest.java,0.0,False,False
1542,logic-ng/logicng,7bd498c3fa7de922629802f907f92d1f9ff251b2,org/logicng/graphs/generators/HypergraphGeneratorTest.java,0.0,False,False
1549,logic-ng/logicng,7bd498c3fa7de922629802f907f92d1f9ff251b2,org/logicng/predicates/CNFPredicateTest.java,0.0,False,False
1552,logic-ng/logicng,7bd498c3fa7de922629802f907f92d1f9ff251b2,org/logicng/propositions/ExtendedPropositionTest.java,0.0,False,False
1562,logic-ng/logicng,7bd498c3fa7de922629802f907f92d1f9ff251b2,org/logicng/transformations/FormulaFactoryImporterTest.java,0.0,False,False
1575,logic-ng/logicng,ae79302c73515202df5a2565b7493783a5f96593,org/logicng/bdds/datastructures/BDDNodeTest.java,0.0,False,False
1604,logic-ng/logicng,ae79302c73515202df5a2565b7493783a5f96593,org/logicng/formulas/NotTest.java,0.0,False,False
1611,logic-ng/logicng,ae79302c73515202df5a2565b7493783a5f96593,org/logicng/graphs/algorithms/BronKerboschTest.java,0.0,False,False
1653,logic-ng/logicng,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,org/logicng/bdds/orderings/ForceOrderingTest.java,0.0,False,False
1659,logic-ng/logicng,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,org/logicng/collections/LNGIntVectorTest.java,0.0,False,False
1662,logic-ng/logicng,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,org/logicng/collections/LNGVectorTest.java,0.0,False,False
1683,logic-ng/logicng,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,org/logicng/formulas/printer/SortedStringRepresentationTest.java,0.0,False,False
1685,logic-ng/logicng,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,org/logicng/graphs/algorithms/BronKerboschTest.java,0.0,False,False
1696,logic-ng/logicng,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,org/logicng/io/writers/FormulaDotFileWriterTest.java,0.0,False,True
1711,logic-ng/logicng,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,org/logicng/transformations/cnf/CNFEncoderTest.java,0.0,False,False
1714,logic-ng/logicng,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,org/logicng/transformations/dnf/DNFSubsumptionTest.java,0.0,False,False
1716,logic-ng/logicng,bb9eb88a768be4be8e02a76cfc4a59e6c3fb7f2e,org/logicng/transformations/qmc/TermTableTest.java,0.0,False,False
1719,logic-ng/logicng,5017ba1eb0240d81a645872e3a36d13f4bdba43b,org/logicng/bdds/datastructures/BDDNodeTest.java,0.0,False,False
1720,logic-ng/logicng,5017ba1eb0240d81a645872e3a36d13f4bdba43b,org/logicng/bdds/io/BDDDotFileWriterTest.java,0.0,False,True
1721,logic-ng/logicng,5017ba1eb0240d81a645872e3a36d13f4bdba43b,org/logicng/bdds/orderings/BFSOrderingTest.java,0.0,False,False
1722,logic-ng/logicng,5017ba1eb0240d81a645872e3a36d13f4bdba43b,org/logicng/bdds/orderings/DFSOrderingTest.java,0.0,False,False
1732,logic-ng/logicng,5017ba1eb0240d81a645872e3a36d13f4bdba43b,org/logicng/collections/LNGVectorTest.java,0.0,False,False
1737,logic-ng/logicng,5017ba1eb0240d81a645872e3a36d13f4bdba43b,org/logicng/explanations/unsatcores/UNSATCoreTest.java,0.0,False,False
1765,logic-ng/logicng,5017ba1eb0240d81a645872e3a36d13f4bdba43b,org/logicng/predicates/CNFPredicateTest.java,0.0,False,False
1779,logic-ng/logicng,5017ba1eb0240d81a645872e3a36d13f4bdba43b,org/logicng/transformations/dnf/DNFFactorizationTest.java,0.0,False,False
1784,logic-ng/logicng,976c57f376630c30dbe7a73010cef0c9672caf09,org/logicng/bdds/datastructures/BDDNodeTest.java,0.0,False,False
1785,logic-ng/logicng,976c57f376630c30dbe7a73010cef0c9672caf09,org/logicng/bdds/io/BDDDotFileWriterTest.java,0.0,False,True
