,App,SHA,TestFilePath,ExtractVariable,isExtractVariable,prediction
0,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/backbones/BackboneTest.java,0.0,False,True
9,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/collections/LNGVectorTest.java,0.0,False,True
20,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/formulas/CTrueTest.java,0.0,False,True
22,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/formulas/ExtendedFormulaFactoryTest.java,0.0,False,True
25,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/formulas/ImplicationTest.java,0.0,False,True
43,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/handlers/NumberOfNodesBDDHandlerTest.java,0.0,False,False
59,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/knowledgecompilation/bdds/datastructures/BDDNodeTest.java,0.0,False,False
63,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/knowledgecompilation/bdds/orderings/BFSOrderingTest.java,0.0,False,True
88,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/solvers/sat/GlucoseSyrupTest.java,0.0,False,False
107,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/util/CollectionHelperTest.java,0.0,False,False
110,logic-ng/logicng,b20e782b8710b9d62dbd25110fbb6c545a673867,org/logicng/util/FormulaRandomizerTest.java,0.0,False,True
130,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/formulas/AndTest.java,0.0,False,True
133,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/formulas/EquivalenceTest.java,0.0,False,False
152,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/graphs/generators/ConstraintGraphGeneratorTest.java,0.0,False,True
165,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/io/graphical/GraphicalEdgeTest.java,0.0,False,True
179,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/knowledgecompilation/dnnf/DnnfCompilerTest.java,0.0,False,True
186,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/predicates/EvaluatesToConstantPredicateTest.java,0.0,False,False
205,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/transformations/PureExpansionTransformationTest.java,0.0,False,True
207,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/transformations/cnf/CanonicalCNFEnumerationTest.java,0.0,False,True
215,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/transformations/qmc/TermTableTest.java,0.0,False,True
216,logic-ng/logicng,38e007c1794193a7b55bf9f82f9f2903fb66a14e,org/logicng/transformations/simplification/AdvancedSimplifierTest.java,0.0,False,True
229,logic-ng/logicng,3e2dfe7d1f789a50a7bd0c68111139565b95665b,org/logicng/collections/LNGDoubleVectorTest.java,0.0,False,True
239,logic-ng/logicng,3e2dfe7d1f789a50a7bd0c68111139565b95665b,org/logicng/explanations/mus/MUSGenerationTest.java,0.0,False,True
275,logic-ng/logicng,3e2dfe7d1f789a50a7bd0c68111139565b95665b,org/logicng/io/graphical/generators/FormulaDagGraphicalGeneratorTest.java,0.0,False,True
281,logic-ng/logicng,3e2dfe7d1f789a50a7bd0c68111139565b95665b,org/logicng/io/readers/DimacsReaderTest.java,0.0,False,False
291,logic-ng/logicng,3e2dfe7d1f789a50a7bd0c68111139565b95665b,org/logicng/knowledgecompilation/dnnf/DnnfCompilerTest.java,0.0,False,True
