App,SHA,Tag,TestFilePath,isRemoveClassAnnotation,prediction
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.webtrans.server.rpc.GetTargetForLocaleHandlerTest.java,True,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.webtrans.server.rpc.GetProjectTransUnitListsHandlerTest.java,True,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.webtrans.server.rpc.GetLocaleListHandlerTest.java,True,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.service.impl.TranslationMemoryServiceImplTest.java,True,True
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.service.impl.TranslationFinderTest.java,True,True
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.service.impl.CopyTransServiceImplTest.java,True,True
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.search.FilterConstraintToQueryTest.java,True,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.rest.service.VirusScannerTest.java,True,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.limits.RestCallLimiterTest.java,True,True
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.limits.LeakyBucketTest.java,True,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.dao.TransMemoryStreamingDAOTest.java,False,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.dao.TextFlowTargetHistoryDAOTest.java,True,True
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.dao.TextFlowStreamingDAOTest.java,False,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.dao.TextFlowDAOTest.java,True,True
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.dao.GlossaryDAOTest.java,True,True
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-model.src.test.java.org.zanata.util.JPACopierTest.java,True,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-model.src.test.java.org.zanata.model.SlugEntityBaseTest.java,True,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.rest.editor.service.UserServiceTest.java,False,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.security.AnonymousAccessControlPhaseListenerTest.java,False,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",api.zanata-common-api.src.test.java.org.zanata.rest.dto.UserTest.java,False,False
zanata/zanata-platform,f689f44d52f90cb7c523b29a745243a144c2dfbd,"platform-4.1.0, platform-4.1.1",server.zanata-model.src.test.java.org.zanata.util.OkapiUtilTest.java,False,False
zanata/zanata-platform,d35ba7785e53932cb6470ec77293e67e266024bf,"platform-4.1.1, platform-4.2.0-rc-2",server.zanata-model.src.test.java.org.zanata.model.SlugEntityBaseTest.java,False,True
zanata/zanata-platform,d35ba7785e53932cb6470ec77293e67e266024bf,"platform-4.1.1, platform-4.2.0-rc-2",server.zanata-model.src.test.java.org.zanata.model.HApplicationConfigurationTest.java,False,False
zanata/zanata-platform,d35ba7785e53932cb6470ec77293e67e266024bf,"platform-4.1.1, platform-4.2.0-rc-2",server.zanata-war.src.test.java.org.zanata.webtrans.server.rpc.GetGlossaryDetailsHandlerTest.java,False,True
zanata/zanata-platform,d35ba7785e53932cb6470ec77293e67e266024bf,"platform-4.1.1, platform-4.2.0-rc-2",server.zanata-war.src.test.java.org.zanata.file.DocumentUploadUtilTest.java,False,True
zanata/zanata-platform,d35ba7785e53932cb6470ec77293e67e266024bf,"platform-4.1.1, platform-4.2.0-rc-2",server.zanata-war.src.test.java.org.zanata.ui.faces.FacesMessagesTest.java,False,False
zanata/zanata-platform,d35ba7785e53932cb6470ec77293e67e266024bf,"platform-4.1.1, platform-4.2.0-rc-2",server.zanata-war.src.test.java.org.zanata.service.impl.TransMemoryMergeServiceImplTest.java,False,True
zanata/zanata-platform,42fc5bf22490797852b9dd569a877b65e7241f67,"platform-4.2.1, platform-4.2.3",client.zanata-client-commands.src.test.java.org.zanata.client.commands.FileMappingRuleHandlerTest.java,False,True
zanata/zanata-platform,42fc5bf22490797852b9dd569a877b65e7241f67,"platform-4.2.1, platform-4.2.3",client.zanata-client-commands.src.test.java.org.zanata.client.commands.UpdateCheckerTest.java,False,False
zanata/zanata-platform,42fc5bf22490797852b9dd569a877b65e7241f67,"platform-4.2.1, platform-4.2.3",client.zanata-rest-client.src.test.java.org.zanata.rest.client.FileResourceClientTest.java,False,False
zanata/zanata-platform,907c7b86b5a8d99cbc55710e093d03fc1bdccc23,"platform-4.2.4, platform-4.3.0-alpha-1",server.services.src.test.java.org.zanata.security.permission.PermissionEvaluatorTest.java,False,True
zanata/zanata-platform,907c7b86b5a8d99cbc55710e093d03fc1bdccc23,"platform-4.2.4, platform-4.3.0-alpha-1",server.services.src.test.java.org.zanata.service.impl.CopyTransServiceImplTest.java,False,False
zanata/zanata-platform,907c7b86b5a8d99cbc55710e093d03fc1bdccc23,"platform-4.2.4, platform-4.3.0-alpha-1",server.services.src.test.java.org.zanata.webtrans.server.rpc.GetProjectTransUnitListsHandlerTest.java,False,True
zanata/zanata-platform,0f4f0f80d23b441fb846a3f131dd0192bc891f1c,"platform-4.3.0, platform-4.3.1",server.gwt-shared.src.test.java.org.zanata.webtrans.shared.validation.PrintfXSIExtensionValidationTest.java,False,False
zanata/zanata-platform,64b51d5c00cef9cf012d75f0dfc8ad22c554ed59,"platform-4.4.5, platform-4.5.0-rc-2",server.services.src.test.java.org.zanata.email.VelocityEmailStrategyTest.java,False,True
zanata/zanata-platform,64b51d5c00cef9cf012d75f0dfc8ad22c554ed59,"platform-4.4.5, platform-4.5.0-rc-2",server.services.src.test.java.org.zanata.service.impl.TranslationFinderTest.java,False,True
zanata/zanata-platform,64b51d5c00cef9cf012d75f0dfc8ad22c554ed59,"platform-4.4.5, platform-4.5.0-rc-2",server.services.src.test.java.org.zanata.webtrans.server.rpc.GetTransUnitListHandlerTest.java,False,True
zanata/zanata-platform,64b51d5c00cef9cf012d75f0dfc8ad22c554ed59,"platform-4.4.5, platform-4.5.0-rc-2",server.services.src.test.java.org.zanata.service.impl.CopyVersionServiceImplTest.java,False,True
zanata/zanata-platform,64b51d5c00cef9cf012d75f0dfc8ad22c554ed59,"platform-4.4.5, platform-4.5.0-rc-2",server.services.src.test.java.org.zanata.service.impl.GlossarySearchServiceImplTest.java,False,True
zanata/zanata-platform,64b51d5c00cef9cf012d75f0dfc8ad22c554ed59,"platform-4.4.5, platform-4.5.0-rc-2",server.services.src.test.java.org.zanata.service.impl.MergeTranslationsServiceImplTest.java,False,True
zanata/zanata-platform,266e7e6e8ddc0b0d3b5bc0682d1571d304c76e92,"platform-4.5.0, platform-4.6.0-rc-1",server.services.src.test.java.org.zanata.service.impl.TranslationServiceImplTest.java,False,True
zanata/zanata-platform,266e7e6e8ddc0b0d3b5bc0682d1571d304c76e92,"platform-4.5.0, platform-4.6.0-rc-1",server.services.src.test.java.org.zanata.service.impl.MachineTranslationServiceImplTest.java,False,True
zanata/zanata-platform,266e7e6e8ddc0b0d3b5bc0682d1571d304c76e92,"platform-4.5.0, platform-4.6.0-rc-1",server.services.src.test.java.org.zanata.rest.editor.service.TransMemoryMergeManagerTest.java,False,True
zanata/zanata-platform,266e7e6e8ddc0b0d3b5bc0682d1571d304c76e92,"platform-4.5.0, platform-4.6.0-rc-1",server.services.src.test.java.org.zanata.util.EssentialDataCreatorTest.java,False,False
zanata/zanata-platform,266e7e6e8ddc0b0d3b5bc0682d1571d304c76e92,"platform-4.5.0, platform-4.6.0-rc-1",server.services.src.test.java.org.zanata.rest.service.MachineTranslationResourceTest.java,False,False
zanata/zanata-platform,266e7e6e8ddc0b0d3b5bc0682d1571d304c76e92,"platform-4.5.0, platform-4.6.0-rc-1",server.services.src.test.java.org.zanata.webtrans.server.rpc.GetTransUnitListHandlerTest.java,False,True
zanata/zanata-platform,266e7e6e8ddc0b0d3b5bc0682d1571d304c76e92,"platform-4.5.0, platform-4.6.0-rc-1",server.services.src.test.java.org.zanata.webtrans.server.rpc.GetProjectTransUnitListsHandlerTest.java,False,False
zanata/zanata-platform,266e7e6e8ddc0b0d3b5bc0682d1571d304c76e92,"platform-4.5.0, platform-4.6.0-rc-1",server.services.src.test.java.org.zanata.limits.LeakyBucketTest.java,False,True
zanata/zanata-platform,266e7e6e8ddc0b0d3b5bc0682d1571d304c76e92,"platform-4.5.0, platform-4.6.0-rc-1",server.services.src.test.java.org.zanata.dao.TextFlowTargetHistoryDAOTest.java,False,False
zanata/zanata-platform,266e7e6e8ddc0b0d3b5bc0682d1571d304c76e92,"platform-4.5.0, platform-4.6.0-rc-1",server.services.src.test.java.org.zanata.dao.DocumentDAOTest.java,False,False
zanata/zanata-platform,bc99327f739f4f86b2aa0106ad373a01d745602a,"server-1.6.0-alpha-1, server-1.6.0-alpha-2",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.AppPresenterTest.java,False,False
zanata/zanata-platform,af4a2443d29fe0678742d58e5b1029b9fa5f4e93,"server-1.6.0-alpha-2, server-1.6.0-beta-1",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.WorkspaceUsersPresenterTest.java,False,True
zanata/zanata-platform,af4a2443d29fe0678742d58e5b1029b9fa5f4e93,"server-1.6.0-alpha-2, server-1.6.0-beta-1",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TranslationPresenterTest.java,False,True
zanata/zanata-platform,ec180c86ca76c9d624cb332c023ac0e44138d654,"server-1.6.0-beta-1, server-1.6.0",zanata-war.src.test.java.org.zanata.webtrans.server.TranslationWorkspaceImplTest.java,False,False
zanata/zanata-platform,ec180c86ca76c9d624cb332c023ac0e44138d654,"server-1.6.0-beta-1, server-1.6.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.WorkspaceUsersPresenterTest.java,False,True
zanata/zanata-platform,ec180c86ca76c9d624cb332c023ac0e44138d654,"server-1.6.0-beta-1, server-1.6.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TranslationPresenterTest.java,False,False
zanata/zanata-platform,ec180c86ca76c9d624cb332c023ac0e44138d654,"server-1.6.0-beta-1, server-1.6.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.AppPresenterTest.java,False,True
zanata/zanata-platform,ec180c86ca76c9d624cb332c023ac0e44138d654,"server-1.6.0-beta-1, server-1.6.0",zanata-war.src.test.java.org.zanata.webtrans.client.editor.table.TargetContentsPresenterTest.java,False,True
zanata/zanata-platform,5db9cd72719bf0b0fd515b75449e09da0615c606,"server-1.6.0, server-1.6.1-alpha-1",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.SearchResultsPresenterTest.java,False,False
zanata/zanata-platform,a87c817d6fddcdbedcb80e1b4a7379113392d14d,"server-1.6.1, server-1.7.0-alpha-1",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TranslationPresenterTest.java,False,True
zanata/zanata-platform,a87c817d6fddcdbedcb80e1b4a7379113392d14d,"server-1.6.1, server-1.7.0-alpha-1",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.NotificationPresenterTest.java,False,False
zanata/zanata-platform,a87c817d6fddcdbedcb80e1b4a7379113392d14d,"server-1.6.1, server-1.7.0-alpha-1",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.AppPresenterTest.java,False,True
zanata/zanata-platform,a87c817d6fddcdbedcb80e1b4a7379113392d14d,"server-1.6.1, server-1.7.0-alpha-1",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TransMemoryPresenterTest.java,False,False
zanata/zanata-platform,a87c817d6fddcdbedcb80e1b4a7379113392d14d,"server-1.6.1, server-1.7.0-alpha-1",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.SearchResultsPresenterTest.java,False,True
zanata/zanata-platform,a87c817d6fddcdbedcb80e1b4a7379113392d14d,"server-1.6.1, server-1.7.0-alpha-1",zanata-war.src.test.java.org.zanata.webtrans.shared.validation.action.PrintfXSIExtensionValidationTest.java,False,True
zanata/zanata-platform,a87c817d6fddcdbedcb80e1b4a7379113392d14d,"server-1.6.1, server-1.7.0-alpha-1",zanata-war.src.test.java.org.zanata.webtrans.shared.validation.PrintfVariablesValidationTest.java,False,False
zanata/zanata-platform,a87c817d6fddcdbedcb80e1b4a7379113392d14d,"server-1.6.1, server-1.7.0-alpha-1",zanata-war.src.test.java.org.zanata.rest.service.ResourceUtilsTest.java,False,False
zanata/zanata-platform,a87c817d6fddcdbedcb80e1b4a7379113392d14d,"server-1.6.1, server-1.7.0-alpha-1",zanata-war.src.test.java.org.zanata.webtrans.server.rpc.TransMemoryMergeHandlerTest.java,False,True
zanata/zanata-platform,a87c817d6fddcdbedcb80e1b4a7379113392d14d,"server-1.6.1, server-1.7.0-alpha-1",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TransMemoryMergePresenterTest.java,False,True
zanata/zanata-platform,dd45235364d7a653360cfbf0bf31d84e0f7099db,"server-1.7.2, server-1.7.3",zanata-war.src.test.java.org.zanata.webtrans.server.rpc.TransMemoryMergeHandlerTest.java,False,True
zanata/zanata-platform,dd45235364d7a653360cfbf0bf31d84e0f7099db,"server-1.7.2, server-1.7.3",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TransMemoryMergePresenterTest.java,False,True
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.server.rpc.GetTransUnitListHandlerTest.java,False,False
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.AppPresenterTest.java,False,False
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.EditorOptionsPresenterTest.java,False,False
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TranslationPresenterTest.java,False,True
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TranslationEditorPresenterTest.java,False,False
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.SourceContentsPresenterTest.java,False,False
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TranslationHistoryPresenterTest.java,False,False
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TransUnitsTablePresenterTest.java,False,True
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TargetContentsPresenterTest.java,False,False
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.GlossaryPresenterTest.java,False,True
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.WorkspaceUsersPresenterTest.java,False,True
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.GlossaryDetailsPresenterTest.java,False,False
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.service.impl.CopyTransServiceImplTest.java,False,True
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TransMemoryPresenterTest.java,False,True
zanata/zanata-platform,8e7f99ca76333e32ff631a5b48af10f26bde7409,"server-1.7.3, server-2.0.0",zanata-war.src.test.java.org.zanata.webtrans.client.presenter.TransUnitReplaceInfoTest.java,False,True
