,App,SHA,TestFilePath,ExtractMethod,isExtractMethod,prediction
4,codestory/fluent-http,28da27e23e36fb2fc05218e8a1b15749569c9bfd,net/codestory/http/compilers/CompilersTest.java,0.0,False,True
43,codestory/fluent-http,28da27e23e36fb2fc05218e8a1b15749569c9bfd,net/codestory/http/routes/UriParserTest.java,0.0,False,False
73,codestory/fluent-http,9c8e3c7efef63780774d529fe21487a24e408701,net/codestory/http/internal/SimpleQueryTest.java,0.0,False,False
75,codestory/fluent-http,9c8e3c7efef63780774d529fe21487a24e408701,net/codestory/http/io/ResourcesTest.java,0.0,False,False
81,codestory/fluent-http,9c8e3c7efef63780774d529fe21487a24e408701,net/codestory/http/misc/DatesTest.java,0.0,False,True
83,codestory/fluent-http,9c8e3c7efef63780774d529fe21487a24e408701,net/codestory/http/misc/Md5Test.java,0.0,False,False
114,codestory/fluent-http,de24040c41685d83a75c17d9edd3825189fc6c36,net/codestory/http/convert/TypeConvertTest.java,0.0,False,False
128,codestory/fluent-http,de24040c41685d83a75c17d9edd3825189fc6c36,net/codestory/http/io/ClasspathScannerTest.java,0.0,False,True
130,codestory/fluent-http,de24040c41685d83a75c17d9edd3825189fc6c36,net/codestory/http/io/StringsTest.java,0.0,False,False
152,codestory/fluent-http,de24040c41685d83a75c17d9edd3825189fc6c36,net/codestory/http/templating/HandlebarsCompilerTest.java,0.0,False,True
172,codestory/fluent-http,f07080fab068582cf80a595d2c740836f14b8ed2,net/codestory/http/filters/auth/AuthDataTest.java,0.0,False,False
178,codestory/fluent-http,f07080fab068582cf80a595d2c740836f14b8ed2,net/codestory/http/injection/SingletonsTest.java,0.0,False,True
185,codestory/fluent-http,f07080fab068582cf80a595d2c740836f14b8ed2,net/codestory/http/markdown/FormulaPluginTest.java,0.0,False,True
191,codestory/fluent-http,f07080fab068582cf80a595d2c740836f14b8ed2,net/codestory/http/misc/Md5Test.java,0.0,False,False
194,codestory/fluent-http,f07080fab068582cf80a595d2c740836f14b8ed2,net/codestory/http/misc/UrlConcatTest.java,0.0,False,False
196,codestory/fluent-http,f07080fab068582cf80a595d2c740836f14b8ed2,net/codestory/http/payload/PayloadTest.java,0.0,False,True
197,codestory/fluent-http,f07080fab068582cf80a595d2c740836f14b8ed2,net/codestory/http/payload/PayloadWriterTest.java,0.0,False,True
202,codestory/fluent-http,f07080fab068582cf80a595d2c740836f14b8ed2,net/codestory/http/routes/ReflectionRouteTest.java,0.0,False,True
222,codestory/fluent-http,517f42f3eefe6a2e9dac2a7c2bb08861eb68b4de,net/codestory/http/convert/TypeConvertTest.java,0.0,False,False
227,codestory/fluent-http,517f42f3eefe6a2e9dac2a7c2bb08861eb68b4de,net/codestory/http/filters/auth/CookieAuthFilterTest.java,0.0,False,False
232,codestory/fluent-http,517f42f3eefe6a2e9dac2a7c2bb08861eb68b4de,net/codestory/http/injection/SingletonsTest.java,0.0,False,True
237,codestory/fluent-http,517f42f3eefe6a2e9dac2a7c2bb08861eb68b4de,net/codestory/http/io/ResourcesTest.java,0.0,False,False
270,codestory/fluent-http,59ddbc7875322c07140b187a1634fdc95a4173ba,net/codestory/http/exchange/ContextTest.java,0.0,False,True
271,codestory/fluent-http,59ddbc7875322c07140b187a1634fdc95a4173ba,net/codestory/http/payload/CookiesTest.java,0.0,False,False
273,codestory/fluent-http,59ddbc7875322c07140b187a1634fdc95a4173ba,net/codestory/http/compilers/CoffeeSourceMapCompilerTest.java,0.0,False,True
327,codestory/fluent-http,f60051022f74c3ea29b9f3c226627894bf781506,net/codestory/http/compilers/CoffeeSourceMapCompilerTest.java,0.0,False,True
335,codestory/fluent-http,f60051022f74c3ea29b9f3c226627894bf781506,net/codestory/http/filters/auth/CookieAuthFilterTest.java,0.0,False,False
353,codestory/fluent-http,f60051022f74c3ea29b9f3c226627894bf781506,net/codestory/http/misc/Md5Test.java,0.0,False,False
361,codestory/fluent-http,f60051022f74c3ea29b9f3c226627894bf781506,net/codestory/http/reload/JdkWatchServiceTest.java,0.0,False,True
379,codestory/fluent-http,0992dc77d9f1d8570bb4ebc3e1fa8cd0c6e40402,net/codestory/http/payload/CookiesTest.java,0.0,False,False
385,codestory/fluent-http,0992dc77d9f1d8570bb4ebc3e1fa8cd0c6e40402,net/codestory/http/browser/ErrorPageTest.java,0.0,False,False
396,codestory/fluent-http,0992dc77d9f1d8570bb4ebc3e1fa8cd0c6e40402,net/codestory/http/internal/SimpleCookiesTest.java,0.0,False,True
403,codestory/fluent-http,0992dc77d9f1d8570bb4ebc3e1fa8cd0c6e40402,net/codestory/http/markdown/TablePluginTest.java,0.0,False,True
412,codestory/fluent-http,0992dc77d9f1d8570bb4ebc3e1fa8cd0c6e40402,net/codestory/http/payload/PayloadTest.java,0.0,False,True
443,codestory/fluent-http,93f587783929c78ed874561605043d5fdd460b82,net/codestory/http/filters/auth/CookieAuthFilterTest.java,0.0,False,False
449,codestory/fluent-http,93f587783929c78ed874561605043d5fdd460b82,net/codestory/http/injection/SpringAdapterTest.java,0.0,False,True
457,codestory/fluent-http,93f587783929c78ed874561605043d5fdd460b82,net/codestory/http/markdown/TablePluginTest.java,0.0,False,True
469,codestory/fluent-http,93f587783929c78ed874561605043d5fdd460b82,net/codestory/http/reload/JdkWatchServiceTest.java,0.0,False,True
470,codestory/fluent-http,93f587783929c78ed874561605043d5fdd460b82,net/codestory/http/reload/OsxWatchServiceTest.java,0.0,False,True
490,codestory/fluent-http,66df92bc3f4ea12a1491abddbb736e0d1730655e,net/codestory/http/compilers/CompilersTest.java,0.0,False,True
515,codestory/fluent-http,66df92bc3f4ea12a1491abddbb736e0d1730655e,net/codestory/http/misc/PreCompileTest.java,0.0,False,True
527,codestory/fluent-http,66df92bc3f4ea12a1491abddbb736e0d1730655e,net/codestory/http/routes/RoutesWithPatternTest.java,0.0,False,False
535,codestory/fluent-http,66df92bc3f4ea12a1491abddbb736e0d1730655e,net/codestory/http/templating/helpers/LiveReloadHelperTest.java,0.0,False,False
537,codestory/fluent-http,66df92bc3f4ea12a1491abddbb736e0d1730655e,net/codestory/http/templating/yaml/YamlFrontMatterTest.java,0.0,False,False
541,codestory/fluent-http,d77c886691a3c78eb7c2e14565474fde8422c0d9,net/codestory/http/compilers/CoffeeCompilerTest.java,0.0,False,True
566,codestory/fluent-http,d77c886691a3c78eb7c2e14565474fde8422c0d9,net/codestory/http/misc/EnvTest.java,0.0,False,False
583,codestory/fluent-http,d77c886691a3c78eb7c2e14565474fde8422c0d9,net/codestory/http/templating/ModelTest.java,0.0,False,False
591,codestory/fluent-http,d77c886691a3c78eb7c2e14565474fde8422c0d9,net/codestory/http/types/ContentTypesTest.java,0.0,False,False
593,codestory/fluent-http,f28a88db13803470eeaf04571c2d3a1ae8b90fc4,net/codestory/http/payload/CookiesTest.java,0.0,False,False
619,codestory/fluent-http,f28a88db13803470eeaf04571c2d3a1ae8b90fc4,net/codestory/http/misc/EnvTest.java,0.0,False,False
638,codestory/fluent-http,f28a88db13803470eeaf04571c2d3a1ae8b90fc4,net/codestory/http/templating/SiteTest.java,0.0,False,False
655,codestory/fluent-http,536cfaf403deafa0b7ca827c4a07bb14f719a5ec,net/codestory/http/filters/auth/CookieAuthFilterTest.java,0.0,False,False
672,codestory/fluent-http,536cfaf403deafa0b7ca827c4a07bb14f719a5ec,net/codestory/http/misc/EnvTest.java,0.0,False,False
698,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/exchange/ContextTest.java,0.0,False,True
705,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/errors/ErrorPageTest.java,0.0,False,True
718,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/io/ResourcesTest.java,0.0,False,False
721,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/markdown/MarkdownCompilerTest.java,0.0,False,False
725,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/misc/EnvTest.java,0.0,False,False
741,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/templating/HandlebarsCompilerTest.java,0.0,False,True
751,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/exchange/ContextTest.java,0.0,False,True
752,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/payload/CookiesTest.java,0.0,False,False
757,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/convert/TypeConvertTest.java,0.0,False,False
762,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/filters/basic/BasicAuthFilterTest.java,0.0,False,True
763,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/filters/FilterTest.java,0.0,False,True
768,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/internal/SimpleCookiesTest.java,0.0,False,True
771,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/io/ResourcesTest.java,0.0,False,False
785,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/payload/PayloadWriterTest.java,0.0,False,True
790,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/routes/ReflectionRouteTest.java,0.0,False,True
792,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/routes/RoutesWithPatternTest.java,0.0,False,False
810,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/convert/TypeConvertTest.java,0.0,False,False
817,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/filters/roles/RoleFilterTest.java,0.0,False,True
827,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/markdown/MarkdownCompilerTest.java,0.0,False,False
836,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/misc/WebJarUrlFinderTest.java,0.0,False,True
842,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/ConfigurationOverrideTest.java,0.0,False,False
845,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/routes/RoutesWithPatternTest.java,0.0,False,False
849,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/templating/ModelAndViewTest.java,0.0,False,False
861,codestory/fluent-http,6e28e6e4d0c091d2d6afda1425a8c607188f3a54,net/codestory/http/compilers/CompilersTest.java,0.0,False,True
877,codestory/fluent-http,6e28e6e4d0c091d2d6afda1425a8c607188f3a54,net/codestory/http/io/ResourcesTest.java,0.0,False,False
882,codestory/fluent-http,6e28e6e4d0c091d2d6afda1425a8c607188f3a54,net/codestory/http/CacheTest.java,0.0,False,False
887,codestory/fluent-http,6e28e6e4d0c091d2d6afda1425a8c607188f3a54,net/codestory/http/misc/Sha1Test.java,0.0,False,False
922,codestory/fluent-http,edaf1bf65aa547363077cb82f687e28cd4c01f8b,net/codestory/http/filters/FilterTest.java,0.0,False,True
928,codestory/fluent-http,edaf1bf65aa547363077cb82f687e28cd4c01f8b,net/codestory/http/internal/SimpleQueryTest.java,0.0,False,False
937,codestory/fluent-http,edaf1bf65aa547363077cb82f687e28cd4c01f8b,net/codestory/http/misc/EnvTest.java,0.0,False,False
945,codestory/fluent-http,edaf1bf65aa547363077cb82f687e28cd4c01f8b,net/codestory/http/reload/FolderWatcherTest.java,0.0,False,True
976,codestory/fluent-http,f7cfcc2204dbe3685221672de848c409507d837e,net/codestory/http/filters/roles/RoleFilterTest.java,0.0,False,True
1002,codestory/fluent-http,f7cfcc2204dbe3685221672de848c409507d837e,net/codestory/http/routes/ReflectionRouteTest.java,0.0,False,True
1010,codestory/fluent-http,f7cfcc2204dbe3685221672de848c409507d837e,net/codestory/http/templating/ViewCompilerTest.java,0.0,False,True
1012,codestory/fluent-http,f7cfcc2204dbe3685221672de848c409507d837e,net/codestory/http/templating/helpers/LiveReloadHelperTest.java,0.0,False,False
1035,codestory/fluent-http,e4f9a2a7def934045f7e608add5bb4bad7735143,net/codestory/http/io/ClasspathScannerTest.java,0.0,False,True
1036,codestory/fluent-http,e4f9a2a7def934045f7e608add5bb4bad7735143,net/codestory/http/io/ResourcesTest.java,0.0,False,False
1040,codestory/fluent-http,e4f9a2a7def934045f7e608add5bb4bad7735143,net/codestory/http/markdown/TablePluginTest.java,0.0,False,True
