App,SHA,Tag,TestFilePath,isExtractMethod,prediction
vmware-archive/admiral,6d57836ecdbd01632fdff77b3fca1f45d832381c,"v0.5-alpha, v0.5.0",adapter.docker.src.test.java.com.vmware.admiral.adapter.docker.service.DockerVolumeAdapterServiceTest.java,False,False
vmware-archive/admiral,6d57836ecdbd01632fdff77b3fca1f45d832381c,"v0.5-alpha, v0.5.0",request.src.test.java.com.vmware.admiral.request.composition.CompositionSubTaskServiceTest.java,False,False
vmware-archive/admiral,6d57836ecdbd01632fdff77b3fca1f45d832381c,"v0.5-alpha, v0.5.0",request.src.test.java.com.vmware.admiral.request.composition.CompositionGraphTest.java,False,True
vmware-archive/admiral,6d57836ecdbd01632fdff77b3fca1f45d832381c,"v0.5-alpha, v0.5.0",compute.src.test.java.com.vmware.admiral.compute.BindingEvaluatorTest.java,False,True
vmware-archive/admiral,6d57836ecdbd01632fdff77b3fca1f45d832381c,"v0.5-alpha, v0.5.0",request.src.test.java.com.vmware.admiral.request.compute.ComputeAllocationTaskServiceTest.java,False,False
vmware-archive/admiral,6d57836ecdbd01632fdff77b3fca1f45d832381c,"v0.5-alpha, v0.5.0",request.src.test.java.com.vmware.admiral.request.allocation.filter.ContainerToNetworkAffinityHostFilterTest.java,False,True
vmware-archive/admiral,6d57836ecdbd01632fdff77b3fca1f45d832381c,"v0.5-alpha, v0.5.0",request.src.test.java.com.vmware.admiral.request.allocation.filter.BaseAffinityHostFilterTest.java,True,False
vmware-archive/admiral,6d57836ecdbd01632fdff77b3fca1f45d832381c,"v0.5-alpha, v0.5.0",compute.src.test.java.com.vmware.admiral.compute.container.ContainerHostDataCollectionServiceTest.java,True,True
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",adapter.common.src.test.java.com.vmware.admiral.adapter.docker.util.DockerImageTest.java,False,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",adapter.docker.src.test.java.com.vmware.admiral.adapter.docker.service.DockerAdapterServiceTest.java,False,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.compute.ComputeAllocationTaskServiceTest.java,False,True
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",compute.src.test.java.com.vmware.admiral.compute.container.GroupResourcePlacementServiceTest.java,False,True
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.allocation.filter.BaseAffinityHostFilterTest.java,False,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.ContainerRemovalTaskServiceTest.java,False,True
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",compute.src.test.java.com.vmware.admiral.compute.container.HostNetworkListDataCollectionTest.java,False,True
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",adapter.docker.src.test.java.com.vmware.admiral.adapter.docker.service.DockerVolumeAdapterServiceTest.java,False,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.ReservationTaskServiceTest.java,False,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.RequestBrokerServiceTest.java,False,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.compute.ComputeReservationTaskServiceTest.java,False,False
vmware-archive/admiral,1d492c3f74d0eba5d18d81fcb354bf58293f1379,"v0.5.0, v0.9.1",request.src.test.java.com.vmware.admiral.request.compute.ComputePlacementSelectionTaskServiceTest.java,False,False
