App,SHA,Tag,TestFilePath,isRefactored,prediction
opencb/opencga,d7e7a047395e8e3fe86b49bd3702574f7ab58fd5,"0.3, 0.3.1",opencga-storage.src.test.java.org.opencb.opencga.storage.variant.mongodb.DBObjectToVariantSourceConverterTest.java,False,True
opencb/opencga,d7e7a047395e8e3fe86b49bd3702574f7ab58fd5,"0.3, 0.3.1",opencga-storage.src.test.java.org.opencb.opencga.storage.variant.mongodb.DBObjectToVariantStatsConverterTest.java,True,True
opencb/opencga,d7e7a047395e8e3fe86b49bd3702574f7ab58fd5,"0.3, 0.3.1",opencga-storage.src.test.java.org.opencb.opencga.storage.variant.VariantMongoDBAdaptorTest.java,False,False
opencb/opencga,7b7f90134d83e4dda025a11943e297641e0a33ae,"0.3.1, 0.3.2",opencga-storage.src.test.java.org.opencb.opencga.storage.variant.mongodb.DBObjectToVariantConverterTest.java,False,True
opencb/opencga,7b7f90134d83e4dda025a11943e297641e0a33ae,"0.3.1, 0.3.2",opencga-storage.src.test.java.org.opencb.opencga.storage.variant.mongodb.DBObjectToArchivedVariantFileConverterTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.CatalogManagerTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.converters.DocumentToVariantStatsConverterTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.adaptors.VariantMongoDBAdaptorTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.adaptors.VariantDBAdaptorTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.stats.VariantStatisticsManagerTest.java,False,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.VariantHadoopDBWriterTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.converters.DocumentToVariantConverterTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.gaps.FillGapsTaskTest.java,False,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.ClinicalAnalysisManagerTest.java,False,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.VariantStorageEngineTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.FamilyManagerTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.SampleMongoDBAdaptorTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.FileManagerTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-server.src.test.java.org.opencb.opencga.server.rest.IndividualWSServerTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.IndividualMongoDBAdaptorTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.io.VariantReaderUtilsTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.io.VariantExporterTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.io.VcfVariantReaderTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-client.src.test.java.org.opencb.opencga.client.rest.UserClientTest.java,False,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-client.src.test.java.org.opencb.opencga.client.rest.StudyClientTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-client.src.test.java.org.opencb.opencga.client.rest.ProjectClientTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.converters.DocumentToVariantAnnotationConverterTest.java,False,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-server.src.test.java.org.opencb.opencga.server.rest.FileWSServerTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.VariantMergerTableMapperTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.JobMongoDBAdaptorTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.metadata.StudyConfigurationManagerTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-app.src.test.java.org.opencb.opencga.app.cli.analysis.AnalysisMainTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.StudyMongoDBAdaptorTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-analysis.src.test.java.org.opencb.opencga.analysis.JobFactoryTest.java,False,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-server.src.test.java.org.opencb.opencga.server.rest.SampleWSServerTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.archive.VariantHbaseTransformTaskTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.CatalogUtilsTest.java,True,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-app.src.test.java.org.opencb.opencga.app.cli.analysis.VariantQueryCommandUtilsTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.UserMongoDBAdaptorTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.CatalogSampleAnnotationsLoaderTest.java,True,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-core.src.test.java.org.opencb.opencga.core.config.ConfigurationTest.java,True,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.variant.operations.VariantFileIndexerStorageOperationTest.java,False,True
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.variant.CatalogStudyConfigurationFactoryTest.java,False,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.load.MongoVariantImporterTest.java,True,False
