App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isRefactored
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.ondeploy.impl.OnDeployExecutorImplTest.java,16,8,2,0,0,0,15,0,0,0,0,0,0,0,5.0,15.0,0,1,0,0,15,0,236.0,16.0,46.0,179.0,68.0,0.29,358,91,13,27,9,5,36.19,983,129,36,625,128,23,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.fam.impl.ThrottledTaskRunnerTest.java,3,0,3,0,0,0,3,0,0,0,0,0,0,3,,,0,0,0,0,3,0,69.0,3.0,13.0,36.0,7.0,0.1,166,90,18,9,5,3,57.2,201,90,22,35,28,4,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.reports.internal.datasources.DynamicSelectDataSourceTest.java,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,44.0,4.0,12.0,64.0,3.0,0.07,179,105,45,4,2,0,72.58,281,105,70,102,48,26,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.oak.impl.EnsureOakIndexJobHandlerTest.java,10,7,0,0,0,0,0,4,0,0,0,0,0,0,2.0,11.0,2,0,0,0,9,0,136.0,10.0,11.0,96.0,29.0,0.21,217,137,20,11,5,1,56.13,806,177,73,589,210,54,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.models.injectors.impl.AemObjectInjectorTest.java,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,95.0,3.0,5.0,28.0,14.0,0.15,-50,21,-7,7,3,1,76.71,121,38,17,171,73,24,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.httpcache.engine.HttpCacheServletResponseWrapperTest.java,6,2,0,0,0,0,5,0,0,0,0,0,0,0,5.0,8.0,0,0,0,0,5,0,38.0,6.0,12.0,18.0,5.0,0.13,156,54,31,5,3,1,70.59,163,57,33,7,3,1,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.email.impl.EmailServiceImplTest.java,12,5,0,0,0,0,2,0,0,0,0,2,0,0,0.0,8.0,0,1,0,0,10,0,156.0,12.0,31.0,117.0,22.0,0.14,102,52,10,10,4,1,83.07,488,297,49,386,259,39,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.hc.impl.HealthCheckStatusEmailerTest.java,7,1,0,0,0,0,6,1,0,0,0,0,0,0,5.0,15.0,0,5,0,0,6,0,87.0,7.0,20.0,60.0,3.0,0.03,207,196,23,9,5,2,70.96,391,196,43,184,68,20,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.forms.helpers.impl.PostRedirectGetFormHelperImplTest.java,9,2,0,0,0,0,5,3,0,0,0,0,0,0,2.0,7.0,0,0,0,0,5,0,77.0,9.0,29.0,71.0,9.0,0.12,26,20,3,9,4,2,51.64,74,24,8,48,24,5,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.forms.helpers.impl.PostRedirectGetWithCookiesFormHelperImplTest.java,7,1,0,0,0,0,3,2,0,0,0,0,0,0,0.0,2.0,0,0,0,0,3,0,63.0,7.0,23.0,54.0,5.0,0.08,27,20,3,9,4,1,79.01,54,20,6,27,18,3,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.http.headers.impl.DispatcherMaxAgeHeaderFilterTest.java,6,0,0,0,0,0,3,4,0,0,0,0,0,0,2.0,4.0,0,0,0,0,4,0,49.0,6.0,13.0,30.0,3.0,0.06,-35,3,-6,6,5,2,39.25,36,12,6,71,38,12,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.auth.saml.impl.OktaLogoutHandlerTest.java,6,0,0,0,0,0,3,0,0,0,0,0,0,0,2.0,5.0,0,0,0,0,5,0,30.0,6.0,9.0,25.0,7.0,0.23,98,81,16,6,4,0,43.23,145,81,24,47,25,8,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.wcm.impl.CQIncludePropertyNamespaceServletTest.java,8,3,0,0,0,0,4,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,6,0,95.0,8.0,15.0,39.0,16.0,0.17,111,56,14,8,6,2,36.84,160,56,20,49,39,6,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.util.TypeUtilTest.java,22,4,0,1,0,0,3,0,0,0,3,2,0,0,0.0,16.0,2,0,0,0,18,0,142.0,23.0,30.0,52.0,28.0,0.2,-16,0,-8,2,2,0,72.0,17,10,8,33,26,16,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.twitter.impl.TwitterFeedSchedulerTest.java,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,2.0,0,2,0,0,2,0,20.0,3.0,9.0,11.0,0.0,0.0,-17,12,-3,5,4,1,41.79,25,18,5,42,28,8,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.throttling.RequestThrottlerTest.java,6,2,1,0,0,0,2,0,0,0,0,0,0,0,,,0,2,0,0,5,0,62.0,6.0,12.0,63.0,8.0,0.13,128,130,43,3,2,1,99.29,134,130,45,6,5,2,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.http.impl.HttpClientFactoryImplTest.java,5,1,0,0,0,0,4,3,0,0,0,0,0,0,3.0,11.0,0,1,0,0,4,0,55.0,6.0,15.0,45.0,4.0,0.07,139,139,35,4,3,2,94.77,146,139,36,7,3,2,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.errorpagehandler.impl.ErrorPageHandlerImplTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,0,0,0,0,7,0,37.0,8.0,9.0,22.0,7.0,0.19,95,82,19,5,5,2,70.09,106,82,21,11,7,2,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.twitter.impl.TwitterAdapterFactoryTest.java,11,6,0,0,0,0,8,0,0,0,0,0,0,0,2.0,6.0,0,0,0,0,8,0,137.0,14.0,34.0,89.0,14.0,0.1,237,166,40,6,2,1,95.6,255,168,42,18,9,3,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.util.visitors.SimpleFilteringResourceVisitorTest.java,5,2,0,0,0,0,4,0,0,0,0,0,0,0,4.0,16.0,0,0,0,0,4,0,60.0,5.0,11.0,26.0,6.0,0.1,344,113,57,6,3,1,63.33,352,113,59,8,5,1,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.rewriter.impl.VersionedClientlibsTransformerFactoryTest.java,43,0,0,0,0,0,38,38,0,0,0,0,0,0,29.0,66.0,0,15,0,0,38,0,459.0,43.0,156.0,484.0,23.0,0.05,543,128,27,20,8,4,64.24,656,138,33,113,26,6,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.redirectmaps.models.RedirectMapModelTest.java,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,76.0,8.0,17.0,28.0,7.0,0.09,171,173,34,5,4,3,97.25,267,173,53,96,91,19,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.mcp.impl.processes.asset.UrlAssetImportTest.java,7,4,0,0,0,0,5,0,0,0,0,0,0,0,5.0,23.0,0,0,0,0,5,0,110.0,9.0,21.0,90.0,9.0,0.08,210,116,14,15,7,2,57.95,237,116,16,27,8,2,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.workflow.synthetic.impl.cq.SyntheticWorkflowSessionTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,13.0,1.0,2.0,7.0,2.0,0.15,57,57,19,3,3,1,90.48,60,57,20,3,2,1,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.wcm.properties.shared.impl.SharedComponentPropertiesBindingsValuesProviderTest.java,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,52.0,2.0,4.0,16.0,4.0,0.08,114,97,38,3,3,1,78.23,119,97,40,5,3,2,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.wcm.impl.QrCodeServletTest.java,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,25.0,2.0,5.0,20.0,3.0,0.12,92,73,18,5,3,1,73.0,96,73,19,4,1,1,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.wcm.impl.FileImporterTest.java,9,8,0,0,0,0,8,1,1,0,0,0,0,0,0.0,8.0,0,0,0,2,8,0,85.0,9.0,19.0,112.0,20.0,0.24,-6,2,-2,4,2,0,85.0,37,28,9,43,36,11,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.wcm.impl.AuthorUIHelperImplTest.java,12,4,0,0,0,0,0,0,0,0,0,0,0,0,10.0,24.0,0,0,0,0,10,0,95.0,12.0,14.0,51.0,14.0,0.15,0,0,0,4,3,0,70.0,40,28,10,40,28,10,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.util.InfoWriterTest.java,10,0,0,0,0,0,10,0,0,0,0,10,0,0,8.0,19.0,0,0,0,0,10,0,59.0,10.0,20.0,50.0,10.0,0.17,19,19,19,1,1,0,100.0,21,21,21,2,2,2,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.rewriter.impl.SaxElementUtilsTest.java,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2.0,0.0,0,0,0,0,2,0,28.0,3.0,7.0,9.0,13.0,0.46,128,104,21,6,4,1,49.06,170,104,28,42,21,7,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.reports.models.ContainingPageReportCellCSVExporterTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2,0,32.0,3.0,4.0,14.0,2.0,0.06,93,80,16,6,2,0,78.1,220,80,37,127,41,21,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.replication.status.impl.JcrPackageReplicationStatusEventHandlerTest.java,6,3,0,0,0,0,2,4,0,0,0,0,0,0,1.0,2.0,1,1,0,0,5,0,126.0,6.0,14.0,54.0,13.0,0.1,128,80,8,16,8,4,34.57,252,102,16,124,34,8,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.replication.dispatcher.DispatcherFlushFilterTest.java,12,0,0,0,0,0,11,11,0,0,0,0,0,0,0.0,11.0,0,0,0,0,11,0,132.0,12.0,25.0,94.0,11.0,0.08,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.packaging.impl.PackageHelperImplTest.java,12,4,3,0,0,0,10,10,0,0,0,2,0,0,0.0,2.0,0,4,0,0,10,0,173.0,12.0,32.0,105.0,16.0,0.09,11,5,2,7,2,1,95.04,66,15,9,55,16,8,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.images.transformers.impl.LetterPillarBoxImageTransformerImplTest.java,13,0,0,0,0,0,11,1,0,0,0,0,0,0,0.0,11.0,0,2,0,0,11,0,223.0,13.0,49.0,150.0,9.0,0.04,-23,8,-6,4,2,0,92.07,102,39,26,125,55,31,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.http.headers.impl.MonthlyExpiresHeaderFilterTest.java,13,7,0,0,0,0,11,1,0,0,0,0,0,0,7.0,18.0,0,0,0,0,11,0,136.0,13.0,27.0,96.0,15.0,0.11,2,2,1,3,2,0,90.0,11,6,4,9,6,3,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.genericlists.impl.GenericListAdapterFactoryTest.java,7,3,0,0,0,0,0,2,0,0,0,0,0,0,0.0,3.0,0,0,0,0,5,0,109.0,10.0,25.0,56.0,25.0,0.23,26,31,9,3,3,0,70.45,35,31,12,9,6,3,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.fam.ActionsTest.java,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3.0,2.0,0,2,0,0,3,0,31.0,3.0,10.0,26.0,0.0,0.0,83,77,42,2,2,0,81.05,89,77,44,6,6,3,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.errorpagehandler.cache.impl.ErrorPageCacheImplTest.java,11,0,0,0,0,2,10,2,0,0,0,0,0,0,0.0,2.0,0,2,0,0,10,0,71.0,11.0,23.0,25.0,8.0,0.11,1,1,0,2,2,0,60.0,3,2,2,2,1,1,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.email.process.impl.SendTemplatedEmailUtilsTest.java,8,4,0,0,0,0,6,0,0,0,0,0,0,0,0.0,6.0,0,0,0,0,6,0,107.0,8.0,14.0,60.0,15.0,0.14,-38,0,-8,5,3,1,90.62,13,4,3,51,23,10,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.email.process.impl.SendTemplatedEmailProcessTest.java,5,0,0,0,0,0,4,0,0,0,0,0,0,0,2.0,10.0,0,4,0,0,4,0,99.0,5.0,15.0,60.0,0.0,0.0,-22,4,-6,4,2,0,74.07,16,9,4,38,15,10,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.dam.RenditionPatternPickerTest.java,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,52.0,5.0,6.0,12.0,3.0,0.06,-9,-9,-9,1,1,0,100.0,11,11,11,20,20,20,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.audit_log_search.impl.AuditLogSearchServletTest.java,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0,5.0,0,0,0,0,5,0,85.0,7.0,18.0,64.0,5.0,0.06,154,154,51,3,2,1,98.8,160,154,53,6,5,2,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.analysis.jcrchecksum.impl.ChecksumGeneratorImplTest.java,24,8,0,0,0,0,18,20,0,0,0,0,0,0,7.0,32.0,1,0,0,0,20,0,290.0,24.0,51.0,177.0,39.0,0.13,342,171,57,6,4,1,68.4,421,171,70,79,56,13,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.util.ResourceUtilTest.java,21,5,0,0,0,0,0,0,0,0,0,0,0,0,4.0,30.0,0,0,0,0,20,0,97.0,21.0,23.0,54.0,31.0,0.32,188,157,47,4,2,1,95.28,221,157,55,33,26,8,False
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.workflow.bulk.removal.WorkflowInstanceFolderComparatorTest.java,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,38.0,2.0,4.0,16.0,7.0,0.18,0,0,0,3,2,0,85.71,7,3,2,7,3,2,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.util.visitors.ContentVisitorTest.java,9,0,0,0,0,0,8,0,0,0,0,0,0,0,4.0,12.0,0,8,0,0,8,0,61.0,9.0,27.0,48.0,0.0,0.0,144,126,24,6,4,1,79.75,151,126,25,7,3,1,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.util.ModeUtilTest.java,25,0,0,0,0,0,7,16,0,0,0,0,0,0,6.0,29.0,0,0,0,0,23,0,159.0,25.0,56.0,193.0,22.0,0.14,-34,0,-8,4,3,1,87.86,123,53,31,157,70,39,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.replication.status.impl.ReplicationStatusManagerImplTest.java,11,5,0,0,0,0,5,8,0,0,0,0,0,0,0.0,7.0,0,0,0,0,8,0,102.0,12.0,25.0,57.0,22.0,0.22,88,79,13,7,5,3,63.74,317,82,45,229,109,33,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.replication.BrandPortalAgentFilterTest.java,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,4,0,40.0,5.0,10.0,32.0,5.0,0.13,121,111,24,5,3,1,92.37,126,111,25,5,2,1,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.replication.AgentIdsAgentFilterTest.java,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,17.0,2.0,5.0,9.0,3.0,0.18,63,63,16,4,3,1,86.3,68,63,17,5,2,1,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.images.transformers.impl.composites.MultiplyBlendCompositeTest.java,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0.0,11.0,0,0,0,0,11,0,74.0,13.0,38.0,56.0,1.0,0.01,-4,0,-1,4,2,0,67.57,35,12,9,39,13,10,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.components.longformtext.impl.LongFormTextComponentImplTest.java,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0,5.0,0,0,0,0,5,0,37.0,6.0,13.0,11.0,5.0,0.14,-65,0,-13,5,3,2,97.33,61,29,12,126,60,25,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.reports.models.TagsCellValueTest.java,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,3.0,0,0,0,0,2,0,41.0,3.0,6.0,23.0,2.0,0.05,114,114,38,3,1,0,100.0,181,114,60,67,64,22,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.reports.models.TagReportCellCSVExporterTest.java,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2,0,36.0,3.0,6.0,19.0,2.0,0.06,103,103,34,3,1,0,100.0,162,103,54,59,56,20,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.reports.models.StringReportCellCSVExporterTest.java,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,34.0,4.0,9.0,19.0,3.0,0.09,88,88,29,3,1,0,100.0,129,88,43,41,38,14,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.reports.models.ReportCellValueTest.java,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,12.0,0,0,0,0,3,0,40.0,4.0,6.0,29.0,12.0,0.3,96,96,32,3,1,0,100.0,143,96,48,47,44,16,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.reports.models.PathReportCellCSVExporterTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,17.0,2.0,4.0,8.0,1.0,0.06,62,62,21,3,1,0,100.0,84,62,28,22,19,7,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.reports.models.DateReportCellCSVExporterTest.java,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,41.0,4.0,12.0,23.0,3.0,0.07,107,107,36,3,1,0,100.0,167,107,56,60,57,20,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.wcm.impl.PagesReferenceProviderTest.java,14,11,0,0,0,0,11,0,0,0,0,0,0,0,0.0,11.0,0,0,0,0,11,0,94.0,15.0,33.0,107.0,31.0,0.33,-43,9,-11,4,3,1,89.82,116,93,29,159,144,40,True
Adobe-Consulting-Services/acs-aem-commons,62d2e66a220061724f0b9cd677fa82f8e7b269e3,"2.2.4, 5.0.10",bundle.src.test.java.com.adobe.acs.commons.rewriter.impl.StaticReferenceRewriteTransformerFactoryTest.java,11,1,0,0,0,0,11,0,0,0,0,0,0,0,,,0,0,0,0,11,0,195.0,11.0,44.0,148.0,12.0,0.06,87,52,17,5,4,0,40.29,113,52,23,26,17,5,False
Adobe-Consulting-Services/acs-aem-commons,5eb391b4a820577e3e83a90879f0fb440946f9e2,"acs-aem-commons-1.1.0, acs-aem-commons-1.2.0",bundle.src.test.java.com.adobe.acs.commons.replication.dispatcher.impl.DispatcherFlushRulesImplTest.java,18,4,1,0,0,0,16,0,0,0,0,0,0,0,0.0,15.0,1,8,0,0,16,0,163.0,18.0,52.0,147.0,15.0,0.09,86,78,29,3,2,1,97.89,138,128,46,52,50,17,False
Adobe-Consulting-Services/acs-aem-commons,7bfc330757e5da12f14149e69e874501d96bd677,"acs-aem-commons-1.4.2, acs-aem-commons-1.5.0",bundle.src.test.java.com.adobe.acs.commons.images.impl.NamedTransformImageServletTest.java,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,29.0,5.0,13.0,10.0,3.0,0.1,-8,-8,-8,1,1,0,100.0,1,1,1,9,9,9,True
Adobe-Consulting-Services/acs-aem-commons,7bfc330757e5da12f14149e69e874501d96bd677,"acs-aem-commons-1.4.2, acs-aem-commons-1.5.0",bundle.src.test.java.com.adobe.acs.commons.wcm.impl.ComponentErrorHandlerImplTest.java,9,0,0,0,0,0,7,0,0,0,0,0,0,0,1.0,7.0,0,4,0,0,7,0,77.0,9.0,25.0,69.0,3.0,0.04,24,24,24,1,1,0,100.0,24,24,24,0,0,0,False
