,App,SHA,TestFilePath,AddClassAnnotation,isAddClassAnnotation,prediction
2,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/alternative/CeoCompensationTest.java,0.0,False,False
12,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/datapoint/FieldMetadataTest.java,0.0,False,True
21,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/marketdata/AuctionTest.java,0.0,False,False
33,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/marketdata/TradeTest.java,0.0,False,False
36,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/refdata/ExchangeSymbolTest.java,0.0,False,False
47,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/refdata/v1/SectorTest.java,0.0,False,True
48,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/refdata/v1/SymbolTest.java,0.0,False,False
63,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/stocks/CompanyTest.java,0.0,False,False
71,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/stocks/IpoTest.java,0.0,False,False
72,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/stocks/IposTest.java,0.0,False,False
89,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/api/stocks/TodayEarningsTest.java,0.0,False,False
131,wojciechzankowski/iextrading4j,25b8d312fea1bb07dae2ecb63b8fcc78cd1a32ed,pl/zankowski/iextrading4j/client/mapper/DeepChannelSerializerTest.java,0.0,False,True
