App,SHA,Tag,TestFilePath,isRefactored,prediction
nuls-io/nuls-v1,75debe8faf9217ece87090db30c93331027084d0,"0.9.12, 1.0.0",consensus-module.poc.consensus-poc-base.src.test.java.io.nuls.consensus.poc.cache.TxMemoryPoolTest.java,True,False
nuls-io/nuls-v1,96d3c3e4e17bd751192a2dc3fd13aea6193c7e2d,"1.1.0-beta, 1.1.0",protocol-module.base.protocol-base.src.test.java.io.nuls.protocol.base.service.TransactionServiceImplTest.java,False,True
