App,SHA,Tag,TestFilePath,isRefactored,prediction
jborgers/sonar-pmd,9edb9f91ef49475358c99bf8a25c8dd9061e95e7,"2.2, 2.3",src.test.java.org.sonar.plugins.pmd.PmdProfileExporterTest.java,True,False
jborgers/sonar-pmd,9edb9f91ef49475358c99bf8a25c8dd9061e95e7,"2.2, 2.3",src.test.java.org.sonar.plugins.pmd.PmdConfigurationTest.java,False,False
jborgers/sonar-pmd,9edb9f91ef49475358c99bf8a25c8dd9061e95e7,"2.2, 2.3",src.test.java.org.sonar.plugins.pmd.PmdTemplateTest.java,True,False
jborgers/sonar-pmd,9edb9f91ef49475358c99bf8a25c8dd9061e95e7,"2.2, 2.3",src.test.java.org.sonar.plugins.pmd.PmdExecutorTest.java,True,False
jborgers/sonar-pmd,9edb9f91ef49475358c99bf8a25c8dd9061e95e7,"2.2, 2.3",src.test.java.org.sonar.plugins.pmd.PmdRuleRepositoryTest.java,True,False
jborgers/sonar-pmd,9edb9f91ef49475358c99bf8a25c8dd9061e95e7,"2.2, 2.3",src.test.java.org.sonar.plugins.pmd.PmdProfileImporterTest.java,True,True
jborgers/sonar-pmd,543c6ea688adf6d520ed3d68797780de7a4e8521,"2.3, 2.4",src.test.java.org.sonar.plugins.pmd.PmdProfileExporterTest.java,True,True
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.rule.ExternalDescriptionLoaderTest.java,True,False
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.profile.PmdProfileImporterTest.java,True,True
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.profile.PmdProfileExporterTest.java,True,True
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.PmdViolationRecorderTest.java,True,False
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.PmdTemplateTest.java,True,True
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.PmdSensorTest.java,True,True
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.PmdRulesDefinitionTest.java,True,False
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.PmdPluginTest.java,True,False
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.PmdLevelUtilsTest.java,False,True
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.PmdExecutorTest.java,True,True
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.PmdConstantsTest.java,False,True
jborgers/sonar-pmd,9457f2a6b3803892a6e692d2d7c6ac8e42c2408a,"2.6, 3.0.0",src.test.java.org.sonar.plugins.pmd.PmdConfigurationTest.java,True,True
jborgers/sonar-pmd,08f28df3f56759bad6952b8a7883352af651a76f,"3.2.1, 3.3.0",sonar-pmd-plugin.src.test.java.org.sonar.plugins.pmd.PmdViolationRecorderTest.java,True,True
jborgers/sonar-pmd,08f28df3f56759bad6952b8a7883352af651a76f,"3.2.1, 3.3.0",sonar-pmd-plugin.src.test.java.org.sonar.plugins.pmd.PmdTemplateTest.java,True,True
jborgers/sonar-pmd,08f28df3f56759bad6952b8a7883352af651a76f,"3.2.1, 3.3.0",sonar-pmd-plugin.src.test.java.org.sonar.plugins.pmd.PmdSensorTest.java,True,True
jborgers/sonar-pmd,08f28df3f56759bad6952b8a7883352af651a76f,"3.2.1, 3.3.0",sonar-pmd-plugin.src.test.java.org.sonar.plugins.pmd.PmdConfigurationTest.java,True,True
jborgers/sonar-pmd,08f28df3f56759bad6952b8a7883352af651a76f,"3.2.1, 3.3.0",sonar-pmd-plugin.src.test.java.org.sonar.plugins.pmd.PmdLevelUtilsTest.java,False,False
jborgers/sonar-pmd,23239b9ee59c06f2774e5a1be6f6995dd8ec3c27,"3.3.1, 3.4.0",sonar-pmd-plugin.src.test.java.org.sonar.plugins.pmd.PmdTemplateTest.java,True,False
jborgers/sonar-pmd,23239b9ee59c06f2774e5a1be6f6995dd8ec3c27,"3.3.1, 3.4.0",sonar-pmd-plugin.src.test.java.org.sonar.plugins.pmd.PmdSensorTest.java,True,True
jborgers/sonar-pmd,23239b9ee59c06f2774e5a1be6f6995dd8ec3c27,"3.3.1, 3.4.0",sonar-pmd-plugin.src.test.java.org.sonar.plugins.pmd.PmdExecutorTest.java,False,True
