,App,SHA,TestFilePath,MoveClass,isMoveClass,prediction
237,codestory/fluent-http,517f42f3eefe6a2e9dac2a7c2bb08861eb68b4de,net/codestory/http/io/ResourcesTest.java,0.0,False,False
239,codestory/fluent-http,517f42f3eefe6a2e9dac2a7c2bb08861eb68b4de,net/codestory/http/markdown/FormulaPluginTest.java,0.0,False,True
246,codestory/fluent-http,517f42f3eefe6a2e9dac2a7c2bb08861eb68b4de,net/codestory/http/misc/PreCompileTest.java,0.0,False,False
251,codestory/fluent-http,517f42f3eefe6a2e9dac2a7c2bb08861eb68b4de,net/codestory/http/payload/PayloadWriterTest.java,0.0,False,True
276,codestory/fluent-http,59ddbc7875322c07140b187a1634fdc95a4173ba,net/codestory/http/convert/TypeConvertTest.java,0.0,False,False
288,codestory/fluent-http,59ddbc7875322c07140b187a1634fdc95a4173ba,net/codestory/http/internal/SimpleCookiesTest.java,0.0,False,False
316,codestory/fluent-http,59ddbc7875322c07140b187a1634fdc95a4173ba,net/codestory/http/templating/ModelAndViewTest.java,0.0,False,False
319,codestory/fluent-http,59ddbc7875322c07140b187a1634fdc95a4173ba,net/codestory/http/templating/helpers/AssetsHelperSourceTest.java,0.0,False,True
348,codestory/fluent-http,f60051022f74c3ea29b9f3c226627894bf781506,net/codestory/http/markdown/MarkdownCompilerTest.java,0.0,False,True
371,codestory/fluent-http,f60051022f74c3ea29b9f3c226627894bf781506,net/codestory/http/templating/SiteTest.java,0.0,False,False
417,codestory/fluent-http,0992dc77d9f1d8570bb4ebc3e1fa8cd0c6e40402,net/codestory/http/ConfigurationOverrideTest.java,0.0,False,True
426,codestory/fluent-http,0992dc77d9f1d8570bb4ebc3e1fa8cd0c6e40402,net/codestory/http/templating/ViewCompilerTest.java,0.0,False,False
430,codestory/fluent-http,0992dc77d9f1d8570bb4ebc3e1fa8cd0c6e40402,net/codestory/http/templating/yaml/YamlFrontMatterTest.java,0.0,False,False
433,codestory/fluent-http,93f587783929c78ed874561605043d5fdd460b82,net/codestory/http/payload/CookiesTest.java,0.0,False,True
459,codestory/fluent-http,93f587783929c78ed874561605043d5fdd460b82,net/codestory/http/misc/DatesTest.java,0.0,False,False
462,codestory/fluent-http,93f587783929c78ed874561605043d5fdd460b82,net/codestory/http/misc/PreCompileTest.java,0.0,False,False
466,codestory/fluent-http,93f587783929c78ed874561605043d5fdd460b82,net/codestory/http/payload/PayloadTest.java,0.0,False,True
501,codestory/fluent-http,66df92bc3f4ea12a1491abddbb736e0d1730655e,net/codestory/http/injection/SingletonsTest.java,0.0,False,False
503,codestory/fluent-http,66df92bc3f4ea12a1491abddbb736e0d1730655e,net/codestory/http/internal/SimpleCookiesTest.java,0.0,False,False
510,codestory/fluent-http,66df92bc3f4ea12a1491abddbb736e0d1730655e,net/codestory/http/markdown/TablePluginTest.java,0.0,False,True
519,codestory/fluent-http,66df92bc3f4ea12a1491abddbb736e0d1730655e,net/codestory/http/payload/PayloadTest.java,0.0,False,True
554,codestory/fluent-http,d77c886691a3c78eb7c2e14565474fde8422c0d9,net/codestory/http/injection/SingletonsTest.java,0.0,False,False
557,codestory/fluent-http,d77c886691a3c78eb7c2e14565474fde8422c0d9,net/codestory/http/internal/SimpleQueryTest.java,0.0,False,False
576,codestory/fluent-http,d77c886691a3c78eb7c2e14565474fde8422c0d9,net/codestory/http/reload/OsxWatchServiceTest.java,0.0,False,True
580,codestory/fluent-http,d77c886691a3c78eb7c2e14565474fde8422c0d9,net/codestory/http/routes/RoutesWithPatternTest.java,0.0,False,True
601,codestory/fluent-http,f28a88db13803470eeaf04571c2d3a1ae8b90fc4,net/codestory/http/filters/auth/AuthDataTest.java,0.0,False,False
614,codestory/fluent-http,f28a88db13803470eeaf04571c2d3a1ae8b90fc4,net/codestory/http/markdown/FormulaPluginTest.java,0.0,False,True
641,codestory/fluent-http,f28a88db13803470eeaf04571c2d3a1ae8b90fc4,net/codestory/http/templating/helpers/LiveReloadHelperTest.java,0.0,False,True
649,codestory/fluent-http,536cfaf403deafa0b7ca827c4a07bb14f719a5ec,net/codestory/http/compilers/CompilersTest.java,0.0,False,False
661,codestory/fluent-http,536cfaf403deafa0b7ca827c4a07bb14f719a5ec,net/codestory/http/injection/SpringAdapterTest.java,0.0,False,False
668,codestory/fluent-http,536cfaf403deafa0b7ca827c4a07bb14f719a5ec,net/codestory/http/markdown/MarkdownCompilerTest.java,0.0,False,True
673,codestory/fluent-http,536cfaf403deafa0b7ca827c4a07bb14f719a5ec,net/codestory/http/misc/Md5Test.java,0.0,False,False
677,codestory/fluent-http,536cfaf403deafa0b7ca827c4a07bb14f719a5ec,net/codestory/http/misc/WebJarUrlFinderTest.java,0.0,False,False
688,codestory/fluent-http,536cfaf403deafa0b7ca827c4a07bb14f719a5ec,net/codestory/http/templating/HandlebarsCompilerTest.java,0.0,False,False
704,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/convert/TypeConvertTest.java,0.0,False,False
707,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/filters/auth/AuthDataTest.java,0.0,False,False
709,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/filters/basic/BasicAuthFilterTest.java,0.0,False,False
714,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/injection/SpringAdapterTest.java,0.0,False,False
721,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/markdown/MarkdownCompilerTest.java,0.0,False,True
728,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/misc/Sha1Test.java,0.0,False,False
733,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/reload/FolderWatcherTest.java,0.0,False,True
743,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/templating/ModelAndViewTest.java,0.0,False,False
746,codestory/fluent-http,d2af44215bab4816aa1c4d8a336a929c37e1aa57,net/codestory/http/templating/helpers/AssetsHelperSourceTest.java,0.0,False,True
767,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/injection/SpringAdapterTest.java,0.0,False,False
783,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/misc/WebJarUrlFinderTest.java,0.0,False,False
800,codestory/fluent-http,cb4173665ae962148587f8fec59b62fff5a99a4b,net/codestory/http/templating/helpers/LiveReloadHelperTest.java,0.0,False,True
805,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/payload/CookiesTest.java,0.0,False,True
807,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/compilers/CoffeeSourceMapCompilerTest.java,0.0,False,True
819,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/injection/SingletonsTest.java,0.0,False,False
821,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/internal/SimpleCookiesTest.java,0.0,False,False
840,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/reload/JdkWatchServiceTest.java,0.0,False,True
847,codestory/fluent-http,acd387ffc1b61e86f8191237d25a1a5cdfcbe7bb,net/codestory/http/templating/HandlebarsCompilerTest.java,0.0,False,False
866,codestory/fluent-http,6e28e6e4d0c091d2d6afda1425a8c607188f3a54,net/codestory/http/filters/auth/AuthDataTest.java,0.0,False,False
880,codestory/fluent-http,6e28e6e4d0c091d2d6afda1425a8c607188f3a54,net/codestory/http/markdown/MarkdownCompilerTest.java,0.0,False,True
899,codestory/fluent-http,6e28e6e4d0c091d2d6afda1425a8c607188f3a54,net/codestory/http/routes/UriParserTest.java,0.0,False,False
900,codestory/fluent-http,6e28e6e4d0c091d2d6afda1425a8c607188f3a54,net/codestory/http/templating/HandlebarsCompilerTest.java,0.0,False,False
914,codestory/fluent-http,edaf1bf65aa547363077cb82f687e28cd4c01f8b,net/codestory/http/compilers/CompilersTest.java,0.0,False,False
915,codestory/fluent-http,edaf1bf65aa547363077cb82f687e28cd4c01f8b,net/codestory/http/compilers/LessCompilerTest.java,0.0,False,True
916,codestory/fluent-http,edaf1bf65aa547363077cb82f687e28cd4c01f8b,net/codestory/http/convert/TypeConvertTest.java,0.0,False,False
921,codestory/fluent-http,edaf1bf65aa547363077cb82f687e28cd4c01f8b,net/codestory/http/filters/basic/BasicAuthFilterTest.java,0.0,False,False
955,codestory/fluent-http,edaf1bf65aa547363077cb82f687e28cd4c01f8b,net/codestory/http/templating/ModelAndViewTest.java,0.0,False,False
967,codestory/fluent-http,f7cfcc2204dbe3685221672de848c409507d837e,net/codestory/http/compilers/CompilersTest.java,0.0,False,False
972,codestory/fluent-http,f7cfcc2204dbe3685221672de848c409507d837e,net/codestory/http/filters/auth/AuthDataTest.java,0.0,False,False
978,codestory/fluent-http,f7cfcc2204dbe3685221672de848c409507d837e,net/codestory/http/injection/SingletonsTest.java,0.0,False,False
986,codestory/fluent-http,f7cfcc2204dbe3685221672de848c409507d837e,net/codestory/http/markdown/MarkdownCompilerTest.java,0.0,False,True
1011,codestory/fluent-http,f7cfcc2204dbe3685221672de848c409507d837e,net/codestory/http/templating/helpers/AssetsHelperSourceTest.java,0.0,False,True
1012,codestory/fluent-http,f7cfcc2204dbe3685221672de848c409507d837e,net/codestory/http/templating/helpers/LiveReloadHelperTest.java,0.0,False,True
1045,codestory/fluent-http,e4f9a2a7def934045f7e608add5bb4bad7735143,net/codestory/http/misc/PreCompileTest.java,0.0,False,False
1049,codestory/fluent-http,e4f9a2a7def934045f7e608add5bb4bad7735143,net/codestory/http/payload/PayloadTest.java,0.0,False,True
1058,codestory/fluent-http,e4f9a2a7def934045f7e608add5bb4bad7735143,net/codestory/http/routes/UriParserTest.java,0.0,False,False
1061,codestory/fluent-http,e4f9a2a7def934045f7e608add5bb4bad7735143,net/codestory/http/templating/ModelAndViewTest.java,0.0,False,False
1076,codestory/fluent-http,88cde8432e741c76e6b4aa5e5b59d8e2347e5fa7,net/codestory/http/errors/ErrorPageTest.java,0.0,False,True
1079,codestory/fluent-http,88cde8432e741c76e6b4aa5e5b59d8e2347e5fa7,net/codestory/http/filters/auth/CookieAuthFilterTest.java,0.0,False,False
1084,codestory/fluent-http,88cde8432e741c76e6b4aa5e5b59d8e2347e5fa7,net/codestory/http/injection/SingletonsTest.java,0.0,False,False
1104,codestory/fluent-http,88cde8432e741c76e6b4aa5e5b59d8e2347e5fa7,net/codestory/http/reload/FolderWatcherTest.java,0.0,False,True
1110,codestory/fluent-http,88cde8432e741c76e6b4aa5e5b59d8e2347e5fa7,net/codestory/http/routes/RoutesWithPatternTest.java,0.0,False,True
1124,codestory/fluent-http,f2bb02097a22ea9fdd3f4eab493a6e2a78bb82cd,net/codestory/http/compilers/CoffeeCompilerTest.java,0.0,False,True
1130,codestory/fluent-http,f2bb02097a22ea9fdd3f4eab493a6e2a78bb82cd,net/codestory/http/errors/HttpExceptionTest.java,0.0,False,True
1157,codestory/fluent-http,f2bb02097a22ea9fdd3f4eab493a6e2a78bb82cd,net/codestory/http/reload/FolderWatcherTest.java,0.0,False,True
1165,codestory/fluent-http,f2bb02097a22ea9fdd3f4eab493a6e2a78bb82cd,net/codestory/http/templating/HandlebarsCompilerTest.java,0.0,False,False
1203,codestory/fluent-http,22a1e18497add4a18cf51aaf0d5de9568949c420,net/codestory/http/misc/Md5Test.java,0.0,False,False
1205,codestory/fluent-http,22a1e18497add4a18cf51aaf0d5de9568949c420,net/codestory/http/misc/Sha1Test.java,0.0,False,False
1210,codestory/fluent-http,22a1e18497add4a18cf51aaf0d5de9568949c420,net/codestory/http/reload/FolderWatcherTest.java,0.0,False,True
1220,codestory/fluent-http,22a1e18497add4a18cf51aaf0d5de9568949c420,net/codestory/http/templating/ModelAndViewTest.java,0.0,False,False
1224,codestory/fluent-http,22a1e18497add4a18cf51aaf0d5de9568949c420,net/codestory/http/templating/helpers/LiveReloadHelperTest.java,0.0,False,True
1233,codestory/fluent-http,e15d7be6a877bc0b11037806ba2fda3a94b64689,net/codestory/http/compilers/LessCompilerTest.java,0.0,False,True
1243,codestory/fluent-http,e15d7be6a877bc0b11037806ba2fda3a94b64689,net/codestory/http/injection/SingletonsTest.java,0.0,False,False
1252,codestory/fluent-http,e15d7be6a877bc0b11037806ba2fda3a94b64689,net/codestory/http/markdown/TablePluginTest.java,0.0,False,True
1284,codestory/fluent-http,d224288ffdd328d867380053ab0d828fd7b06127,net/codestory/http/compilers/CoffeeSourceMapCompilerTest.java,0.0,False,True
1285,codestory/fluent-http,d224288ffdd328d867380053ab0d828fd7b06127,net/codestory/http/compilers/CompilersTest.java,0.0,False,False
1288,codestory/fluent-http,d224288ffdd328d867380053ab0d828fd7b06127,net/codestory/http/errors/ErrorPageTest.java,0.0,False,True
1306,codestory/fluent-http,d224288ffdd328d867380053ab0d828fd7b06127,net/codestory/http/CacheTest.java,0.0,False,True
1307,codestory/fluent-http,d224288ffdd328d867380053ab0d828fd7b06127,net/codestory/http/misc/DatesTest.java,0.0,False,True
1333,codestory/fluent-http,d224288ffdd328d867380053ab0d828fd7b06127,net/codestory/http/types/ContentTypesTest.java,0.0,False,False
1340,codestory/fluent-http,5c3e840848bd0f51c5cff04cf3cde3986cd52650,net/codestory/http/convert/TypeConvertTest.java,0.0,False,False
1348,codestory/fluent-http,5c3e840848bd0f51c5cff04cf3cde3986cd52650,net/codestory/http/injection/GuiceAdapterTest.java,0.0,False,True
1350,codestory/fluent-http,5c3e840848bd0f51c5cff04cf3cde3986cd52650,net/codestory/http/injection/SpringAdapterTest.java,0.0,False,False
1375,codestory/fluent-http,5c3e840848bd0f51c5cff04cf3cde3986cd52650,net/codestory/http/routes/RoutesWithPatternTest.java,0.0,False,True
1377,codestory/fluent-http,5c3e840848bd0f51c5cff04cf3cde3986cd52650,net/codestory/http/templating/HandlebarsCompilerTest.java,0.0,False,False
1401,codestory/fluent-http,456622bc832e2aaac7eac2480f8a98855f949328,net/codestory/http/injection/GuiceAdapterTest.java,0.0,False,True
1422,codestory/fluent-http,456622bc832e2aaac7eac2480f8a98855f949328,net/codestory/http/reload/FolderWatcherTest.java,0.0,False,True
1426,codestory/fluent-http,456622bc832e2aaac7eac2480f8a98855f949328,net/codestory/http/routes/ReflectionRouteTest.java,0.0,False,True
1429,codestory/fluent-http,456622bc832e2aaac7eac2480f8a98855f949328,net/codestory/http/routes/UriParserTest.java,0.0,False,False
1430,codestory/fluent-http,456622bc832e2aaac7eac2480f8a98855f949328,net/codestory/http/templating/HandlebarsCompilerTest.java,0.0,False,False
1436,codestory/fluent-http,456622bc832e2aaac7eac2480f8a98855f949328,net/codestory/http/templating/helpers/LiveReloadHelperTest.java,0.0,False,True
1449,codestory/fluent-http,e83fce05d868f5ef61628546cc09d55c78093059,net/codestory/http/filters/auth/AuthDataTest.java,0.0,False,False
1454,codestory/fluent-http,e83fce05d868f5ef61628546cc09d55c78093059,net/codestory/http/injection/GuiceAdapterTest.java,0.0,False,True
1462,codestory/fluent-http,e83fce05d868f5ef61628546cc09d55c78093059,net/codestory/http/markdown/FormulaPluginTest.java,0.0,False,True
1464,codestory/fluent-http,e83fce05d868f5ef61628546cc09d55c78093059,net/codestory/http/markdown/TablePluginTest.java,0.0,False,True
1469,codestory/fluent-http,e83fce05d868f5ef61628546cc09d55c78093059,net/codestory/http/misc/PreCompileTest.java,0.0,False,False
1470,codestory/fluent-http,e83fce05d868f5ef61628546cc09d55c78093059,net/codestory/http/misc/Sha1Test.java,0.0,False,False
1488,codestory/fluent-http,e83fce05d868f5ef61628546cc09d55c78093059,net/codestory/http/templating/helpers/AssetsHelperSourceTest.java,0.0,False,True
1493,codestory/fluent-http,6f86bb17ef8c7071518f242c693017b6136bb5e9,net/codestory/http/exchange/ContextTest.java,0.0,False,False
1497,codestory/fluent-http,6f86bb17ef8c7071518f242c693017b6136bb5e9,net/codestory/http/compilers/CompilersTest.java,0.0,False,False
1498,codestory/fluent-http,6f86bb17ef8c7071518f242c693017b6136bb5e9,net/codestory/http/compilers/LessCompilerTest.java,0.0,False,True
1514,codestory/fluent-http,6f86bb17ef8c7071518f242c693017b6136bb5e9,net/codestory/http/io/StringsTest.java,0.0,False,False
1522,codestory/fluent-http,6f86bb17ef8c7071518f242c693017b6136bb5e9,net/codestory/http/misc/PreCompileTest.java,0.0,False,False
1525,codestory/fluent-http,6f86bb17ef8c7071518f242c693017b6136bb5e9,net/codestory/http/misc/WebJarUrlFinderTest.java,0.0,False,False
1544,codestory/fluent-http,6f86bb17ef8c7071518f242c693017b6136bb5e9,net/codestory/http/templating/yaml/YamlFrontMatterTest.java,0.0,False,False
1547,codestory/fluent-http,94b15c9c322bf11b0f8268dc610912ce59eefb3f,net/codestory/http/payload/CookiesTest.java,0.0,False,True
1553,codestory/fluent-http,94b15c9c322bf11b0f8268dc610912ce59eefb3f,net/codestory/http/errors/ErrorPageTest.java,0.0,False,True
1566,codestory/fluent-http,94b15c9c322bf11b0f8268dc610912ce59eefb3f,net/codestory/http/io/ResourcesTest.java,0.0,False,False
1607,codestory/fluent-http,c400edc05ed20dd914fced956a6a61b647eeda3a,net/codestory/http/filters/auth/AuthDataTest.java,0.0,False,False
1618,codestory/fluent-http,c400edc05ed20dd914fced956a6a61b647eeda3a,net/codestory/http/io/ResourcesTest.java,0.0,False,False
1623,codestory/fluent-http,c400edc05ed20dd914fced956a6a61b647eeda3a,net/codestory/http/misc/DatesTest.java,0.0,False,True
1624,codestory/fluent-http,c400edc05ed20dd914fced956a6a61b647eeda3a,net/codestory/http/misc/EnvTest.java,0.0,False,False
1634,codestory/fluent-http,c400edc05ed20dd914fced956a6a61b647eeda3a,net/codestory/http/reload/OsxWatchServiceTest.java,0.0,False,True
1688,codestory/fluent-http,6263de26befedc6cc3a89594cff8ee40c1d85315,net/codestory/http/routes/ReflectionRouteTest.java,0.0,False,True
1695,codestory/fluent-http,6263de26befedc6cc3a89594cff8ee40c1d85315,net/codestory/http/templating/SiteTest.java,0.0,False,False
1718,codestory/fluent-http,9b2c2b84a2855f72f4596569b55ce50a3b15bf49,net/codestory/http/injection/SpringAdapterTest.java,0.0,False,False
1722,codestory/fluent-http,9b2c2b84a2855f72f4596569b55ce50a3b15bf49,net/codestory/http/io/ResourcesTest.java,0.0,False,False
1724,codestory/fluent-http,9b2c2b84a2855f72f4596569b55ce50a3b15bf49,net/codestory/http/markdown/FormulaPluginTest.java,0.0,False,True
1734,codestory/fluent-http,9b2c2b84a2855f72f4596569b55ce50a3b15bf49,net/codestory/http/payload/PayloadTest.java,0.0,False,True
1735,codestory/fluent-http,9b2c2b84a2855f72f4596569b55ce50a3b15bf49,net/codestory/http/payload/PayloadWriterTest.java,0.0,False,True
1743,codestory/fluent-http,9b2c2b84a2855f72f4596569b55ce50a3b15bf49,net/codestory/http/routes/UriParserTest.java,0.0,False,False
1758,codestory/fluent-http,f286a0dae13b8b8e9ba244e6594fa0b2c986428f,net/codestory/http/compilers/CompilersTest.java,0.0,False,False
1760,codestory/fluent-http,f286a0dae13b8b8e9ba244e6594fa0b2c986428f,net/codestory/http/convert/TypeConvertTest.java,0.0,False,False
1775,codestory/fluent-http,f286a0dae13b8b8e9ba244e6594fa0b2c986428f,net/codestory/http/io/StringsTest.java,0.0,False,False
1777,codestory/fluent-http,f286a0dae13b8b8e9ba244e6594fa0b2c986428f,net/codestory/http/markdown/TablePluginTest.java,0.0,False,True
1780,codestory/fluent-http,f286a0dae13b8b8e9ba244e6594fa0b2c986428f,net/codestory/http/misc/EnvTest.java,0.0,False,False
1783,codestory/fluent-http,f286a0dae13b8b8e9ba244e6594fa0b2c986428f,net/codestory/http/misc/Sha1Test.java,0.0,False,False
1805,codestory/fluent-http,f286a0dae13b8b8e9ba244e6594fa0b2c986428f,net/codestory/http/types/ContentTypesTest.java,0.0,False,False
1817,codestory/fluent-http,61964c9288554cae04382a34fa6f79f1d9064288,net/codestory/http/filters/basic/BasicAuthFilterTest.java,0.0,False,False
1831,codestory/fluent-http,61964c9288554cae04382a34fa6f79f1d9064288,net/codestory/http/misc/DatesTest.java,0.0,False,True
1839,codestory/fluent-http,61964c9288554cae04382a34fa6f79f1d9064288,net/codestory/http/payload/PayloadWriterTest.java,0.0,False,True
1849,codestory/fluent-http,61964c9288554cae04382a34fa6f79f1d9064288,net/codestory/http/templating/ModelTest.java,0.0,False,False
1854,codestory/fluent-http,61964c9288554cae04382a34fa6f79f1d9064288,net/codestory/http/templating/helpers/AssetsHelperSourceTest.java,0.0,False,True
1881,codestory/fluent-http,33ca94aff2a639a3ed0ace80b74f7d7ed3b2d0b6,net/codestory/http/markdown/TablePluginTest.java,0.0,False,True
1882,codestory/fluent-http,33ca94aff2a639a3ed0ace80b74f7d7ed3b2d0b6,net/codestory/http/CacheTest.java,0.0,False,True
1893,codestory/fluent-http,33ca94aff2a639a3ed0ace80b74f7d7ed3b2d0b6,net/codestory/http/reload/JdkWatchServiceTest.java,0.0,False,True
1903,codestory/fluent-http,33ca94aff2a639a3ed0ace80b74f7d7ed3b2d0b6,net/codestory/http/templating/SiteTest.java,0.0,False,False
1919,codestory/fluent-http,75a87fcd5087c6b063ab8599e8dc051f3770d45a,net/codestory/http/filters/auth/AuthDataTest.java,0.0,False,False
1923,codestory/fluent-http,75a87fcd5087c6b063ab8599e8dc051f3770d45a,net/codestory/http/filters/roles/RoleFilterTest.java,0.0,False,True
1945,codestory/fluent-http,75a87fcd5087c6b063ab8599e8dc051f3770d45a,net/codestory/http/reload/JdkWatchServiceTest.java,0.0,False,True
1956,codestory/fluent-http,75a87fcd5087c6b063ab8599e8dc051f3770d45a,net/codestory/http/templating/YamlFrontMatterTest.java,0.0,False,False
1968,codestory/fluent-http,7f97d4648d2b2b7831ab03427f9b0127924e0e0e,net/codestory/http/errors/HttpExceptionTest.java,0.0,False,True
1975,codestory/fluent-http,7f97d4648d2b2b7831ab03427f9b0127924e0e0e,net/codestory/http/injection/SingletonsTest.java,0.0,False,False
1983,codestory/fluent-http,7f97d4648d2b2b7831ab03427f9b0127924e0e0e,net/codestory/http/markdown/TablePluginTest.java,0.0,False,True
2012,codestory/fluent-http,c45cabc81f3448fc24608db44b52213a9476bab3,net/codestory/http/compilers/CoffeeCompilerTest.java,0.0,False,True
2014,codestory/fluent-http,c45cabc81f3448fc24608db44b52213a9476bab3,net/codestory/http/compilers/CompilersTest.java,0.0,False,False
2020,codestory/fluent-http,c45cabc81f3448fc24608db44b52213a9476bab3,net/codestory/http/filters/auth/CookieAuthFilterTest.java,0.0,False,False
2022,codestory/fluent-http,c45cabc81f3448fc24608db44b52213a9476bab3,net/codestory/http/FilterTest.java,0.0,False,True
2030,codestory/fluent-http,c45cabc81f3448fc24608db44b52213a9476bab3,net/codestory/http/io/ResourcesTest.java,0.0,False,False
2032,codestory/fluent-http,c45cabc81f3448fc24608db44b52213a9476bab3,net/codestory/http/markdown/FormulaPluginTest.java,0.0,False,True
2043,codestory/fluent-http,c45cabc81f3448fc24608db44b52213a9476bab3,net/codestory/http/payload/PayloadWriterTest.java,0.0,False,True
2059,codestory/fluent-http,c45cabc81f3448fc24608db44b52213a9476bab3,net/codestory/http/types/ContentTypesTest.java,0.0,False,False
2074,codestory/fluent-http,4e95816fc0aa159d08737540877b81da0d1ee8e6,net/codestory/http/injection/GuiceAdapterTest.java,0.0,False,True
2085,codestory/fluent-http,4e95816fc0aa159d08737540877b81da0d1ee8e6,net/codestory/http/misc/EnvTest.java,0.0,False,False
2090,codestory/fluent-http,4e95816fc0aa159d08737540877b81da0d1ee8e6,net/codestory/http/misc/WebJarUrlFinderTest.java,0.0,False,False
2112,codestory/fluent-http,f13f58712c27d11b143447de4942c8a4fa336d93,net/codestory/http/compilers/CoffeeSourceMapCompilerTest.java,0.0,False,True
2128,codestory/fluent-http,f13f58712c27d11b143447de4942c8a4fa336d93,net/codestory/http/io/ResourcesTest.java,0.0,False,False
2129,codestory/fluent-http,f13f58712c27d11b143447de4942c8a4fa336d93,net/codestory/http/io/StringsTest.java,0.0,False,False
