App,SHA,Tag,TestFilePath,isExtractMethod,prediction
spotbugs/sonar-findbugs,18d1c1a90a79a52dd1b76c8ac74b2d339f825265,"3.3, 3.4-SNAPSHOT",src.test.java.org.sonar.plugins.findbugs.FindbugsProfileImporterTest.java,False,False
spotbugs/sonar-findbugs,18d1c1a90a79a52dd1b76c8ac74b2d339f825265,"3.3, 3.4-SNAPSHOT",src.test.java.org.sonar.plugins.findbugs.FindbugsExecutorTest.java,False,False
spotbugs/sonar-findbugs,18d1c1a90a79a52dd1b76c8ac74b2d339f825265,"3.3, 3.4-SNAPSHOT",src.test.java.org.sonar.plugins.findbugs.FindbugsSensorTest.java,False,True
spotbugs/sonar-findbugs,18d1c1a90a79a52dd1b76c8ac74b2d339f825265,"3.3, 3.4-SNAPSHOT",src.test.java.org.sonar.plugins.findbugs.FindbugsPluginTest.java,False,False
spotbugs/sonar-findbugs,5bf1bbb16324eb70a6441a550a2ca36f65d78856,"3.4.3, 3.4.4",src.test.java.org.sonar.plugins.findbugs.resource.ByteCodeResourceLocatorTest.java,False,False
spotbugs/sonar-findbugs,5bf1bbb16324eb70a6441a550a2ca36f65d78856,"3.4.3, 3.4.4",src.test.java.org.sonar.plugins.findbugs.FindbugsSensorTest.java,False,True
spotbugs/sonar-findbugs,93e91c6c2e8d54991de14eeaa8c7fe27040d9f77,"3.4.4, 3.5.0",src.test.java.org.sonar.plugins.findbugs.FindbugsSensorTest.java,False,False
spotbugs/sonar-findbugs,dcffc958abce827d6bcd1420bd9a22ab71f667d0,"3.5.0, 3.6.0",src.test.java.org.sonar.plugins.findbugs.FindbugsSensorTest.java,False,False
spotbugs/sonar-findbugs,62bf96ce3ec1c0064442486b65c0d0bbf9d4f65d,"3.6.0, 3.7.0",src.test.java.org.sonar.plugins.findbugs.FindbugsConfigurationTest.java,False,False
spotbugs/sonar-findbugs,62bf96ce3ec1c0064442486b65c0d0bbf9d4f65d,"3.6.0, 3.7.0",src.test.java.org.sonar.plugins.findbugs.FindbugsExecutorTest.java,False,False
spotbugs/sonar-findbugs,8e8a3c50a3bdee405de50ac8910d7616e5db7f90,"4.0.3, 4.0.4",src.test.java.org.sonar.plugins.findbugs.resource.ByteCodeResourceLocatorTest.java,False,False
spotbugs/sonar-findbugs,8e8a3c50a3bdee405de50ac8910d7616e5db7f90,"4.0.3, 4.0.4",src.test.java.org.sonar.plugins.findbugs.profiles.FindbugsSecurityMinimalProfileTest.java,False,False
