,App,SHA,TestFilePath,AddClassAnnotation,isAddClassAnnotation,prediction
8,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,com/arangodb/ArangoViewTest.java,0.0,False,False
11,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,com/arangodb/internal/HostHandlerTest.java,0.0,False,False
79,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,com/arangodb/ArangoCursorTest.java,0.0,False,False
86,arangodb/arangodb-java-driver,f7299792b8d04452038cf8ff5cbf771fa31d71b8,com/arangodb/ArangoViewTest.java,0.0,False,False
97,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,resilience-tests/src/test/java/resilience/retry/RetryTest.java,0.0,False,False
98,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,resilience-tests/src/test/java/resilience/shutdown/ShutdownTest.java,0.0,False,False
99,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,resilience-tests/src/test/java/resilience/timeout/TimeoutTest.java,0.0,False,False
108,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,integration-tests/src/test/jackson/java/arch/AdbTest.java,0.0,False,False
113,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,driver/src/test/java/mp/ConfigMPDefaultsTest.java,0.0,False,False
117,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,driver/src/test/java/com/arangodb/mapping/annotations/ArangoAnnotationsTest.java,0.0,False,False
125,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,driver/src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,False
142,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,driver/src/test/java/com/arangodb/JwtAuthTest.java,0.0,False,False
143,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,driver/src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,False
147,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,driver/src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,False
148,arangodb/arangodb-java-driver,b0dd98a45dbdfa9ec3ad8cd12cb2022ce06f0568,driver/src/test/java/com/arangodb/StreamTransactionTest.java,0.0,False,False
159,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,resilience-tests/src/test/java/resilience/connection/ConnectionTest.java,0.0,False,False
161,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,resilience-tests/src/test/java/resilience/shutdown/ShutdownTest.java,0.0,False,False
162,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,resilience-tests/src/test/java/resilience/timeout/TimeoutTest.java,0.0,False,False
172,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,integration-tests/src/test/jackson/java/arch/BaseTest.java,0.0,False,False
182,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,driver/src/test/java/com/arangodb/UserAgentTest.java,0.0,False,False
197,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,driver/src/test/java/com/arangodb/example/document/InsertDocumentExampleTest.java,0.0,False,False
207,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,driver/src/test/java/com/arangodb/StreamTransactionConflictsTest.java,0.0,False,False
208,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,driver/src/test/java/com/arangodb/ArangoVertexCollectionTest.java,0.0,False,False
212,arangodb/arangodb-java-driver,e60e1d4d919942776b1d2a04a3624d1228e0a65c,driver/src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,False
224,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,resilience-tests/src/test/java/resilience/shutdown/ShutdownTest.java,0.0,False,False
235,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,driver/src/test/java/com/arangodb/async/ArangoSearchTest.java,0.0,False,False
275,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,driver/src/test/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,False
280,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,driver/src/test/java/com/arangodb/ArangoSslTest.java,0.0,False,False
288,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/perf/SimpleSyncPerfTest.java,0.0,False,False
303,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/document/TestEntity.java,0.0,False,False
312,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/com/arangodb/async/JwtAuthTest.java,0.0,False,False
317,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/com/arangodb/async/ConcurrencyTests.java,0.0,False,False
320,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/com/arangodb/InvertedIndexTest.java,0.0,False,False
326,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/com/arangodb/example/graph/GraphTraversalsInAQLExampleTest.java,0.0,False,False
337,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/native/java/com/arangodb/serde/SerdeTest.java,0.0,False,False
352,arangodb/arangodb-java-driver,a79112790a31588bc390716617078b9466a757ef,shaded-integration-tests/src/test/jsonb/java/arch/BaseTest.java,0.0,False,False
363,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,resilience-tests/src/test/java/resilience/shutdown/ShutdownTest.java,0.0,False,False
372,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,driver/src/test/java/com/arangodb/async/ArangoRouteTest.java,0.0,False,False
387,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,driver/src/test/java/com/arangodb/async/BaseTest.java,0.0,False,False
390,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,driver/src/test/java/com/arangodb/async/JwtAuthTest.java,0.0,False,False
393,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,driver/src/test/java/com/arangodb/async/ArangoViewTest.java,0.0,False,False
419,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,driver/src/test/java/com/arangodb/ParallelTest.java,0.0,False,False
424,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,driver/src/test/java/com/arangodb/DocumentTest.java,0.0,False,False
428,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/async/ConcurrencyTest.java,0.0,False,False
432,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/async/StreamTransactionGraphTest.java,0.0,False,False
436,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/async/example/graph/BaseGraphTest.java,0.0,False,False
445,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/async/serde/CustomSerdeTest.java,0.0,False,False
458,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,False
471,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/serde/SerdeTest.java,0.0,False,False
481,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/native/java/com/arangodb/DocumentTest.java,0.0,False,False
482,arangodb/arangodb-java-driver,6b29cb734f644a926f0a2d2045dac7fd13be2b8b,shaded-integration-tests/src/test/jsonb/java/arch/RelocationsTest.java,0.0,False,False
514,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/async/example/document/GetDocumentExampleTest.java,0.0,False,False
515,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/async/example/document/InsertDocumentExampleTest.java,0.0,False,False
516,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/async/example/document/AqlQueryWithSpecialReturnTypesExampleTest.java,0.0,False,False
531,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/mapping/annotations/ArangoAnnotationsTest.java,0.0,False,False
532,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/ArangoDocumentUtilTest.java,0.0,False,False
534,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/internal/velocystream/CommunicationTest.java,0.0,False,False
553,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/util/MapBuilderTest.java,0.0,False,False
554,arangodb/arangodb-java-driver,3d50654dd774665d8588efa4f0bdb80e7f995fbc,driver/src/test/java/com/arangodb/util/TestUtils.java,0.0,False,False
564,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,resilience-tests/src/test/java/resilience/timeout/TimeoutTest.java,0.0,False,False
566,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,integration-tests/src/test/internal/java/arch/RelocationsTest.java,0.0,False,False
587,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/ArangoSearchTest.java,0.0,False,False
594,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/example/graph/ShortestPathInAQLExampleTest.java,0.0,False,False
598,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/example/document/GetDocumentExampleTest.java,0.0,False,False
601,arangodb/arangodb-java-driver,bb1f272f9515e7564017b0a19c1419d30e07617a,driver/src/test/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,False
630,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,integration-tests/src/test/internal/java/arch/BaseTest.java,0.0,False,False
635,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,integration-tests/src/test/jackson/java/arch/AdbTest.java,0.0,False,False
643,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/ArangoEdgeCollectionTest.java,0.0,False,False
647,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/ArangoDatabaseTest.java,0.0,False,False
653,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/internal/HostHandlerTest.java,0.0,False,False
661,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/example/document/InsertDocumentExampleTest.java,0.0,False,False
668,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/ArangoGraphTest.java,0.0,False,False
679,arangodb/arangodb-java-driver,b608c9f8349a40e8e68d08cecf1ea908a290e4de,driver/src/test/java/com/arangodb/DocumentTest.java,0.0,False,False
698,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,integration-tests/src/test/jackson/java/arch/BaseTest.java,0.0,False,False
702,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/mp/ConfigMPDefaultsTest.java,0.0,False,False
705,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/ArangoEdgeCollectionTest.java,0.0,False,False
727,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/serde/CustomSerdeTest.java,0.0,False,False
728,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/serde/CustomTypeHintTest.java,0.0,False,False
731,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/JwtAuthTest.java,0.0,False,False
736,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/ArangoViewTest.java,0.0,False,False
742,arangodb/arangodb-java-driver,d0fa650542e20010c2d4020382240668eeb84182,driver/src/test/java/com/arangodb/ArangoDBTest.java,0.0,False,False
757,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,integration-tests/src/test/jsonb/java/arch/BaseTest.java,0.0,False,False
764,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/mp/ConfigMPDefaultsTest.java,0.0,False,False
768,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/mapping/annotations/ArangoAnnotationsTest.java,0.0,False,False
772,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/ArangoCursorTest.java,0.0,False,False
775,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/internal/QueueTimeMetricsImplTest.java,0.0,False,False
787,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/example/ssl/SslExampleTest.java,0.0,False,False
802,arangodb/arangodb-java-driver,baad63cb9c4c3b9f02c7552be3411f487150605d,driver/src/test/java/com/arangodb/ConcurrencyTests.java,0.0,False,False
