App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isReplaceVariableWithAttribute
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfExtGStateTest.java,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,40.0,2.0,5.0,20.0,1.0,0.03,0,1,0,4,3,0,42.86,7,2,2,7,3,2,False
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfXObjectTest.java,4,1,1,0,0,0,3,0,3,0,0,0,0,0,0.0,0.0,0,0,0,1,3,0,81.0,4.0,13.0,29.0,4.0,0.05,-2,0,0,5,4,0,33.33,11,3,2,13,4,3,False
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfCanvasTest.java,44,20,20,0,0,0,43,0,36,0,0,14,0,0,33.0,358.0,3,0,0,0,43,0,1156.0,44.0,133.0,651.0,130.0,0.11,-19,2,-2,11,4,0,34.44,66,22,6,85,22,8,False
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfDocumentTest.java,13,6,1,0,0,0,12,0,1,0,0,0,0,0,11.0,44.0,0,0,0,0,12,0,203.0,13.0,30.0,106.0,22.0,0.11,2,2,0,5,3,0,42.86,15,7,3,13,5,3,False
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.utils.PdfSplitterTest.java,6,1,4,0,0,0,5,0,0,0,0,0,0,0,,,0,0,0,0,5,0,120.0,11.0,47.0,44.0,6.0,0.05,-2,5,0,8,4,0,45.65,22,5,3,24,11,3,False
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfOutlineTest.java,16,5,1,0,0,0,10,0,2,0,0,0,0,0,8.0,29.0,0,0,0,0,10,0,229.0,16.0,39.0,104.0,16.0,0.07,-3,0,-1,5,3,0,46.15,18,7,4,21,9,4,False
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfStructElemTest.java,18,1,1,0,0,0,16,0,5,0,0,0,0,0,7.0,65.0,0,14,0,0,16,0,410.0,18.0,53.0,187.0,4.0,0.01,-7,2,-1,8,4,0,39.24,36,16,4,43,14,5,False
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfAnnotationTest.java,29,1,19,0,0,0,28,0,22,0,0,0,0,0,16.0,54.0,0,4,0,0,28,0,675.0,29.0,93.0,396.0,14.0,0.02,-16,2,-3,6,3,0,51.92,18,10,3,34,17,6,False
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.pdf.canvas.parser.TextRenderInfoTest.java,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,3,0,73.0,3.0,7.0,15.0,3.0,0.04,5,8,2,2,2,0,65.52,17,9,8,12,11,6,False
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.pdf.canvas.parser.PdfCanvasProcessorTest.java,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,52.0,3.0,11.0,15.0,0.0,0.0,10,8,3,3,2,0,58.33,17,9,6,7,6,2,False
itext/itext7,ed042f3ff209ceb0a5571415937bb5aaba8bd5ff,"7.0.0-RC.20160406, 7.0.0",kernel.src.test.java.com.itextpdf.kernel.pdf.canvas.parser.GlyphTextEventListenerTest.java,3,1,0,0,0,0,3,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,3,0,37.0,3.0,6.0,11.0,4.0,0.11,7,9,4,2,2,0,57.89,13,10,6,6,5,3,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfDictionaryTest.java,18,16,12,0,0,0,0,0,0,0,0,2,0,0,18.0,343.0,0,0,0,0,18,0,325.0,18.0,36.0,157.0,53.0,0.16,423,423,212,2,1,0,100.0,432,423,216,9,9,4,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfArrayTest.java,7,2,5,0,0,0,0,0,0,0,0,0,0,0,7.0,159.0,0,0,0,0,7,0,141.0,7.0,12.0,45.0,13.0,0.09,189,429,63,3,1,0,100.0,590,429,197,401,401,134,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",layout.src.test.java.com.itextpdf.layout.LinkTest.java,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,0,87.0,7.0,21.0,42.0,6.0,0.07,87,69,22,4,2,0,55.2,106,69,26,19,16,5,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfResourcesTest.java,2,2,1,0,0,0,2,0,0,0,0,0,0,0,2.0,9.0,1,0,0,0,2,0,52.0,2.0,5.0,19.0,9.0,0.17,-11,0,-3,4,4,0,36.73,19,9,5,30,12,8,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",layout.src.test.java.com.itextpdf.layout.BorderTest.java,14,0,0,0,0,0,9,0,0,0,0,0,0,0,1.0,9.0,0,9,2,0,9,0,250.0,14.0,34.0,82.0,0.0,0.0,193,110,24,8,2,0,86.91,234,111,29,41,19,5,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfFontTest.java,42,15,2,0,0,0,40,0,0,0,1,0,0,0,11.0,43.0,4,0,1,0,40,0,729.0,42.0,121.0,688.0,66.0,0.09,-20,14,-4,5,3,1,78.42,85,58,17,105,91,21,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",io.src.test.java.com.itextpdf.io.font.FontProgramTest.java,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,2,0,18.0,2.0,6.0,8.0,3.0,0.17,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",layout.src.test.java.com.itextpdf.layout.LineSeparatorTest.java,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,53.0,5.0,14.0,30.0,4.0,0.08,103,49,21,5,2,1,98.1,104,49,21,1,1,0,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfEncryptionTest.java,35,0,0,0,0,0,23,0,0,0,0,0,0,0,0.0,0.0,0,23,0,0,23,0,301.0,35.0,94.0,160.0,7.0,0.02,295,198,49,6,3,2,93.94,329,215,55,34,17,6,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfAnnotationTest.java,29,1,20,0,0,0,28,0,1,0,0,0,0,0,21.0,84.0,0,3,0,0,28,0,646.0,29.0,95.0,400.0,14.0,0.02,-59,22,-10,6,4,1,61.64,153,91,26,212,134,35,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",forms.src.test.java.com.itextpdf.forms.PdfFormFieldTest.java,9,1,6,0,0,0,7,0,0,0,0,1,0,0,4.0,3.0,0,0,0,0,8,0,123.0,9.0,31.0,62.0,4.0,0.03,32,21,8,4,2,0,62.5,56,24,14,24,20,6,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",barcodes.src.test.java.com.itextpdf.barcodes.Barcode39Test.java,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,3,0,40.0,4.0,10.0,17.0,2.0,0.05,-5,5,-1,4,3,0,44.44,20,7,5,25,10,6,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",layout.src.test.java.com.itextpdf.layout.TableTest.java,32,0,5,0,0,0,31,0,0,0,0,0,0,0,29.0,228.0,0,0,0,0,31,0,489.0,32.0,100.0,181.0,31.0,0.06,18,33,3,7,3,0,77.13,138,46,20,120,86,17,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfWriterTest.java,19,8,0,0,0,0,17,0,2,0,0,0,0,0,12.0,43.0,0,5,0,0,17,0,451.0,19.0,43.0,211.0,54.0,0.12,-45,5,-5,9,6,2,57.81,96,39,11,141,83,16,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfStructElemTest.java,22,3,3,0,0,0,20,0,0,0,0,0,0,0,7.0,65.0,0,14,0,0,20,0,417.0,22.0,65.0,207.0,10.0,0.02,35,63,6,6,5,2,50.79,113,64,19,78,64,13,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfReaderTest.java,63,42,32,0,0,0,57,0,0,0,0,0,0,0,51.0,173.0,15,0,1,0,57,0,1062.0,63.0,168.0,579.0,253.0,0.24,-90,2,-22,4,4,1,84.19,91,69,23,181,160,45,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfObjectTest.java,9,5,3,0,0,0,3,0,0,0,0,2,0,0,6.0,18.0,1,0,0,0,8,0,161.0,9.0,17.0,92.0,36.0,0.22,-18,-1,-9,2,2,0,64.06,23,12,12,41,29,20,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfExtGStateTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,38.0,2.0,5.0,20.0,1.0,0.03,-12,-12,-12,1,1,0,100.0,3,3,3,15,15,15,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfDocumentTest.java,13,6,0,0,0,0,12,0,0,0,0,0,0,0,11.0,44.0,0,0,0,0,12,0,186.0,13.0,30.0,106.0,22.0,0.12,-25,49,-4,6,4,1,40.24,72,49,12,97,47,16,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfCanvasTest.java,44,20,20,0,0,0,43,0,0,0,0,14,0,0,33.0,357.0,3,0,0,0,43,0,1069.0,44.0,134.0,650.0,130.0,0.12,-79,13,-10,8,6,2,64.06,165,84,21,244,178,30,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.utils.CompareToolTest.java,4,0,0,0,0,0,3,0,0,3,0,0,0,0,3.0,12.0,0,0,0,0,3,0,40.0,4.0,14.0,22.0,6.0,0.15,-9,0,-3,3,2,0,81.82,12,6,4,21,15,7,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfOutlineTest.java,15,5,0,0,0,0,10,0,0,0,0,0,0,0,8.0,29.0,0,0,0,0,10,0,235.0,15.0,37.0,110.0,17.0,0.07,-10,19,-2,6,3,0,44.79,91,34,15,101,45,17,False
itext/itext7,957b00125df344b46736914b210eb25b80c4894c,"7.0.0, 7.0.1",kernel.src.test.java.com.itextpdf.kernel.utils.PdfSplitterTest.java,6,1,4,0,0,0,5,0,0,0,0,0,0,0,,,0,0,0,0,5,0,115.0,11.0,46.0,42.0,6.0,0.05,-5,0,-1,4,2,0,56.1,18,9,4,23,10,6,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfStreamTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,21.0,2.0,5.0,9.0,1.0,0.05,89,44,30,3,3,0,48.35,90,44,30,1,1,0,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfNameTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,10.0,1.0,1.0,3.0,2.0,0.2,43,42,22,2,2,0,93.33,44,42,22,1,1,0,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfDictionaryTest.java,18,16,12,0,0,0,0,0,0,0,0,2,0,0,18.0,343.0,0,0,0,0,18,0,325.0,18.0,36.0,157.0,53.0,0.16,45,42,22,2,2,0,93.33,45,42,22,0,0,0,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfArrayTest.java,7,2,5,0,0,0,0,0,0,0,0,0,0,0,7.0,159.0,0,0,0,0,7,0,141.0,7.0,12.0,45.0,13.0,0.09,45,42,22,2,2,0,93.33,45,42,22,0,0,0,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",layout.src.test.java.com.itextpdf.layout.BorderTest.java,44,0,8,0,0,0,40,0,0,0,0,0,0,0,1.0,14.0,0,35,1,0,40,0,912.0,44.0,109.0,336.0,5.0,0.01,724,99,27,27,4,3,88.75,882,99,33,158,28,6,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",layout.src.test.java.com.itextpdf.layout.ImageTest.java,26,0,3,0,0,0,23,0,0,0,0,0,0,0,5.0,26.0,0,0,2,0,23,0,408.0,26.0,84.0,173.0,25.0,0.06,276,58,28,10,7,2,29.94,295,58,30,19,13,2,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfFontTest.java,50,22,2,0,0,0,48,0,0,0,1,0,0,0,11.0,44.0,4,0,1,0,48,0,807.0,50.0,141.0,765.0,96.0,0.12,161,75,18,9,4,0,43.65,242,76,27,81,59,9,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",layout.src.test.java.com.itextpdf.layout.FontSelectorTest.java,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,78.0,5.0,14.0,33.0,4.0,0.05,170,52,21,8,3,1,75.25,186,52,23,16,6,2,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",layout.src.test.java.com.itextpdf.layout.TableTest.java,46,1,8,0,0,0,45,0,0,0,0,1,0,0,43.0,349.0,0,0,0,0,45,0,791.0,46.0,147.0,300.0,46.0,0.06,580,175,21,27,7,4,83.97,683,175,25,103,39,4,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",layout.src.test.java.com.itextpdf.layout.ListTest.java,19,1,6,0,0,0,18,0,0,0,0,0,0,0,18.0,162.0,1,0,0,0,18,0,330.0,19.0,61.0,100.0,20.0,0.06,255,91,23,11,5,0,45.35,262,91,24,7,3,1,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfReaderTest.java,66,43,32,0,0,0,60,0,0,0,0,0,0,0,53.0,180.0,15,0,1,0,60,0,1103.0,66.0,176.0,596.0,260.0,0.24,94,42,16,6,4,0,46.63,151,49,25,57,48,10,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",kernel.src.test.java.com.itextpdf.kernel.pdf.canvas.parser.TextRenderInfoTest.java,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,3,0,72.0,3.0,7.0,16.0,3.0,0.04,43,42,22,2,2,0,76.36,49,42,24,6,6,3,False
itext/itext7,14deebcced2af988fb16a4ce7ccd90378b04d9dc,"7.0.1, 7.0.2",kernel.src.test.java.com.itextpdf.kernel.utils.CompareToolTest.java,4,0,0,0,0,0,3,0,0,3,0,0,0,0,3.0,12.0,0,0,0,0,3,0,40.0,4.0,14.0,22.0,6.0,0.15,39,42,20,2,2,0,93.33,42,42,21,3,3,2,False
itext/itext7,c30f5cad361192a1961ba7c3992cc018d37cc291,"7.0.2, 7.0.3",sign.src.test.java.com.itextpdf.signatures.verify.LtvVerifierTest.java,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2.0,6.0,0,0,0,0,2,0,29.0,4.0,9.0,16.0,2.0,0.07,107,51,27,4,3,0,49.56,110,51,28,3,3,1,False
itext/itext7,c30f5cad361192a1961ba7c3992cc018d37cc291,"7.0.2, 7.0.3",layout.src.test.java.com.itextpdf.layout.TableTest.java,65,1,19,0,0,0,64,0,0,0,0,1,0,0,58.0,417.0,0,0,0,0,64,0,1123.0,65.0,216.0,446.0,65.0,0.06,503,84,20,25,3,0,65.97,563,85,23,60,21,2,False
itext/itext7,c30f5cad361192a1961ba7c3992cc018d37cc291,"7.0.2, 7.0.3",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfEncryptionTest.java,41,1,1,0,0,0,28,0,0,0,0,0,0,0,0.0,0.0,0,26,1,0,28,0,366.0,41.0,110.0,204.0,10.0,0.03,102,102,102,1,1,0,100.0,112,112,112,10,10,10,True
itext/itext7,c30f5cad361192a1961ba7c3992cc018d37cc291,"7.0.2, 7.0.3",layout.src.test.java.com.itextpdf.layout.FontSelectorTest.java,8,5,0,0,0,0,6,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,6,0,137.0,8.0,22.0,56.0,47.0,0.34,79,40,13,6,1,0,100.0,136,56,23,57,25,10,False
itext/itext7,c30f5cad361192a1961ba7c3992cc018d37cc291,"7.0.2, 7.0.3",layout.src.test.java.com.itextpdf.layout.AreaBreakTest.java,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,11,0,129.0,12.0,35.0,62.0,11.0,0.09,142,70,47,3,2,0,58.11,145,70,48,3,3,1,False
itext/itext7,7d045d4790a787e214dd45982f100e2fab45f11d,"7.0.3, 7.0.4",layout.src.test.java.com.itextpdf.layout.TableTest.java,68,1,22,0,0,0,67,0,0,0,0,1,0,0,60.0,424.0,0,0,0,0,67,0,1176.0,68.0,228.0,471.0,68.0,0.06,76,57,15,5,4,2,69.51,79,57,16,3,2,1,False
itext/itext7,7d045d4790a787e214dd45982f100e2fab45f11d,"7.0.3, 7.0.4",forms.src.test.java.com.itextpdf.forms.PdfFormFieldTest.java,15,1,10,0,0,0,13,0,0,0,0,1,0,0,6.0,6.0,0,0,0,0,14,0,201.0,15.0,53.0,96.0,6.0,0.03,42,23,7,6,4,2,48.08,47,23,8,5,2,1,False
itext/itext7,7d045d4790a787e214dd45982f100e2fab45f11d,"7.0.3, 7.0.4",layout.src.test.java.com.itextpdf.layout.renderer.TextRendererTest.java,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0.0,0,1,0,0,3,0,46.0,3.0,4.0,21.0,2.0,0.04,46,21,12,4,1,0,100.0,46,21,12,0,0,0,False
itext/itext7,7d045d4790a787e214dd45982f100e2fab45f11d,"7.0.3, 7.0.4",layout.src.test.java.com.itextpdf.layout.LinkTest.java,9,0,0,0,0,0,8,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,8,0,119.0,9.0,27.0,61.0,8.0,0.07,-1,1,0,3,1,0,100.0,3,2,1,4,3,1,False
itext/itext7,1ad59bf4cecf96012a3dcb0af61ab7da2124e571,"7.0.4, 7.0.5",layout.src.test.java.com.itextpdf.layout.ImageTest.java,31,0,4,0,0,0,30,0,0,0,0,0,0,0,6.0,34.0,0,0,0,0,30,0,506.0,31.0,100.0,222.0,30.0,0.06,107,72,21,5,3,0,74.13,125,72,25,18,14,4,False
itext/itext7,1ad59bf4cecf96012a3dcb0af61ab7da2124e571,"7.0.4, 7.0.5",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfEncryptionTest.java,46,1,3,0,0,0,32,0,0,0,0,0,0,0,0.0,0.0,0,28,0,0,32,0,401.0,46.0,122.0,217.0,13.0,0.03,57,54,28,2,2,0,65.93,74,57,37,17,14,8,False
itext/itext7,1ad59bf4cecf96012a3dcb0af61ab7da2124e571,"7.0.4, 7.0.5",kernel.src.test.java.com.itextpdf.kernel.geom.RectangleTest.java,14,2,1,0,0,0,2,0,0,0,0,0,0,0,8.0,76.0,2,0,0,0,14,0,263.0,14.0,22.0,40.0,24.0,0.09,423,315,60,7,4,1,87.3,625,315,89,202,128,29,False
itext/itext7,1ad59bf4cecf96012a3dcb0af61ab7da2124e571,"7.0.4, 7.0.5",kernel.src.test.java.com.itextpdf.kernel.pdf.PdfReaderTest.java,67,44,32,0,0,0,62,0,0,0,0,0,0,0,54.0,183.0,15,0,0,0,62,0,1120.0,67.0,180.0,596.0,259.0,0.23,3,4,2,2,2,0,77.78,15,10,8,12,11,6,False
