App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isSplitConditional
questdb/questdb,01621cde95debd4c99ffc31b928341b3fa47b54a,"1.0.3, 2.0.0",nfsdb-core.src.test.java.com.nfsdb.journal.JournalTest.java,23,12,4,0,0,0,23,0,3,0,0,0,0,0,16.0,55.0,3,0,0,3,23,0,351,23,61,232,50,0.14,-17,-1,-8,2,1,0,100.0,19,17,10,36,33,18,False
questdb/questdb,01621cde95debd4c99ffc31b928341b3fa47b54a,"1.0.3, 2.0.0",nfsdb-core.src.test.java.com.nfsdb.journal.QueryTest.java,34,8,2,0,0,0,31,30,0,0,0,0,0,0,,,1,0,0,0,31,0,233,34,76,229,43,0.18,0,0,0,2,1,0,100.0,126,125,63,126,125,63,False
questdb/questdb,e5dbc5f4f3cc13d91bbe25f9d103b5ba19c74653,"2.0.1, 2.1.0",nfsdb-core.src.test.java.com.nfsdb.journal.JournalTest.java,24,13,4,0,0,0,24,0,3,0,0,0,0,0,17.0,57.0,3,0,0,3,24,0,355,24,63,237,52,0.15,1,1,0,2,1,0,100.0,10,6,5,9,5,4,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.map.FastMapTest.java,21,9,9,0,0,0,14,0,0,0,0,1,0,0,12.0,75.0,4,2,1,0,15,0,363,21,53,169,87,0.24,949,724,73,13,1,0,100.0,1463,724,113,514,228,40,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.map.CompactMapTest.java,17,8,7,0,0,0,8,0,0,0,0,1,0,0,9.0,69.0,3,0,1,0,11,0,329,17,36,141,62,0.19,856,343,66,13,1,0,100.0,1602,369,123,746,242,57,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.TableWriterTest.java,148,25,10,0,0,0,112,0,0,0,0,1,0,0,29.0,182.0,6,74,18,0,115,0,1572,225,640,482,88,0.06,3324,478,44,75,1,0,100.0,6286,676,84,2962,791,39,True
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.TableReaderTest.java,71,14,13,0,0,0,46,0,0,0,0,0,0,0,13.0,40.0,9,27,7,0,47,0,556,81,183,181,102,0.18,3398,686,48,71,1,0,100.0,5535,1151,78,2137,465,30,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.TableReaderRecordCursorFactoryTest.java,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,1,0,5,1,2,1,1,0.2,110,100,9,12,1,0,100.0,151,100,13,41,18,3,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.griffin.SqlCodeGeneratorTest.java,75,19,0,0,0,0,74,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,74,0,325,75,150,165,131,0.4,2572,488,60,43,1,0,100.0,3613,497,84,1041,253,24,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.CharSequenceHashSetTest.java,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0,2,0,0,0,2,0,55,3,6,21,19,0.35,103,104,13,8,1,0,100.0,116,104,14,13,4,2,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.griffin.SqlParserTest.java,267,2,3,0,0,0,169,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,260,0,911,269,471,723,278,0.31,3894,3286,144,27,1,0,100.0,4415,3343,164,521,169,19,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.griffin.SqlCompilerTest.java,127,13,3,0,0,0,101,0,0,0,0,0,0,0,6.0,24.0,1,20,1,0,104,0,922,156,348,409,226,0.25,3446,1072,172,20,1,0,100.0,4318,1134,216,872,581,44,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.griffin.WhereClauseParserTest.java,131,79,0,0,0,0,121,0,0,0,0,35,0,0,0.0,0.0,0,1,1,0,122,0,843,131,275,484,256,0.3,1171,921,51,23,1,0,100.0,1559,921,68,388,111,17,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.VirtualMemoryTest.java,53,23,21,0,0,0,0,0,0,0,0,0,0,0,35.0,118.0,1,5,2,0,49,0,715,53,84,257,111,0.16,923,261,34,27,1,0,100.0,1277,268,47,354,152,13,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.FullFwdDataFrameCursorTest.java,142,1,2,0,0,0,121,0,0,0,0,0,0,0,3.0,3.0,1,118,14,0,121,0,601,142,289,195,36,0.06,2145,350,65,33,1,0,100.0,2898,491,88,753,141,23,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.griffin.engine.table.DataFrameRecordCursorFactoryTest.java,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,1,0,5,1,2,1,1,0.2,100,91,8,12,1,0,100.0,119,91,10,19,6,2,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.griffin.engine.functions.bind.BindVariableServiceTest.java,12,0,0,0,0,0,11,0,0,0,0,0,0,0,11.0,13.0,0,0,0,0,11,0,105,12,35,45,11,0.1,148,138,49,3,1,0,100.0,149,138,50,1,1,0,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.pool.ReaderPoolTest.java,27,20,12,0,0,0,24,0,0,0,0,1,0,0,18.0,88.0,4,0,0,0,24,0,190,30,67,67,29,0.15,942,352,30,31,1,0,100.0,1638,352,53,696,227,22,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.griffin.FunctionParserTest.java,70,12,0,0,0,0,53,0,0,0,0,0,0,0,3.0,31.0,0,11,1,0,64,0,844,173,381,226,86,0.1,1244,530,73,17,1,0,100.0,1645,530,97,401,108,24,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.TableReaderMetadataTest.java,14,0,1,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,12,0,74,14,27,19,13,0.18,293,164,15,20,1,0,100.0,415,170,21,122,25,6,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.RecordChainTest.java,10,2,2,0,0,0,6,0,0,0,0,0,0,0,3.0,5.0,1,3,1,0,6,0,117,10,26,36,24,0.21,366,276,15,25,1,0,100.0,652,276,26,286,112,11,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.griffin.ExpressionParserTest.java,45,0,0,0,0,0,30,0,0,0,0,0,0,0,0.0,0.0,0,30,0,0,43,0,150,45,103,54,16,0.11,333,177,24,14,1,0,100.0,527,177,38,194,64,14,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.FilesTest.java,13,10,0,0,0,0,10,0,9,0,0,1,0,0,10.0,38.0,2,0,0,9,12,0,205,13,26,135,42,0.2,221,54,5,45,1,0,100.0,550,84,12,329,69,7,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.pool.WriterPoolTest.java,24,18,5,0,0,0,20,0,0,0,0,1,0,0,16.0,77.0,7,0,0,0,20,0,136,30,71,42,26,0.19,793,415,29,27,1,0,100.0,1349,415,50,556,272,21,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.TableColumnMetadataTest.java,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,0,0,0,2,0,12,2,2,8,4,0.33,44,23,6,8,1,0,100.0,54,24,7,10,2,1,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.EngineTest.java,19,10,0,0,0,0,14,0,0,0,0,0,0,0,9.0,27.0,2,0,0,0,15,0,76,19,33,31,19,0.25,431,365,43,10,1,0,100.0,448,365,45,17,6,2,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.parser.sql.IntervalCompilerTest.java,39,0,0,0,0,0,21,0,0,0,0,0,0,0,5.0,10.0,0,0,0,0,35,0,189,39,63,78,40,0.21,324,284,25,13,1,0,100.0,548,284,42,224,65,17,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.parser.JsonSchemaParserTest.java,14,9,0,0,0,0,10,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,10,0,124,14,28,56,19,0.15,197,172,20,10,1,0,100.0,249,172,25,52,16,5,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.store.QueryTest.java,32,8,3,0,0,0,25,28,0,0,0,0,0,0,,,1,0,0,0,30,0,247,32,64,225,42,0.17,27,21,1,33,1,0,100.0,454,160,14,427,158,13,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.store.ObjListTest.java,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0,0,0,0,2,0,21,2,3,10,4,0.19,57,50,3,17,1,0,100.0,148,50,9,91,21,5,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.store.JournalKeyTest.java,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8.0,0,0,0,0,3,0,25,3,3,17,5,0.2,7,13,0,14,1,0,100.0,98,23,7,91,21,6,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.str.PrefixedPathTest.java,8,0,0,0,0,0,0,0,0,0,0,2,0,0,2.0,2.0,1,0,0,0,6,0,40,8,13,19,10,0.25,82,71,6,14,1,0,100.0,162,71,12,80,21,6,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.str.PathTest.java,6,1,1,0,0,0,1,0,1,0,0,1,0,0,6.0,23.0,0,0,0,1,6,0,38,6,8,32,7,0.18,89,76,7,13,1,0,100.0,153,76,12,64,21,5,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.str.DirectCharSinkTest.java,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,0,0,0,1,0,16,1,2,3,2,0.13,75,52,25,3,1,0,100.0,77,52,26,2,1,1,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.microtime.TimeZoneRulesImplTest.java,3,0,2,0,0,0,2,0,0,2,0,0,0,0,2.0,5.0,0,1,0,0,3,0,84,3,11,49,2,0.02,145,99,13,11,1,0,100.0,190,99,17,45,18,4,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.microtime.DatesTest.java,44,5,0,0,0,0,39,0,0,0,0,1,0,0,4.0,14.0,1,1,0,0,41,0,223,44,91,135,48,0.22,398,145,9,44,1,0,100.0,834,161,19,436,98,10,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.OsTest.java,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,2,0,17,2,3,9,5,0.29,59,31,15,4,1,0,100.0,61,31,15,2,1,0,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.ObjIntHashMapTest.java,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,2,0,23,2,3,10,3,0.13,59,54,10,6,1,0,100.0,64,54,11,5,2,1,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.IntLongAssociativeCacheTest.java,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,22,1,3,9,1,0.05,57,57,19,3,1,0,100.0,59,57,20,2,1,1,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.IntListTest.java,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,15,1,2,3,3,0.2,44,44,11,4,1,0,100.0,47,44,12,3,1,1,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.ql.RecordListTest.java,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0.0,0.0,0,6,0,0,6,0,216,20,56,127,51,0.24,306,228,6,52,2,0,78.7,707,228,14,401,90,8,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.parser.sql.SignatureTest.java,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,23,1,2,8,2,0.09,61,53,3,22,1,0,100.0,168,53,8,107,21,5,False
