App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isSplitConditional
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.parser.sql.QueryParserTest.java,57,51,4,0,0,0,57,0,0,0,0,0,0,0,0.0,57.0,0,0,0,0,57,0,557,57,120,407,231,0.41,999,262,17,59,1,0,100.0,2036,262,35,1037,213,18,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.parser.sql.QueryFilterAnalyserTest.java,101,61,0,0,0,0,93,94,0,0,0,26,0,0,0.0,0.0,0,1,1,0,94,0,635,101,209,376,193,0.3,883,282,17,51,1,0,100.0,1418,282,28,535,169,10,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.parser.sql.ExprParserTest.java,22,3,0,0,0,0,20,0,0,0,0,0,0,0,0.0,0.0,0,17,0,0,20,0,93,22,44,35,4,0.04,168,127,6,28,1,0,100.0,281,127,10,113,21,4,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.misc.CharsTest.java,14,2,1,0,0,0,1,11,0,0,0,1,0,0,1.0,6.0,0,0,0,0,12,0,81,14,18,41,22,0.27,144,54,7,20,1,0,100.0,229,54,11,85,21,4,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.TableUtilsTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,3,0,15,3,3,6,2,0.13,142,101,7,21,1,0,100.0,382,101,18,240,114,11,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.cairo.NullColumnTest.java,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,16,0,50,16,16,32,14,0.28,113,84,13,9,1,0,100.0,139,84,15,26,15,3,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.HashTest.java,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,13,1,2,6,1,0.08,49,76,2,25,1,0,100.0,202,76,8,153,37,6,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.microtime.DateFormatCompilerTest.java,103,2,2,0,0,0,93,0,0,0,1,0,0,0,2.0,5.0,11,0,0,0,95,0,513,103,212,143,259,0.5,772,303,28,28,1,0,100.0,876,303,31,104,19,4,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.parser.typeprobe.TypeProbeCollectionTest.java,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,24,1,5,13,14,0.58,63,38,13,5,1,0,100.0,70,38,14,7,3,1,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.ql.map.DirectMapTest.java,11,2,2,0,0,0,0,0,0,0,0,0,0,0,2.0,36.0,1,0,0,0,2,0,217,11,26,92,27,0.12,310,249,16,19,1,0,100.0,363,249,19,53,11,3,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.ql.map.RedBlackTreeTest.java,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2.0,17.0,0,0,0,0,2,0,53,6,13,20,4,0.08,103,102,13,8,1,0,100.0,118,102,15,15,9,2,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.ql.analytic.PrevAnalyticFunctionTest.java,55,36,0,0,0,0,54,0,0,0,0,0,0,0,0.0,0.0,4,0,0,0,54,0,284,55,110,73,108,0.38,1512,516,42,36,1,0,100.0,1874,516,52,362,113,10,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.ql.analytic.NextAnalyticFunctionTest.java,26,10,0,0,0,0,26,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,26,0,127,26,53,32,40,0.31,741,384,23,32,1,0,100.0,1161,494,36,420,110,13,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.ql.analytic.DenseRankAnalyticFunctionTest.java,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,22,5,10,7,5,0.23,126,64,14,9,1,0,100.0,136,64,15,10,3,1,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.store.factory.CachingWriterFactoryTest.java,9,6,2,0,0,0,7,0,0,0,0,0,0,0,5.0,13.0,2,0,0,0,7,0,148,9,23,71,30,0.2,317,92,15,21,1,0,100.0,527,92,25,210,64,10,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.store.MemoryPagesTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,11,1,1,2,3,0.27,46,44,2,23,2,0,77.39,222,44,10,176,41,8,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.ObjHashSetTest.java,3,3,3,0,0,0,0,0,0,0,0,1,0,0,3.0,26.0,1,0,0,0,3,0,82,3,9,26,20,0.24,142,89,9,15,1,0,100.0,226,89,15,84,21,6,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.LongMatrixTest.java,5,4,5,0,0,0,0,0,0,0,0,0,0,0,5.0,55.0,0,0,0,0,5,0,92,5,10,28,33,0.36,146,132,16,9,1,0,100.0,205,132,23,59,21,7,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.LocalValueTest.java,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2.0,6.0,0,0,0,0,2,0,45,2,4,8,4,0.09,94,93,12,8,1,0,100.0,149,93,19,55,21,7,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.IntStackTest.java,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,15,1,3,5,2,0.13,48,42,3,14,1,0,100.0,133,42,10,85,21,6,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.std.AssociativeCacheTest.java,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2.0,8.0,0,0,0,0,2,0,32,2,4,12,5,0.16,65,63,4,16,2,1,95.98,132,63,8,67,21,4,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.ql.sort.ComparatorCompilerTest.java,5,1,5,0,0,0,1,0,0,0,0,0,0,0,1.0,6.0,0,0,0,0,5,0,129,5,11,54,6,0.05,216,182,7,30,1,0,100.0,481,182,16,265,46,9,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.ql.collections.FreeListTest.java,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2.0,19.0,0,0,0,0,2,0,37,2,2,7,18,0.49,82,79,7,12,1,0,100.0,136,79,11,54,21,4,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.net.http.handlers.QueryHandlerTest.java,33,7,1,0,0,0,21,21,4,0,0,0,0,0,0.0,0.0,0,0,0,4,21,0,242,33,75,134,42,0.17,371,238,9,41,1,0,100.0,778,238,19,407,54,10,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.misc.ZipTest.java,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0,0,0,1,1,0,83,1,4,23,1,0.01,143,138,7,20,1,0,100.0,293,138,15,150,65,8,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.misc.NumbersTest.java,54,14,10,0,0,0,42,43,0,0,0,9,0,0,20.0,107.0,2,0,0,0,53,0,330,54,107,135,81,0.25,512,149,12,41,1,0,100.0,816,149,20,304,108,7,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.log.LogFactoryTest.java,12,4,2,0,0,0,4,0,4,0,0,0,0,3,8.0,30.0,1,0,0,4,10,0,159,12,19,97,38,0.24,294,328,17,17,1,0,100.0,467,328,27,173,56,10,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.net.http.RangeParserTest.java,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10.0,0,0,0,0,6,0,25,6,6,18,10,0.4,66,64,6,12,1,0,100.0,128,64,11,62,21,5,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.net.ha.ServerNodeTest.java,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,8.0,0,0,0,0,6,0,28,6,6,13,8,0.29,70,58,4,18,1,0,100.0,178,58,10,108,21,6,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.net.ha.PartitionTest.java,10,2,0,0,0,0,6,5,0,0,0,0,0,0,4.0,15.0,0,0,0,0,6,0,97,10,20,71,12,0.12,8,13,0,27,1,0,100.0,216,45,8,208,44,8,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",nfsdb-core.src.test.java.com.nfsdb.net.http.RequestHeaderBufferTest.java,4,0,1,0,0,0,3,0,0,0,0,0,0,0,2.0,4.0,0,0,0,0,3,0,66,4,9,25,21,0.32,71,71,36,2,1,0,100.0,72,71,36,1,1,0,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.net.http.HttpServerTest.java,40,16,3,0,0,0,27,0,1,0,0,0,0,2,21.0,46.0,2,3,1,11,28,0,871,44,111,360,71,0.08,1154,116,10,114,2,0,88.93,2884,211,25,1730,329,15,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.net.ha.JournalEventBridgeTest.java,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0.0,2.0,0,1,0,0,2,0,49,2,5,8,4,0.08,-11,13,-1,18,1,0,100.0,150,24,8,161,30,9,False
questdb/questdb,5a6043601bd58a8c88e9f3e4cbcd10ef449a937e,"2.1.0, 3.0.0",core.src.test.java.com.questdb.ql.AsOfPartitionedJoinRecordSourceTest.java,17,6,1,0,0,0,14,0,0,0,1,0,0,0,1.0,0.0,0,0,0,0,14,0,236,17,41,92,23,0.1,529,132,9,58,1,0,100.0,1290,150,22,761,138,13,False
