App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isMergeAttribute
googleads/googleads-java-lib,dd81074d3852f678e11cab9c3d988c477a813947,"2.22.0, 3.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201605.batchjob.BatchJobHelperTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,34,6,10,13,5,0.15,8,8,8,1,1,0,100.0,10,10,10,2,2,2,False
googleads/googleads-java-lib,dd81074d3852f678e11cab9c3d988c477a813947,"2.22.0, 3.0.0",modules.adwords_appengine.src.test.java.com.google.api.ads.adwords.jaxws.utils.v201609.batchjob.BatchJobHelperTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,34,6,10,13,5,0.15,9,9,9,1,1,0,100.0,11,11,11,2,2,2,False
googleads/googleads-java-lib,dd81074d3852f678e11cab9c3d988c477a813947,"2.22.0, 3.0.0",modules.adwords_appengine.src.test.java.com.google.api.ads.adwords.jaxws.utils.v201607.batchjob.BatchJobHelperTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,34,6,10,13,5,0.15,8,8,8,1,1,0,100.0,10,10,10,2,2,2,False
googleads/googleads-java-lib,dd81074d3852f678e11cab9c3d988c477a813947,"2.22.0, 3.0.0",modules.adwords_appengine.src.test.java.com.google.api.ads.adwords.jaxws.utils.v201605.batchjob.BatchJobHelperTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,34,6,10,13,5,0.15,8,8,8,1,1,0,100.0,10,10,10,2,2,2,False
googleads/googleads-java-lib,dd81074d3852f678e11cab9c3d988c477a813947,"2.22.0, 3.0.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.BatchJobUploaderTest.java,17,0,5,0,0,0,6,13,0,0,1,0,0,0,0.0,5.0,1,3,0,0,16,0,211,19,40,119,28,0.13,-29,-29,-29,1,1,0,100.0,37,37,37,66,66,66,False
googleads/googleads-java-lib,436a8e975a1924c1a50c691aae89c97b1ab3c64b,"3.0.0, 3.1.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.BatchJobUploaderTest.java,17,0,5,0,0,0,6,13,0,0,1,0,0,0,0.0,5.0,1,3,0,0,16,0,211,19,40,121,28,0.13,5,5,5,1,1,0,100.0,13,13,13,8,8,8,False
googleads/googleads-java-lib,5f23eb476ce7f07bf65f869f0d349f2ae334e569,"3.3.0, 3.4.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.AdWordsAxisSoapHeaderFactoryTest.java,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,30,4,7,10,1,0.03,-23,-23,-23,1,1,0,100.0,16,16,16,39,39,39,False
googleads/googleads-java-lib,5f23eb476ce7f07bf65f869f0d349f2ae334e569,"3.3.0, 3.4.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.AdWordsAxisHeaderHandlerTest.java,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,48,2,7,34,1,0.02,-42,-42,-42,1,1,0,100.0,5,5,5,47,47,47,False
googleads/googleads-java-lib,5f23eb476ce7f07bf65f869f0d349f2ae334e569,"3.3.0, 3.4.0",modules.adwords_appengine.src.test.java.com.google.api.ads.adwords.jaxws.AdWordsJaxWsHeaderHandlerTest.java,4,1,1,1,0,0,2,1,0,0,0,1,0,0,0.0,0.0,1,1,0,0,2,0,92,5,14,44,6,0.07,-20,-20,-20,1,1,0,100.0,12,12,12,32,32,32,False
googleads/googleads-java-lib,015203d508561b57d5a4f6bf442a9f2c81c919e6,"3.4.0, 3.5.0",modules.ads_lib_axis.src.test.java.com.google.api.ads.common.lib.soap.axis.AxisHandlerTest.java,11,2,0,0,0,0,0,2,0,0,0,0,0,0,3.0,12.0,0,2,0,0,10,0,77,11,18,44,17,0.22,-1,-1,-1,1,1,0,100.0,7,7,7,8,8,8,False
googleads/googleads-java-lib,015203d508561b57d5a4f6bf442a9f2c81c919e6,"3.4.0, 3.5.0",modules.ads_lib_appengine.src.test.java.com.google.api.ads.common.lib.soap.jaxws.JaxWsHandlerTest.java,18,6,0,1,0,0,4,15,0,0,0,0,0,0,3.0,15.0,0,8,0,0,17,0,185,19,32,126,18,0.1,-2,-2,-2,1,1,0,100.0,19,19,19,21,21,21,False
googleads/googleads-java-lib,015203d508561b57d5a4f6bf442a9f2c81c919e6,"3.4.0, 3.5.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.utils.logging.AdsServiceLoggersTest.java,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,19,3,6,5,0,0.0,-89,-89,-89,1,1,0,100.0,9,9,9,98,98,98,False
googleads/googleads-java-lib,015203d508561b57d5a4f6bf442a9f2c81c919e6,"3.4.0, 3.5.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.SoapServiceClientTest.java,15,0,0,1,0,0,9,0,0,0,0,0,0,0,0.0,9.0,0,6,0,0,14,0,125,16,30,61,8,0.06,-1,-1,-1,1,1,0,100.0,22,22,22,23,23,23,False
googleads/googleads-java-lib,015203d508561b57d5a4f6bf442a9f2c81c919e6,"3.4.0, 3.5.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.SoapClientHandlerTest.java,17,3,0,0,0,0,16,13,0,0,0,0,0,0,0.0,16.0,0,3,0,0,16,0,188,17,34,93,23,0.12,-5,-5,-5,1,1,0,100.0,11,11,11,16,16,16,False
googleads/googleads-java-lib,015203d508561b57d5a4f6bf442a9f2c81c919e6,"3.4.0, 3.5.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.client.AdsServiceClientTest.java,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,2,0,30,4,8,8,0,0.0,-3,-3,-3,1,1,0,100.0,3,3,3,6,6,6,False
googleads/googleads-java-lib,015203d508561b57d5a4f6bf442a9f2c81c919e6,"3.4.0, 3.5.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.logging.ReportServiceLoggerTest.java,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0,2,0,0,2,0,97,5,15,49,13,0.13,-164,-164,-164,1,1,0,100.0,124,124,124,288,288,288,False
googleads/googleads-java-lib,015203d508561b57d5a4f6bf442a9f2c81c919e6,"3.4.0, 3.5.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.logging.BatchJobLoggerTest.java,6,4,0,1,0,0,1,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,4,0,100,7,24,81,24,0.24,-74,-74,-74,1,1,0,100.0,137,137,137,211,211,211,False
googleads/googleads-java-lib,015203d508561b57d5a4f6bf442a9f2c81c919e6,"3.4.0, 3.5.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.ReportResponseInterceptorTest.java,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0.0,0.0,0,3,1,0,3,0,71,5,18,26,2,0.03,-11,-11,-11,1,1,0,100.0,11,11,11,22,22,22,False
googleads/googleads-java-lib,015203d508561b57d5a4f6bf442a9f2c81c919e6,"3.4.0, 3.5.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.ReportRequestFactoryHelperTest.java,6,1,1,1,0,0,2,1,0,0,0,1,0,0,1.0,0.0,1,0,0,0,2,0,94,8,23,38,16,0.17,19,19,19,1,1,0,100.0,102,102,102,83,83,83,False
googleads/googleads-java-lib,60689a0ef34e4b7b8968b99af716c38ef61f71c6,"3.5.0, 3.6.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.SoapCallTest.java,2,1,0,0,0,0,2,0,0,0,0,0,0,0,2.0,0.0,1,0,0,0,2,0,38,2,4,8,13,0.34,-14,-14,-14,1,1,0,100.0,34,34,34,48,48,48,False
googleads/googleads-java-lib,57e728432a74cf7eb3253873dc5556763bd60333,"3.7.0, 3.8.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201702.SelectorBuilderTest.java,15,13,0,0,0,0,0,0,0,0,0,1,0,0,13.0,53.0,5,0,0,0,13,0,283,15,21,123,103,0.36,6,6,6,1,1,0,100.0,45,45,45,39,39,39,False
googleads/googleads-java-lib,57e728432a74cf7eb3253873dc5556763bd60333,"3.7.0, 3.8.0",modules.adwords_appengine.src.test.java.com.google.api.ads.adwords.jaxws.utils.v201702.SelectorBuilderTest.java,15,13,0,0,0,0,0,0,0,0,0,1,0,0,13.0,53.0,5,0,0,0,13,0,283,15,21,123,103,0.36,10,10,10,1,1,0,100.0,37,37,37,27,27,27,False
googleads/googleads-java-lib,57e728432a74cf7eb3253873dc5556763bd60333,"3.7.0, 3.8.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.useragent.AdsUtilitiesUserAgentProviderTest.java,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,4,0,57,5,15,37,7,0.12,-8,-8,-8,1,1,0,100.0,12,12,12,20,20,20,False
googleads/googleads-java-lib,cb2ec4fb7c4cbd272bdc1bcd06bef882696f43c4,"3.8.0, 3.9.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.conf.ConfigurationHelperTest.java,34,11,6,0,0,0,25,0,0,0,0,0,0,0,7.0,40.0,0,6,0,0,27,0,277,34,80,189,62,0.22,1,1,1,1,1,0,100.0,20,20,20,19,19,19,False
googleads/googleads-java-lib,6cf54b9b128edce9f0f7b2915d2b67de8631a088,"3.10.0, 3.11.0",modules.ads_lib_appengine.src.test.java.com.google.api.ads.common.lib.soap.jaxws.JaxWsSoapContextHandlerTest.java,8,7,0,1,0,0,6,7,0,0,0,0,0,0,5.0,15.0,1,0,0,0,7,0,168,13,41,136,20,0.12,18,18,18,1,1,0,100.0,27,27,27,9,9,9,False
googleads/googleads-java-lib,6cf54b9b128edce9f0f7b2915d2b67de8631a088,"3.10.0, 3.11.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.RequestInfoXPathSetTest.java,10,1,0,0,0,0,2,0,0,0,0,1,0,0,3.0,11.0,0,1,0,0,9,0,86,11,33,78,14,0.16,55,55,55,1,1,0,100.0,64,64,64,9,9,9,False
googleads/googleads-java-lib,6cf54b9b128edce9f0f7b2915d2b67de8631a088,"3.10.0, 3.11.0",extensions.adwords_rate_limiter.src.test.java.com.google.api.ads.adwords.extension.ratelimiter.AdWordsSessionUtilTest.java,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,6,0,42,8,18,22,3,0.07,2,2,2,1,1,0,100.0,7,7,7,5,5,5,False
googleads/googleads-java-lib,b07f56d76c0f485350f756db20b8a10f47e6040a,"3.13.0, 3.14.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.utils.XmlFieldExtractorTest.java,9,1,0,0,0,0,1,8,0,0,0,0,0,0,0.0,8.0,0,0,0,0,8,0,62,9,21,60,10,0.16,55,55,55,1,1,0,100.0,72,72,72,17,17,17,False
googleads/googleads-java-lib,638c292c21c447057a3b1dc6135efd97162c71a6,"3.15.0, 3.15.1",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.AxisDeserializerTest.java,7,4,0,0,0,0,5,0,1,0,0,0,0,0,0.0,0.0,2,1,2,1,5,0,126,10,29,62,42,0.33,82,82,82,1,1,0,100.0,150,150,150,68,68,68,False
googleads/googleads-java-lib,b9e60d7a106a7abd7d19731df1cdba3993969484,"3.15.1, 3.16.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201802.ServiceQueryTest.java,14,8,0,0,0,0,0,3,0,0,0,10,0,0,13.0,47.0,8,0,0,0,13,0,174,14,26,98,26,0.15,63,63,63,1,1,0,100.0,64,64,64,1,1,1,False
googleads/googleads-java-lib,b9e60d7a106a7abd7d19731df1cdba3993969484,"3.15.1, 3.16.0",modules.adwords_appengine.src.test.java.com.google.api.ads.adwords.jaxws.utils.v201802.ServiceQueryTest.java,14,8,0,0,0,0,0,3,0,0,0,10,0,0,13.0,47.0,8,0,0,0,13,0,174,14,26,98,26,0.15,58,58,58,1,1,0,100.0,60,60,60,2,2,2,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201806.shopping.ProductPartitionTreeTest.java,9,1,3,0,0,0,1,0,0,0,0,1,0,0,7.0,32.0,0,0,0,0,7,0,422,10,26,175,38,0.09,-2,-2,-2,1,1,0,100.0,11,11,11,13,13,13,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201802.shopping.ProductPartitionTreeTest.java,9,1,3,0,0,0,1,0,0,0,0,1,0,0,7.0,32.0,0,0,0,0,7,0,422,10,26,175,38,0.09,-2,-2,-2,1,1,0,100.0,11,11,11,13,13,13,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201806.shopping.ProductPartitionNodeTest.java,19,1,1,0,0,0,2,2,0,0,0,3,0,0,15.0,95.0,3,9,0,0,18,0,216,19,40,143,55,0.25,-4,-4,-4,1,1,0,100.0,2,2,2,6,6,6,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201802.shopping.ProductPartitionNodeTest.java,19,1,1,0,0,0,2,2,0,0,0,3,0,0,15.0,95.0,3,9,0,0,18,0,216,19,40,143,55,0.25,-3,-3,-3,1,1,0,100.0,1,1,1,4,4,4,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201806.shopping.ProductPartitionNodeDifferTest.java,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,3,0,0,13,0,121,13,44,55,21,0.17,-2,-2,-2,1,1,0,100.0,1,1,1,3,3,3,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201802.shopping.ProductPartitionNodeDifferTest.java,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,3,0,0,13,0,121,13,44,55,21,0.17,-2,-2,-2,1,1,0,100.0,1,1,1,3,3,3,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201806.shopping.ProductDimensionsTest.java,14,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,6.0,0,3,0,0,13,0,116,14,36,61,10,0.09,9,9,9,1,1,0,100.0,59,59,59,50,50,50,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.adwords_axis.src.test.java.com.google.api.ads.adwords.axis.utils.v201802.shopping.ProductDimensionsTest.java,14,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,6.0,0,3,0,0,13,0,116,14,36,61,10,0.09,6,6,6,1,1,0,100.0,61,61,61,55,55,55,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.ads_lib_appengine.src.test.java.com.google.api.ads.common.lib.soap.jaxws.JaxWsSoapContextHandlerTest.java,8,7,0,1,0,0,6,7,0,0,0,0,0,0,5.0,15.0,1,0,0,0,7,0,140,9,19,108,20,0.14,-8,-8,-8,1,1,0,100.0,27,27,27,35,35,35,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.ResponseInfoXPathSetTest.java,6,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,3.0,0,1,0,0,5,0,46,6,15,33,8,0.17,-5,-5,-5,1,1,0,100.0,4,4,4,9,9,9,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.RequestInfoXPathSetTest.java,10,1,0,0,0,0,2,0,0,0,0,1,0,0,3.0,11.0,0,1,0,0,9,0,79,10,30,70,14,0.18,-5,-5,-5,1,1,0,100.0,4,4,4,9,9,9,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.soap.AuthorizationHeaderHandlerTest.java,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,25,2,6,15,1,0.04,-5,-5,-5,1,1,0,100.0,1,1,1,6,6,6,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.conf.ConfigurationHelperTest.java,34,11,1,0,0,0,25,0,0,0,0,0,0,0,7.0,40.0,0,6,0,0,27,0,247,34,80,175,61,0.25,-16,-16,-16,1,1,0,100.0,27,27,27,43,43,43,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",modules.ads_lib.src.test.java.com.google.api.ads.common.lib.auth.AuthorizationHeaderProviderTest.java,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0.0,2.0,0,0,0,0,2,0,35,3,8,22,2,0.06,-13,-13,-13,1,1,0,100.0,4,4,4,17,17,17,False
googleads/googleads-java-lib,055cb164bfd1a47bd8340d24db70a668f37e5885,"3.16.0, 4.0.0",extensions.adwords_rate_limiter.src.test.java.com.google.api.ads.adwords.extension.ratelimiter.ApiRateLimiterTest.java,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0.0,6.0,0,3,0,0,6,0,98,11,22,51,9,0.09,-21,-21,-21,1,1,0,100.0,37,37,37,58,58,58,False
googleads/googleads-java-lib,acbb9423db28036fd91aeb31b1615945186581a1,"4.0.0, 4.1.0",modules.ads_lib.src.test.java.com.google.api.ads.adwords.lib.utils.ReportResponseInterceptorTest.java,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0.0,0.0,0,3,1,0,3,0,66,5,18,26,2,0.03,-6,-6,-6,1,1,0,100.0,4,4,4,10,10,10,False
googleads/googleads-java-lib,5aac268cf0026e530bf380e2771311f64945770f,"4.2.0, 4.3.0",modules.adwords_appengine.src.test.java.com.google.api.ads.adwords.jaxws.AdWordsJaxWsHeaderHandlerTest.java,4,1,1,1,0,0,2,1,0,0,0,0,0,0,0.0,0.0,1,1,0,0,2,0,85,5,14,38,3,0.04,1,1,1,1,1,0,100.0,2,2,2,1,1,1,False
googleads/googleads-java-lib,cfe8c24a552c564baf87e0907109f353ca34cdb4,"4.8.0, 4.9.0",modules.ads_lib.src.test.java.com.google.api.ads.admanager.lib.utils.DateTimesHelperTest.java,24,19,0,1,0,0,0,19,0,0,0,4,0,0,19.0,75.0,0,0,0,0,19,0,297,25,30,94,67,0.23,42,42,42,1,1,0,100.0,169,169,169,127,127,127,False
googleads/googleads-java-lib,2a40d165fc4307a0a3bc95c669657b39f81bbb44,"4.21.0, 5.0.0",modules.ads_lib_axis.src.test.java.com.google.api.ads.common.lib.soap.axis.HttpHandlerTest.java,10,1,0,0,0,0,8,8,0,0,0,0,0,0,0.0,8.0,0,6,0,0,8,0,163,11,25,64,4,0.02,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
