App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isSplitConditional
alibaba/Sentinel,053f7172a300738c05cafe36f7ee826eff0f576a,"1.4.2, 1.5.0",sentinel-core.src.test.java.com.alibaba.csp.sentinel.slots.block.flow.controller.DefaultControllerTest.java,3,2,0,0,0,1,0,0,0,0,0,0,0,0,2.0,4.0,0,1,0,0,3,0,23,3,3,14,4,0.17,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
alibaba/Sentinel,053f7172a300738c05cafe36f7ee826eff0f576a,"1.4.2, 1.5.0",sentinel-dashboard.src.test.java.com.alibaba.csp.sentinel.dashboard.repository.metric.InMemoryMetricsRepositoryTest.java,5,1,1,0,0,0,1,1,0,1,0,0,0,0,2.0,3.0,0,0,1,0,2,0,95,5,12,45,2,0.02,158,142,40,4,2,0,61.21,195,142,49,37,25,9,False
alibaba/Sentinel,897ccec45c10d86bffbe7849852438bf9548c7d0,"1.5.1, 1.5.2",sentinel-core.src.test.java.com.alibaba.csp.sentinel.slots.block.flow.controller.WarmUpRateLimiterControllerTest.java,2,2,1,0,0,0,2,0,0,0,0,0,0,0,2.0,4.0,1,0,0,0,2,0,27,2,5,17,5,0.19,4,4,4,1,1,0,100.0,7,7,7,3,3,3,False
alibaba/Sentinel,3d2c33ef1dfb447442dd4bba56621f63c20be5c0,"1.6.0, 1.6.1",sentinel-extension.sentinel-parameter-flow-control.src.test.java.com.alibaba.csp.sentinel.slots.block.flow.param.ParamFlowSlotTest.java,5,2,0,0,0,0,3,0,0,0,0,0,0,0,2.0,7.0,0,0,0,0,3,0,67,5,11,38,7,0.1,-32,-32,-32,1,1,0,100.0,7,7,7,39,39,39,False
alibaba/Sentinel,3d2c33ef1dfb447442dd4bba56621f63c20be5c0,"1.6.0, 1.6.1",sentinel-extension.sentinel-parameter-flow-control.src.test.java.com.alibaba.csp.sentinel.slots.block.flow.param.ParamFlowRuleManagerTest.java,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,0,0,0,0,2,0,52,4,5,31,15,0.29,1,1,1,1,1,0,100.0,9,9,9,8,8,8,False
alibaba/Sentinel,3d2c33ef1dfb447442dd4bba56621f63c20be5c0,"1.6.0, 1.6.1",sentinel-core.src.test.java.com.alibaba.csp.sentinel.slots.block.flow.FlowSlotTest.java,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0.0,3.0,0,1,0,0,2,0,41,4,7,29,0,0.0,5,5,5,1,1,0,100.0,13,13,13,8,8,8,False
alibaba/Sentinel,283a2755d1a2678befab5d8ebfaea5a0e0bc55c1,"1.6.1, 1.6.2",sentinel-extension.sentinel-parameter-flow-control.src.test.java.com.alibaba.csp.sentinel.slots.block.flow.param.ParamFlowSlotTest.java,5,2,0,0,0,0,3,0,0,0,0,0,0,0,2.0,7.0,0,0,0,0,3,0,67,5,11,38,7,0.1,0,0,0,1,1,0,100.0,2,2,2,2,2,2,False
alibaba/Sentinel,283a2755d1a2678befab5d8ebfaea5a0e0bc55c1,"1.6.1, 1.6.2",sentinel-transport.sentinel-transport-netty-http.src.test.java.com.alibaba.csp.sentinel.transport.command.netty.HttpServerHandlerTest.java,17,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,7,0,0,7,0,125,17,24,43,6,0.05,36,36,36,1,1,0,100.0,77,77,77,41,41,41,False
alibaba/Sentinel,f4d02208cbc1b51c10ab66808744e713b3710677,"1.6.2, 1.6.3",sentinel-core.src.test.java.com.alibaba.csp.sentinel.slots.logger.EagleEyeLogUtilTest.java,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0.0,2.0,0,1,0,2,2,0,40,5,16,22,1,0.03,13,13,13,1,1,0,100.0,27,27,27,14,14,14,False
alibaba/Sentinel,f4d02208cbc1b51c10ab66808744e713b3710677,"1.6.2, 1.6.3",sentinel-core.src.test.java.com.alibaba.csp.sentinel.RecordLogTest.java,7,3,3,0,0,0,0,0,2,0,0,0,0,0,2.0,7.0,0,2,0,3,6,0,62,7,16,36,7,0.11,19,19,19,1,1,0,100.0,24,24,24,5,5,5,False
alibaba/Sentinel,9c909e36318b608e24774c5847864950ea59ff53,"1.7.0, 1.7.1",sentinel-core.src.test.java.com.alibaba.csp.sentinel.metric.extension.callback.MetricExitCallbackTest.java,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,29,1,1,11,3,0.1,22,22,22,1,1,0,100.0,30,30,30,8,8,8,False
alibaba/Sentinel,9c909e36318b608e24774c5847864950ea59ff53,"1.7.0, 1.7.1",sentinel-adapter.sentinel-apache-dubbo-adapter.src.test.java.com.alibaba.csp.sentinel.adapter.dubbo.SentinelDubboConsumerFilterTest.java,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,235,18,44,164,52,0.22,264,264,264,1,1,0,100.0,282,282,282,18,18,18,False
alibaba/Sentinel,9c909e36318b608e24774c5847864950ea59ff53,"1.7.0, 1.7.1",sentinel-adapter.sentinel-apache-dubbo-adapter.src.test.java.com.alibaba.csp.sentinel.adapter.dubbo.DubboUtilsTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2,0,72,7,13,53,7,0.1,28,28,28,1,1,0,100.0,34,34,34,6,6,6,False
alibaba/Sentinel,9c909e36318b608e24774c5847864950ea59ff53,"1.7.0, 1.7.1",sentinel-transport.sentinel-transport-common.src.test.java.com.alibaba.csp.sentinel.transport.config.TransportConfigTest.java,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,2,0,0,0,3,0,38,5,8,19,12,0.32,18,13,9,2,2,0,59.09,20,13,10,2,2,1,False
alibaba/Sentinel,9c909e36318b608e24774c5847864950ea59ff53,"1.7.0, 1.7.1",sentinel-dashboard.src.test.java.com.alibaba.csp.sentinel.dashboard.controller.gateway.GatewayFlowRuleControllerTest.java,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,211,5,18,198,35,0.17,2,2,1,2,2,0,50.0,5,3,2,3,2,2,False
alibaba/Sentinel,9c909e36318b608e24774c5847864950ea59ff53,"1.7.0, 1.7.1",sentinel-dashboard.src.test.java.com.alibaba.csp.sentinel.dashboard.controller.gateway.GatewayApiControllerTest.java,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,188,5,18,173,33,0.18,1,1,0,2,2,0,57.14,4,2,2,3,2,2,False
alibaba/Sentinel,6a7ec708bccd333f60686f8def9cfef6812766cc,"1.7.1, 1.7.2",sentinel-core.src.test.java.com.alibaba.csp.sentinel.util.SpiLoaderTest.java,5,5,2,0,0,0,0,0,0,0,0,0,0,0,5.0,3.0,0,0,0,0,5,0,81,5,7,34,41,0.51,163,146,82,2,1,0,100.0,169,146,84,6,6,3,False
alibaba/Sentinel,6a7ec708bccd333f60686f8def9cfef6812766cc,"1.7.1, 1.7.2",sentinel-dashboard.src.test.java.com.alibaba.csp.sentinel.dashboard.repository.metric.InMemoryMetricsRepositoryTest.java,7,1,2,0,0,0,1,3,0,0,0,0,0,0,3.0,6.0,0,0,0,0,4,0,113,7,17,64,5,0.04,36,36,36,1,1,0,100.0,75,75,75,39,39,39,False
alibaba/Sentinel,6a7ec708bccd333f60686f8def9cfef6812766cc,"1.7.1, 1.7.2",sentinel-adapter.sentinel-apache-dubbo-adapter.src.test.java.com.alibaba.csp.sentinel.adapter.dubbo.DubboAppContextFilterTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2,0,32,4,7,22,2,0.06,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
alibaba/Sentinel,ae214b52445f99353a328c08b294cfe317233fe0,"1.7.2, 1.8.1",sentinel-transport.sentinel-transport-common.src.test.java.com.alibaba.csp.sentinel.transport.config.TransportConfigTest.java,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,3,0,0,0,4,0,110,6,9,28,58,0.53,12,12,12,1,1,0,100.0,31,31,31,19,19,19,False
alibaba/Sentinel,ae214b52445f99353a328c08b294cfe317233fe0,"1.7.2, 1.8.1",sentinel-core.src.test.java.com.alibaba.csp.sentinel.slots.block.flow.FlowRuleManagerTest.java,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1,0,0,0,1,0,43,2,9,10,2,0.05,79,70,40,2,2,0,65.42,93,70,46,14,14,7,False
alibaba/Sentinel,ae214b52445f99353a328c08b294cfe317233fe0,"1.7.2, 1.8.1",sentinel-adapter.sentinel-apache-dubbo-adapter.src.test.java.com.alibaba.csp.sentinel.adapter.dubbo.SentinelDubboConsumerFilterTest.java,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,226,16,38,148,49,0.22,-14,9,-5,3,3,0,77.47,155,130,52,169,121,56,False
alibaba/Sentinel,ae214b52445f99353a328c08b294cfe317233fe0,"1.7.2, 1.8.1",sentinel-adapter.sentinel-apache-dubbo-adapter.src.test.java.com.alibaba.csp.sentinel.adapter.dubbo.fallback.DubboFallbackRegistryTest.java,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,2,0,25,4,5,20,5,0.2,4,2,2,2,2,0,50.0,16,8,8,12,6,6,False
alibaba/Sentinel,ae214b52445f99353a328c08b294cfe317233fe0,"1.7.2, 1.8.1",sentinel-adapter.sentinel-dubbo-adapter.src.test.java.com.alibaba.csp.sentinel.adapter.dubbo.fallback.DubboFallbackRegistryTest.java,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,2,0,25,4,5,20,5,0.2,1,2,0,2,2,0,93.33,8,8,4,7,6,4,False
alibaba/Sentinel,ae214b52445f99353a328c08b294cfe317233fe0,"1.7.2, 1.8.1",sentinel-core.src.test.java.com.alibaba.csp.sentinel.slots.block.degrade.circuitbreaker.ExceptionCircuitBreakerTest.java,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,39,3,6,15,17,0.44,85,111,42,2,2,0,53.56,162,111,81,77,77,38,False
alibaba/Sentinel,ae214b52445f99353a328c08b294cfe317233fe0,"1.7.2, 1.8.1",sentinel-adapter.sentinel-okhttp-adapter.src.test.java.com.alibaba.csp.sentinel.adapter.okhttp.extractor.OkHttpResourceExtractorTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0,28,3,7,21,2,0.07,59,61,30,2,2,0,75.31,70,61,35,11,11,6,False
alibaba/Sentinel,ae214b52445f99353a328c08b294cfe317233fe0,"1.7.2, 1.8.1",sentinel-adapter.sentinel-apache-dubbo-adapter.src.test.java.com.alibaba.csp.sentinel.adapter.dubbo.SentinelDubboProviderFilterTest.java,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,68,4,7,42,20,0.29,-1,0,0,2,2,0,91.84,24,22,12,25,23,12,False
alibaba/Sentinel,ae214b52445f99353a328c08b294cfe317233fe0,"1.7.2, 1.8.1",sentinel-core.src.test.java.com.alibaba.csp.sentinel.node.ClusterNodeTest.java,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2.0,7.0,1,0,0,0,2,0,62,3,10,30,11,0.18,-26,3,-13,2,2,0,55.77,13,13,6,39,29,20,False
alibaba/Sentinel,4498de480f368d6bf63afbfda42797172c89573b,"1.8.1, 1.8.2",sentinel-dashboard.src.test.java.com.alibaba.csp.sentinel.dashboard.controller.gateway.GatewayFlowRuleControllerTest.java,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,211,5,18,198,35,0.17,0,0,0,1,1,0,100.0,2,2,2,2,2,2,False
alibaba/Sentinel,4498de480f368d6bf63afbfda42797172c89573b,"1.8.1, 1.8.2",sentinel-dashboard.src.test.java.com.alibaba.csp.sentinel.dashboard.controller.gateway.GatewayApiControllerTest.java,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,188,5,18,173,33,0.18,-1,-1,-1,1,1,0,100.0,2,2,2,3,3,3,False
alibaba/Sentinel,6135ff290acfa66b7b8d7318c839d02ab7fdd269,"1.8.2, 1.8.3",sentinel-core.src.test.java.com.alibaba.csp.sentinel.slots.system.SystemRuleManagerTest.java,6,2,0,0,0,0,1,0,0,0,0,0,0,1,4.0,8.0,1,0,0,0,4,0,65,6,11,37,10,0.15,1,1,1,1,1,0,100.0,2,2,2,1,1,1,False
