App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isInlineMethod
StarRocks/starrocks-connector-for-apache-flink,26d7f3bc04980f8b84800257f760c1ead2d6254e,"v1.1.1, v1.1.2",src.test.java.com.starrocks.connector.flink.row.StarRocksJsonSerializerTest.java,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,18,1,3,18,4,0.22,-1,-1,-1,1,1,0,100.0,4,4,4,5,5,5,False
StarRocks/starrocks-connector-for-apache-flink,26d7f3bc04980f8b84800257f760c1ead2d6254e,"v1.1.1, v1.1.2",src.test.java.com.starrocks.connector.flink.row.StarRocksCsvSerializerTest.java,3,2,2,0,0,0,3,0,0,0,0,2,0,0,0.0,3.0,0,0,0,0,3,0,40,3,8,44,5,0.13,-1,-1,-1,1,1,0,100.0,10,10,10,11,11,11,False
StarRocks/starrocks-connector-for-apache-flink,38879d2a37c6438ed1fda5af24176780f886fe9a,"v1.2.1, v1.2.2",src.test.java.com.starrocks.connector.flink.row.source.StarRocksSourceFlinkRowsTest.java,9,3,4,0,0,0,2,4,0,0,0,0,0,0,1.0,4.0,1,0,0,0,4,0,276,9,24,59,33,0.12,177,162,88,2,1,0,100.0,200,181,100,23,19,12,False
StarRocks/starrocks-connector-for-apache-flink,75bf88e3d692b80ea80becb91f53331443493b0e,"v1.2.3, v1.2.4",src.test.java.com.starrocks.connector.flink.row.source.StarRocksSourceFlinkRowsTest.java,9,2,4,0,0,0,2,4,0,0,0,0,0,0,1.0,3.0,1,0,0,0,4,0,269,9,23,57,32,0.12,-9,-9,-9,1,1,0,100.0,20,20,20,29,29,29,False
