App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isReplaceVariableWithAttribute
zanata/zanata-platform,a6eb5e9ead9f4603f3dabfc245ab1b0058ffaf23,"client-3.3.2, client-3.4.0",zanata-client-commands.src.test.java.org.zanata.client.commands.TransFileResolverTest.java,3,1,0,0,0,0,0,0,2,0,0,0,0,0,1.0,3.0,0,0,0,2,2,0,23,3,6,16,3,0.13,60,53,15,4,1,0,100.0,78,53,20,18,14,4,False
zanata/zanata-platform,a6eb5e9ead9f4603f3dabfc245ab1b0058ffaf23,"client-3.3.2, client-3.4.0",zanata-cli.src.test.java.org.zanata.client.ZanataClientTest.java,12,0,0,0,0,0,9,9,0,0,0,1,0,0,0.0,5.0,0,1,0,0,9,0,118,12,24,51,17,0.14,-3,-3,-3,1,1,0,100.0,1,1,1,4,4,4,False
zanata/zanata-platform,fafe0608271613cb105ee70de9767ded59c19b60,"client-3.8.1, client-3.8.2",zanata-client-commands.src.test.java.org.zanata.client.commands.init.SourceConfigPromptTest.java,4,3,0,0,0,0,3,0,3,0,0,0,0,0,3.0,12.0,0,0,0,3,3,0,72,5,12,61,19,0.26,41,41,20,2,1,0,100.0,63,58,32,22,17,11,False
zanata/zanata-platform,9ebe7cd415e621f4390aae589d4cb9305f82494a,"client-3.8.3, client-3.8.4",zanata-rest-client.src.test.java.org.zanata.rest.client.InvalidContentTypeFilterTest.java,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,2,0,27,2,2,11,14,0.52,17,17,17,1,1,0,100.0,19,19,19,2,2,2,False
zanata/zanata-platform,8caee01e0f6488b3512a5714841434aee414b13e,"common-1.8.1, common-1.8.2",zanata-adapter-xliff.src.test.java.org.zanata.adapter.xliff.XliffReaderTest.java,8,5,0,0,0,0,6,0,4,0,0,0,0,0,0.0,3.0,0,0,0,4,6,0,60,8,18,47,15,0.25,29,29,29,1,1,0,100.0,34,34,34,5,5,5,False
zanata/zanata-platform,225f564a8cf459dce34191cc0a1c30d264aad6d3,"common-1.8.3, common-1.8.4",zanata-adapter-xliff.src.test.java.org.zanata.adapter.xliff.XliffReaderTest.java,11,5,0,0,0,0,9,0,7,0,0,0,0,0,0.0,7.0,0,0,0,7,9,0,75,11,24,50,15,0.2,29,16,10,3,2,0,50.77,47,21,16,18,11,6,False
zanata/zanata-platform,59ef5d815cd9f251f6afd62d971d48bea2d6ac96,"common-1.8.4, common-1.8.5",zanata-adapter-xliff.src.test.java.org.zanata.adapter.xliff.XliffWriterTest.java,4,1,0,0,0,0,2,0,2,0,0,0,0,0,0.0,0.0,0,0,0,2,2,0,34,4,10,21,4,0.12,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
zanata/zanata-platform,cce9ff6c9bca66c52668ef96445622b8c9536385,"common-2.1.1, common-2.2.0",zanata-adapter-properties.src.test.java.org.zanata.adapter.properties.PropReaderTest.java,8,2,0,0,0,0,5,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,5,0,88,8,19,52,10,0.11,2,2,1,2,2,0,83.33,13,10,6,11,10,6,False
zanata/zanata-platform,047225a5308cfe363868b6258f6d0a36b51324f1,"common-3.0.2, common-3.1.0",zanata-common-util.src.test.java.org.zanata.util.HashUtilTest.java,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,18,1,2,11,1,0.06,6,7,3,2,1,0,100.0,32,24,16,26,25,13,False
zanata/zanata-platform,047225a5308cfe363868b6258f6d0a36b51324f1,"common-3.0.2, common-3.1.0",zanata-adapter-xliff.src.test.java.org.zanata.adapter.xliff.XliffReaderTest.java,13,5,0,0,0,0,11,0,9,0,0,0,0,0,1.0,10.0,0,0,0,9,11,0,66,13,30,49,15,0.23,26,35,13,2,1,0,100.0,193,174,96,167,139,84,False
zanata/zanata-platform,047225a5308cfe363868b6258f6d0a36b51324f1,"common-3.0.2, common-3.1.0",zanata-adapter-glossary.src.test.java.org.zanata.adapter.glossary.GlossaryPoReaderTest.java,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2,0,30,2,4,14,8,0.27,13,13,6,2,1,0,100.0,53,50,26,40,37,20,False
zanata/zanata-platform,a5091f38c10135ebb0b8dbed504436deae60ac04,"common-3.1.0, common-3.3.0",zanata-adapter-xliff.src.test.java.org.zanata.adapter.xliff.XliffReaderTest.java,13,5,0,0,0,0,11,2,9,0,0,0,0,0,1.0,10.0,0,5,0,9,11,0,83,13,30,65,15,0.18,5,15,2,2,1,0,100.0,66,41,33,61,35,30,False
zanata/zanata-platform,a5091f38c10135ebb0b8dbed504436deae60ac04,"common-3.1.0, common-3.3.0",zanata-adapter-po.src.test.java.org.zanata.adapter.po.PoReader2Test.java,18,1,0,0,0,0,3,0,0,0,0,0,0,0,0.0,15.0,0,3,0,3,17,0,161,18,22,108,18,0.11,23,24,12,2,1,0,100.0,43,32,22,20,12,10,False
zanata/zanata-platform,a5091f38c10135ebb0b8dbed504436deae60ac04,"common-3.1.0, common-3.3.0",zanata-common-util.src.test.java.org.zanata.util.PathUtilTest.java,9,1,0,0,0,0,3,0,3,0,0,0,0,0,1.0,11.0,0,0,0,3,9,0,52,9,13,25,10,0.19,7,7,7,1,1,0,100.0,10,10,10,3,3,3,False
zanata/zanata-platform,a5091f38c10135ebb0b8dbed504436deae60ac04,"common-3.1.0, common-3.3.0",zanata-common-util.src.test.java.org.zanata.common.util.ElementBuilderTest.java,4,0,2,0,0,0,2,0,0,0,0,0,0,0,2.0,2.0,0,2,1,0,2,0,36,4,19,29,0,0.0,1,1,1,1,1,0,100.0,7,7,7,6,6,6,False
zanata/zanata-platform,a5091f38c10135ebb0b8dbed504436deae60ac04,"common-3.1.0, common-3.3.0",zanata-common-util.src.test.java.org.zanata.common.util.ContentStateUtilTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,0,1,0,33,3,5,7,2,0.06,2,2,2,1,1,0,100.0,5,5,5,3,3,3,False
zanata/zanata-platform,a5091f38c10135ebb0b8dbed504436deae60ac04,"common-3.1.0, common-3.3.0",zanata-adapter-xliff.src.test.java.org.zanata.adapter.xliff.XliffWriterTest.java,4,1,0,0,0,0,2,0,2,0,0,0,0,0,0.0,0.0,0,0,0,2,2,0,34,4,10,21,4,0.12,-1,-1,-1,1,1,0,100.0,3,3,3,4,4,4,False
zanata/zanata-platform,a5091f38c10135ebb0b8dbed504436deae60ac04,"common-3.1.0, common-3.3.0",zanata-adapter-properties.src.test.java.org.zanata.adapter.properties.PropReaderTest.java,8,2,0,0,0,0,5,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,5,0,88,8,19,52,10,0.11,0,0,0,1,1,0,100.0,4,4,4,4,4,4,False
zanata/zanata-platform,a5091f38c10135ebb0b8dbed504436deae60ac04,"common-3.1.0, common-3.3.0",zanata-adapter-glossary.src.test.java.org.zanata.adapter.glossary.GlossaryPoReaderTest.java,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,2,0,30,2,4,14,8,0.27,-1,-1,-1,1,1,0,100.0,1,1,1,2,2,2,False
zanata/zanata-platform,a5091f38c10135ebb0b8dbed504436deae60ac04,"common-3.1.0, common-3.3.0",zanata-adapter-glossary.src.test.java.org.zanata.adapter.glossary.GlossaryCSVReaderTest.java,2,2,2,0,0,0,2,0,2,0,0,0,0,0,0.0,2.0,0,0,0,2,2,0,36,2,6,16,6,0.17,-1,-1,-1,1,1,0,100.0,1,1,1,2,2,2,False
zanata/zanata-platform,70be376b53ad13226d35ce6297f5ef4f417274c1,"common-3.6.0, common-3.7.0",zanata-adapter-properties.src.test.java.org.zanata.adapter.properties.PropReaderTest.java,8,2,0,0,0,0,5,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,5,0,87,8,19,52,10,0.11,2,1,1,2,1,0,100.0,8,6,4,6,5,3,False
zanata/zanata-platform,06494f61671907ffb6171df550fbdb3e36603f74,"flies-1.0-alpha-1, flies-1.0",flies-clients.flies-client-commands.src.test.java.net.openl10n.flies.client.commands.PublicanPullCommandTest.java,10,0,0,1,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,94,11,22,50,0,0.0,170,161,34,5,1,0,100.0,196,161,39,26,17,5,False
zanata/zanata-platform,06494f61671907ffb6171df550fbdb3e36603f74,"flies-1.0-alpha-1, flies-1.0",flies-clients.flies-client-commands.src.test.java.net.openl10n.flies.client.commands.PublicanPushCommandTest.java,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,3,0,60,7,15,32,0,0.0,114,71,16,7,2,1,98.57,127,74,18,13,4,2,False
zanata/zanata-platform,06494f61671907ffb6171df550fbdb3e36603f74,"flies-1.0-alpha-1, flies-1.0",flies-war.src.test.java.net.openl10n.flies.service.impl.LocaleServiceImplTest.java,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,2,0,33,3,7,20,4,0.12,64,67,11,6,2,1,98.0,82,67,14,18,9,3,False
zanata/zanata-platform,06494f61671907ffb6171df550fbdb3e36603f74,"flies-1.0-alpha-1, flies-1.0",flies-war.src.test.java.net.openl10n.flies.rest.service.ResourceUtilsTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0,31,5,6,17,4,0.13,73,39,6,13,3,0,82.95,145,48,11,72,46,6,False
zanata/zanata-platform,06494f61671907ffb6171df550fbdb3e36603f74,"flies-1.0-alpha-1, flies-1.0",flies-war.src.test.java.net.openl10n.flies.model.HTextFlowTargetHistoryTest.java,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,37,4,7,20,2,0.05,77,60,11,7,3,1,69.01,145,60,21,68,44,10,False
zanata/zanata-platform,06494f61671907ffb6171df550fbdb3e36603f74,"flies-1.0-alpha-1, flies-1.0",flies-war.src.test.java.net.openl10n.flies.model.HTextFlowHistoryTest.java,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,33,4,7,23,2,0.06,74,59,12,6,3,1,68.18,125,59,21,51,31,8,False
zanata/zanata-platform,06494f61671907ffb6171df550fbdb3e36603f74,"flies-1.0-alpha-1, flies-1.0",flies-war.src.test.java.net.openl10n.flies.model.HDocumentHistoryTest.java,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,44,4,8,32,10,0.23,86,74,11,8,3,1,76.99,156,74,20,70,47,9,False
zanata/zanata-platform,06494f61671907ffb6171df550fbdb3e36603f74,"flies-1.0-alpha-1, flies-1.0",flies-war.src.test.java.net.openl10n.flies.model.po.PoUtilityTest.java,7,5,0,0,0,0,2,0,0,0,0,0,0,0,4.0,0.0,0,0,0,0,6,0,48,7,9,22,23,0.48,8,8,2,5,2,0,90.3,71,63,14,63,55,13,False
zanata/zanata-platform,8def7d3aabba1c237cd7331e6f43c5225a6bf0dc,"flies-1.1-alpha-1, flies-1.1",flies-war.src.test.java.net.openl10n.flies.service.impl.LocaleServiceImplTest.java,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,2,0,33,3,7,20,4,0.12,19,19,10,2,1,0,100.0,22,21,11,3,2,2,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.webtrans.server.rpc.SaveOptionsHandlerTest.java,6,1,0,0,0,0,2,0,0,0,0,0,0,0,1.0,0.0,1,1,0,0,2,0,40,6,12,19,5,0.13,-9,-9,-9,1,1,0,100.0,10,10,10,19,19,19,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.webtrans.server.rpc.GetTransUnitListHandlerTest.java,13,6,1,0,0,0,8,8,0,0,0,0,0,0,0.0,8.0,0,0,0,0,8,0,122,13,27,133,20,0.16,-29,-29,-29,1,1,0,100.0,71,71,71,100,100,100,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.webtrans.server.rpc.GetTargetForLocaleHandlerTest.java,5,0,0,0,0,0,3,1,0,0,0,0,0,0,0.0,2.0,0,1,0,0,3,0,37,5,13,35,2,0.05,-10,-10,-10,1,1,0,100.0,17,17,17,27,27,27,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.webtrans.server.rpc.GetProjectTransUnitListsHandlerTest.java,9,3,0,0,0,0,6,0,0,0,0,0,0,0,0.0,5.0,0,0,0,0,6,0,92,9,23,100,16,0.17,-20,-20,-20,1,1,0,100.0,37,37,37,57,57,57,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.webtrans.server.rpc.GetLocaleListHandlerTest.java,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0.0,0.0,0,1,0,0,2,0,29,4,10,16,1,0.03,-4,-4,-4,1,1,0,100.0,12,12,12,16,16,16,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.service.impl.TranslationMemoryServiceImplTest.java,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0,2,0,0,6,0,162,4,8,10,0,0.0,-15,-15,-15,1,1,0,100.0,99,99,99,114,114,114,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.service.impl.TranslationFinderTest.java,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,4,2,0,4,0,243,1,3,1,0,0.0,72,72,72,1,1,0,100.0,185,185,185,113,113,113,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.service.impl.CopyTransServiceImplTest.java,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,2,0,216,8,16,2,0,0.0,231,231,231,1,1,0,100.0,286,286,286,55,55,55,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.search.FilterConstraintToQueryTest.java,18,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,54.0,0,6,0,0,17,0,136,18,27,172,11,0.08,-107,-107,-107,1,1,0,100.0,100,100,100,207,207,207,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.rest.service.VirusScannerTest.java,6,0,0,0,0,0,2,0,2,0,0,0,0,0,0.0,2.0,0,2,0,2,2,0,65,6,18,20,0,0.0,3,3,3,1,1,0,100.0,13,13,13,10,10,10,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.limits.RestCallLimiterTest.java,13,4,0,0,0,0,7,7,0,0,0,0,0,0,4.0,19.0,2,1,0,0,7,0,246,13,32,53,14,0.06,-30,-30,-30,1,1,0,100.0,76,76,76,106,106,106,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.limits.LeakyBucketTest.java,5,3,0,0,0,0,3,1,0,0,0,0,0,0,2.0,8.0,2,0,0,0,3,0,61,7,21,30,10,0.16,-9,-9,-9,1,1,0,100.0,15,15,15,24,24,24,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.dao.TransMemoryStreamingDAOTest.java,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,47,5,10,20,1,0.02,-9,-9,-9,1,1,0,100.0,23,23,23,32,32,32,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.dao.TextFlowTargetHistoryDAOTest.java,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,0,0,0,0,3,0,89,6,18,66,11,0.12,-45,-45,-45,1,1,0,100.0,54,54,54,99,99,99,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.dao.TextFlowStreamingDAOTest.java,7,0,5,0,0,0,5,5,0,0,0,0,0,0,0.0,4.0,0,0,0,0,5,0,78,7,19,32,5,0.06,20,20,20,1,1,0,100.0,40,40,40,20,20,20,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.dao.TextFlowDAOTest.java,13,2,1,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,0,0,1,0,9,0,116,13,18,116,16,0.14,-42,-42,-42,1,1,0,100.0,60,60,60,102,102,102,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.dao.GlossaryDAOTest.java,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,0,0,0,0,9,0,75,12,17,68,11,0.15,11,22,6,2,2,0,71.43,44,22,22,33,33,16,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-model.src.test.java.org.zanata.util.JPACopierTest.java,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,268,4,8,26,21,0.08,225,225,225,1,1,0,100.0,274,274,274,49,49,49,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-model.src.test.java.org.zanata.model.SlugEntityBaseTest.java,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0,0,0,0,0,3,0,56,3,3,18,6,0.11,22,22,22,1,1,0,100.0,37,37,37,15,15,15,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.rest.editor.service.UserServiceTest.java,7,1,0,0,0,0,0,5,0,0,0,0,0,0,0.0,2.0,0,2,1,0,5,0,75,7,11,64,13,0.17,14,14,14,1,1,0,100.0,22,22,22,8,8,8,False
zanata/zanata-platform,764536acfb5d9a1eb0debaea12446b8ec203cb7d,"platform-4.0.0, platform-4.1.0-rc-1",server.zanata-war.src.test.java.org.zanata.security.AnonymousAccessControlPhaseListenerTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,0,4,0,0,5,0,38,6,12,32,1,0.03,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
