App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isExtractAndMoveMethod
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ContentRepositoryDAOTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,1,,,1,0,0,0,1,0,106,1,3,33,29,0.27,4,4,2,2,1,0,100.0,9,7,4,5,3,2,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetBlobDAOTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,0,0,1,0,53,1,2,27,12,0.23,2,2,2,1,1,0,100.0,4,4,4,2,2,2,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.rest.internal.resources.ComponentsResourceTest.java,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,29,3,7,16,0,0.0,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.rest.internal.resources.AssetsResourceTest.java,12,2,0,0,0,0,4,9,0,0,0,0,0,0,0.0,7.0,0,3,0,0,9,0,93,12,21,92,9,0.1,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.internal.BrowseServiceImplTest.java,17,10,0,0,0,0,0,14,0,0,0,0,0,0,0.0,12.0,0,0,0,0,14,0,257,17,26,225,31,0.12,0,0,0,1,1,0,100.0,8,8,8,8,8,8,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.maintenance.internal.DeleteFolderServiceImplTest.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,0,6,0,0,6,0,103,10,21,89,0,0.0,0,0,0,2,1,0,100.0,5,4,2,5,4,2,False
sonatype/nexus-public,6bd0470a879222218cbad765023d317d36fc1e0c,"release-3.25.1-02, release-3.26.0-04",components.nexus-repository.src.test.java.org.sonatype.nexus.repository.browse.internal.orient.OrientBrowseNodeManagerTest.java,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,0,7,0,0,7,0,128,10,24,129,0,0.0,-1,-1,-1,1,1,0,100.0,1,1,1,2,2,2,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",plugins.nexus-repository-cocoapods.src.test.java.org.sonatype.nexus.repository.cocoapods.internal.CocoapodsFacetImplTest.java,10,2,0,0,0,0,5,0,0,0,0,0,0,0,0.0,5.0,0,0,0,0,5,0,124,11,32,116,9,0.07,-7,-7,-7,1,1,0,100.0,16,16,16,23,23,23,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.ComponentDAOTest.java,11,7,2,0,0,0,1,7,0,0,0,0,0,1,,,3,0,0,0,7,0,304,11,20,172,65,0.21,51,51,51,1,1,0,100.0,56,56,56,5,5,5,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetDAOTest.java,14,10,2,0,0,0,3,10,0,0,0,0,0,3,,,5,0,0,0,10,0,445,14,25,224,108,0.24,48,48,48,1,1,0,100.0,53,53,53,5,5,5,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.rest.internal.resources.ComponentsResourceTest.java,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,30,3,7,16,0,0.0,4,4,4,1,1,0,100.0,6,6,6,2,2,2,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.rest.internal.resources.AssetsResourceTest.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,5,0,72,11,18,70,3,0.04,185,207,92,2,1,0,100.0,242,207,121,57,57,28,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",plugins.nexus-repository-npm.src.test.java.org.sonatype.nexus.repository.npm.orient.OrientNpmUploadHandlerTest.java,13,4,0,0,0,0,8,10,0,0,0,0,0,0,0.0,5.0,0,0,0,1,10,0,114,13,29,86,15,0.13,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",plugins.nexus-repository-npm.src.test.java.org.sonatype.nexus.repository.npm.internal.orient.OrientNpmHostedFacetTest.java,9,2,0,0,0,0,5,0,0,0,0,0,0,0,,,0,0,0,2,6,0,95,9,19,96,7,0.07,0,0,0,1,1,0,100.0,7,7,7,7,7,7,False
sonatype/nexus-public,35e6fde2510dbdb62b591f9180346c6e8999ff2f,"release-3.26.1-02, release-3.27.0-03",plugins.nexus-repository-npm.src.test.java.org.sonatype.nexus.repository.npm.internal.orient.NpmFormatAttributesExtractorTest.java,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31.0,0,0,0,0,31,0,196,33,66,197,56,0.29,-4,-4,-4,1,1,0,100.0,90,90,90,94,94,94,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-repository-helm.src.test.java.org.sonatype.repository.helm.internal.orient.metadata.IndexYamlAbsoluteUrlRewriterTest.java,8,0,1,0,0,0,4,0,0,0,0,0,0,0,0.0,4.0,0,3,0,0,4,0,71,8,20,44,3,0.04,146,147,73,2,2,0,78.19,167,147,84,21,21,10,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-restore-maven.src.test.java.org.sonatype.nexus.blobstore.restore.maven.internal.MavenRestoreBlobStrategyTest.java,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,4,0,0,5,0,70,6,18,51,1,0.01,0,0,0,1,1,0,100.0,4,4,4,4,4,4,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.tasks.RemoveSnapshotsTaskTest.java,9,0,0,0,0,0,4,4,0,0,0,0,0,0,0.0,0.0,0,4,0,0,4,0,109,9,24,89,2,0.02,0,0,0,1,1,0,100.0,4,4,4,4,4,4,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.orient.PurgeUnusedSnapshotsFacetImplTest.java,14,0,0,0,0,0,3,3,0,0,0,0,0,0,0.0,2.0,0,0,1,0,3,0,178,14,35,95,19,0.11,0,1,0,3,3,0,45.83,36,17,12,36,17,12,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.orient.OrientMetadataRebuilderTest.java,8,1,1,0,0,0,2,3,0,0,0,0,0,0,2.0,6.0,0,0,0,0,3,0,129,8,20,110,3,0.02,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
sonatype/nexus-public,b7afb071b7f76ca77596bad94c2caa17be3bfdcc,"release-3.27.0-03, release-3.28.0-01",plugins.nexus-repository-pypi.src.test.java.org.sonatype.nexus.repository.pypi.internal.orient.OrientPyPiGroupFacetTest.java,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,5.0,0,0,0,0,5,0,50,8,17,32,5,0.1,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
sonatype/nexus-public,10bb9a4931b9edd28932accd058d1e41c45227cd,"release-3.28.1-01, release-3.29.0-02",plugins.nexus-restore-raw.src.test.java.org.sonatype.nexus.blobstore.restore.raw.internal.RawRestoreBlobStrategyTest.java,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,5,0,0,5,0,65,6,16,59,0,0.0,-13,-13,-13,1,1,0,100.0,72,72,72,85,85,85,False
sonatype/nexus-public,10bb9a4931b9edd28932accd058d1e41c45227cd,"release-3.28.1-01, release-3.29.0-02",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.content.maven.MavenUploadHandlerTest.java,30,14,0,0,0,0,12,0,0,0,0,0,0,0,0.0,0.0,1,3,0,0,25,0,411,30,86,317,72,0.18,0,0,0,1,1,0,100.0,2,2,2,2,2,2,False
sonatype/nexus-public,1bd3054e424d2502e28f487246af90168ef9e24c,"release-3.29.0-02, release-3.29.1-01",components.nexus-repository-config.src.test.java.org.sonatype.nexus.repository.config.ConfigurationExportTest.java,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,95,6,11,52,28,0.29,74,74,74,1,1,0,100.0,99,99,99,25,25,25,False
sonatype/nexus-public,1bd3054e424d2502e28f487246af90168ef9e24c,"release-3.29.0-02, release-3.29.1-01",components.nexus-base.src.test.java.org.sonatype.nexus.internal.security.anonymous.AnonymousConfigurationExportTest.java,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,30,4,8,17,2,0.07,3,3,3,1,1,0,100.0,6,6,6,3,3,3,False
sonatype/nexus-public,1bd3054e424d2502e28f487246af90168ef9e24c,"release-3.29.0-02, release-3.29.1-01",components.nexus-security.src.test.java.org.sonatype.nexus.security.authc.AntiCsrfHelperTest.java,19,4,0,0,0,0,2,0,0,0,0,0,0,0,5.0,21.0,4,1,0,0,15,0,123,19,29,105,15,0.12,-22,-22,-22,1,1,0,100.0,40,40,40,62,62,62,False
sonatype/nexus-public,1bd3054e424d2502e28f487246af90168ef9e24c,"release-3.29.0-02, release-3.29.1-01",plugins.nexus-restore-maven.src.test.java.org.sonatype.nexus.blobstore.restore.maven.internal.MavenRestoreBlobStrategyTest.java,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0.0,0.0,0,8,0,0,8,0,86,9,25,61,0,0.0,8,8,8,1,1,0,100.0,82,82,82,74,74,74,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.MavenContentValidatorTest.java,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,36,3,8,22,1,0.03,61,61,61,1,1,0,100.0,119,119,119,58,58,58,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.api.MavenApiRepositoryAdapterTest.java,8,2,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,66,8,17,65,20,0.3,2,2,1,2,1,0,100.0,4,3,2,2,1,1,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.rest.api.SimpleApiRepositoryAdapterTest.java,18,7,0,0,0,0,10,2,0,0,0,0,0,0,7.0,17.0,1,2,1,0,10,0,213,18,46,128,58,0.27,34,31,11,3,2,1,95.83,77,72,26,43,41,14,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",components.nexus-repository-content.src.test.java.org.sonatype.nexus.repository.content.store.AssetDAOTest.java,18,12,2,0,0,0,3,14,0,0,0,0,0,3,,,5,0,0,0,14,0,512,18,29,283,119,0.23,6,4,2,3,3,0,50.0,15,7,5,9,5,3,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",components.nexus-scheduling.src.test.java.org.sonatype.nexus.scheduling.TaskExportTest.java,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,55,5,11,38,9,0.16,110,100,55,2,1,0,100.0,113,100,56,3,3,2,False
sonatype/nexus-public,6ec9d8e5b6944d9ad294c42c70c46fa55eb3ba4c,"release-3.29.2-02, release-3.30.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.content.maven.MavenUploadHandlerTest.java,32,14,0,0,0,0,14,0,2,0,0,0,0,0,0.0,0.0,1,3,0,2,27,0,422,32,92,329,72,0.17,1,1,1,1,1,0,100.0,3,3,3,2,2,2,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-restore-r.src.test.java.org.sonatype.nexus.blobstore.restore.r.internal.RRestoreBlobStrategyTest.java,12,0,0,0,0,0,5,0,0,0,0,0,0,0,6.0,21.0,0,0,0,0,11,0,138,13,26,121,4,0.03,92,89,31,3,3,0,74.22,110,92,37,18,11,6,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-repository-raw.src.test.java.org.sonatype.nexus.repository.raw.RawReplicationIngesterTest.java,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,6.0,0,1,0,0,7,0,77,11,23,47,10,0.13,156,155,78,2,2,0,90.12,164,155,82,8,8,4,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.json.MergeObjectMapperTest.java,11,0,0,0,0,0,4,2,0,0,0,0,0,0,0.0,2.0,0,3,0,0,4,0,150,11,29,44,69,0.46,1,1,1,1,1,0,100.0,6,6,6,5,5,5,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-restore-p2.src.test.java.org.sonatype.nexus.blobstore.restore.p2.internal.P2RestoreBlobStrategyTest.java,12,0,0,0,0,0,5,0,0,0,0,0,0,0,5.0,17.0,0,0,0,0,11,0,142,13,27,111,4,0.03,97,95,48,2,2,0,79.53,112,98,56,15,12,8,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-restore-maven.src.test.java.org.sonatype.nexus.blobstore.restore.maven.internal.orient.OrientMavenRestoreBlobStrategyTest.java,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0.0,0.0,0,7,0,0,8,0,125,10,29,102,1,0.01,86,81,43,2,2,0,75.42,102,85,51,16,12,8,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-restore-apt.src.test.java.org.sonatype.nexus.blobstore.restore.apt.orient.internal.OrientAptRestoreBlobStrategyTest.java,12,0,0,0,0,0,4,0,0,0,0,0,0,0,6.0,18.0,0,0,0,0,11,0,125,13,25,100,5,0.04,66,60,13,5,4,1,62.75,84,62,17,18,10,4,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.search.query.RepositorySearchContributionTest.java,5,2,0,0,0,0,0,0,0,0,0,3,0,0,0.0,3.0,0,0,0,0,3,0,43,5,10,30,5,0.12,0,0,0,1,1,0,100.0,2,2,2,2,2,2,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-orient.src.test.java.org.sonatype.nexus.orient.entity.action.BrowseEntitiesByPropertyInSetActionTest.java,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,5.0,0,0,0,0,7,0,45,8,18,32,2,0.04,0,0,0,1,1,0,100.0,2,2,2,2,2,2,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.search.query.SearchUtilsTest.java,32,1,0,0,0,0,18,0,0,0,0,0,0,0,1.0,30.0,0,0,0,0,28,0,185,32,62,147,65,0.35,2,2,2,1,1,0,100.0,22,22,22,20,20,20,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.MavenContentValidatorTest.java,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,36,3,8,22,1,0.03,-1,-1,-1,1,1,0,100.0,8,8,8,9,9,9,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.upload.internal.UploadManagerImplTest.java,10,2,0,0,0,0,6,5,0,0,0,0,0,0,2.0,0.0,1,5,0,0,8,0,102,10,21,71,8,0.08,22,22,22,1,1,0,100.0,26,26,26,4,4,4,False
sonatype/nexus-public,36fa58c8ef95423e70d950ced8e9deed0b213c86,"release-3.30.1-01, release-3.31.0-01",components.nexus-core.src.test.java.org.sonatype.nexus.internal.datastore.task.H2BackupTaskTest.java,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,2,0,1,3,0,46,6,16,36,1,0.02,-33,-12,-16,2,2,0,50.79,15,10,8,48,26,24,False
sonatype/nexus-public,eb0cfb0b686694a4e90ea4192866d294edbf9219,"release-3.32.0-03, release-3.33.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.api.MavenApiRepositoryAdapterTest.java,8,2,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,69,8,17,67,22,0.32,5,5,5,1,1,0,100.0,10,10,10,5,5,5,False
sonatype/nexus-public,eb0cfb0b686694a4e90ea4192866d294edbf9219,"release-3.32.0-03, release-3.33.0-01",components.nexus-datastore.src.test.java.org.sonatype.nexus.datastore.DataStoreConfigurationManagerTest.java,6,4,0,0,0,0,2,0,0,0,0,0,0,0,4.0,4.0,0,0,0,0,4,0,158,6,13,62,11,0.07,76,76,76,1,1,0,100.0,79,79,79,3,3,3,False
sonatype/nexus-public,6cec2781c5bf73fd9e9db44f85f3ee2bae20ba79,"release-3.34.0-01, release-3.34.1-01",components.nexus-upgrade.src.test.java.org.sonatype.nexus.upgrade.internal.orient.OrientAnalyticsPermissionResetTest.java,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,2,0,0,0,4,0,60,8,10,48,8,0.13,129,111,64,2,1,0,100.0,133,111,66,4,4,2,False
sonatype/nexus-public,d53cb6d91ebde927d1ee24e3e693a06048f2d7ad,"release-3.34.1-01, release-3.35.0-02",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.repository.maven.internal.orient.MavenFacetImplTest.java,6,3,0,0,0,0,3,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,3,0,113,7,18,104,7,0.06,63,63,63,1,1,0,100.0,63,63,63,0,0,0,False
sonatype/nexus-public,d53cb6d91ebde927d1ee24e3e693a06048f2d7ad,"release-3.34.1-01, release-3.35.0-02",components.nexus-upgrade.src.test.java.org.sonatype.nexus.upgrade.internal.orient.OrientAnalyticsPermissionResetTest.java,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,2,0,0,0,4,0,60,8,10,48,8,0.13,129,111,64,2,1,0,100.0,133,111,66,4,4,2,False
sonatype/nexus-public,cf5b4c353da4f51690cd213ad867be76b1af31b0,"release-3.35.0-02, release-3.36.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.security.RepositoryPermissionCheckerTest.java,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1,2,0,0,4,0,87,9,16,56,7,0.08,2,2,2,1,1,0,100.0,11,11,11,9,9,9,False
sonatype/nexus-public,869084386150ff2bbc0edb1068c034608af3670d,"release-3.36.0-01, release-3.37.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.content.maven.MavenUploadHandlerTest.java,32,14,0,0,0,0,14,0,2,0,0,0,0,0,0.0,0.0,1,3,0,2,27,0,426,32,92,332,74,0.17,8,8,8,1,1,0,100.0,10,10,10,2,2,2,False
sonatype/nexus-public,869084386150ff2bbc0edb1068c034608af3670d,"release-3.36.0-01, release-3.37.0-01",components.nexus-base.src.test.java.org.sonatype.nexus.internal.orient.PasswordSanitizedJsonSourceTest.java,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,52,4,10,31,10,0.19,1,1,1,1,1,0,100.0,34,34,34,33,33,33,False
sonatype/nexus-public,869084386150ff2bbc0edb1068c034608af3670d,"release-3.36.0-01, release-3.37.0-01",components.nexus-base.src.test.java.org.sonatype.nexus.internal.log.LogbackLoggerOverridesTest.java,5,3,0,0,0,0,3,0,0,0,0,0,0,0,3.0,7.0,1,0,0,0,3,0,67,5,12,33,7,0.1,-5,-5,-5,1,1,0,100.0,7,7,7,12,12,12,False
sonatype/nexus-public,869084386150ff2bbc0edb1068c034608af3670d,"release-3.36.0-01, release-3.37.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.search.index.IndexStartupRebuildManagerTest.java,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0.0,6.0,0,4,0,0,6,0,55,8,21,52,4,0.07,61,61,61,1,1,0,100.0,66,66,66,5,5,5,False
sonatype/nexus-public,967780bde7b91b2858df835ee4d3963fd7c10b4b,"release-3.37.3-02, release-3.38.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.search.index.IndexStartupRebuildManagerTest.java,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0,5.0,0,4,0,0,5,0,50,7,19,46,3,0.06,-9,0,-4,2,2,0,55.56,18,10,9,27,17,14,False
sonatype/nexus-public,967780bde7b91b2858df835ee4d3963fd7c10b4b,"release-3.37.3-02, release-3.38.0-01",plugins.nexus-repository-maven.src.test.java.org.sonatype.nexus.content.maven.internal.MavenSearchDocumentProducerTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,3,0,22,4,5,12,3,0.14,-2,-2,-2,1,1,0,100.0,6,6,6,8,8,8,False
sonatype/nexus-public,967780bde7b91b2858df835ee4d3963fd7c10b4b,"release-3.37.3-02, release-3.38.0-01",components.nexus-cleanup.src.test.java.org.sonatype.nexus.cleanup.internal.orient.service.OrientCleanupServiceImplTest.java,17,0,0,0,0,0,9,0,0,0,0,0,0,0,0.0,13.0,0,13,0,0,13,0,132,17,44,154,0,0.0,3,3,3,1,1,0,100.0,31,31,31,28,28,28,False
sonatype/nexus-public,967780bde7b91b2858df835ee4d3963fd7c10b4b,"release-3.37.3-02, release-3.38.0-01",components.nexus-cleanup.src.test.java.org.sonatype.nexus.cleanup.internal.orient.search.elasticsearch.OrientElasticSearchCleanupComponentBrowseTest.java,16,0,0,0,0,0,5,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,0,109,16,37,120,17,0.16,1,1,0,2,2,0,60.87,12,7,6,11,7,6,False
sonatype/nexus-public,967780bde7b91b2858df835ee4d3963fd7c10b4b,"release-3.37.3-02, release-3.38.0-01",components.nexus-base.src.test.java.org.sonatype.nexus.internal.jwt.datastore.JwtSecretDAOTest.java,5,1,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,1,0,33,5,7,15,5,0.15,85,69,42,2,2,0,62.16,98,69,49,13,13,6,False
sonatype/nexus-public,967780bde7b91b2858df835ee4d3963fd7c10b4b,"release-3.37.3-02, release-3.38.0-01",components.nexus-security.src.test.java.org.sonatype.nexus.security.JwtHelperTest.java,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,4.0,0,0,0,0,5,0,81,11,26,62,18,0.22,168,108,56,3,1,0,100.0,222,108,74,54,29,18,False
sonatype/nexus-public,967780bde7b91b2858df835ee4d3963fd7c10b4b,"release-3.37.3-02, release-3.38.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.search.query.ElasticSearchUtilsTest.java,28,1,0,0,0,0,17,0,0,0,0,1,0,0,1.0,23.0,0,0,0,0,24,0,177,28,59,140,61,0.34,10,36,5,2,2,0,64.86,42,42,21,32,26,16,False
sonatype/nexus-public,e92e1d000ee34eae2b4ecad89fd974f6fff06c6a,"release-3.38.1-01, release-3.39.0-01",components.nexus-core.src.test.java.org.sonatype.nexus.internal.selector.SelectorManagerImplTest.java,17,0,0,0,0,0,10,10,0,0,0,0,0,0,1.0,12.0,0,0,0,0,12,0,137,17,41,124,9,0.07,9,6,3,3,2,0,59.18,29,14,10,20,11,7,False
sonatype/nexus-public,e92e1d000ee34eae2b4ecad89fd974f6fff06c6a,"release-3.38.1-01, release-3.39.0-01",components.nexus-base.src.test.java.org.sonatype.nexus.internal.security.model.CPrivilegeDAOTest.java,7,2,0,0,0,0,0,4,0,0,0,0,0,0,,,1,0,0,0,4,0,84,7,13,60,18,0.21,9,9,9,1,1,0,100.0,36,36,36,27,27,27,False
sonatype/nexus-public,e92e1d000ee34eae2b4ecad89fd974f6fff06c6a,"release-3.38.1-01, release-3.39.0-01",components.nexus-upgrade.src.test.java.org.sonatype.nexus.upgrade.internal.DistributedEventsUpgradeTest.java,5,3,0,0,0,0,3,0,0,0,0,0,0,0,3.0,9.0,2,0,0,0,3,0,40,5,12,23,6,0.15,92,91,46,2,1,0,100.0,95,91,48,3,3,2,False
sonatype/nexus-public,e92e1d000ee34eae2b4ecad89fd974f6fff06c6a,"release-3.38.1-01, release-3.39.0-01",components.nexus-repository-services.src.test.java.org.sonatype.nexus.repository.proxy.ProxyFacetSupportTest.java,18,5,0,0,0,0,13,0,1,0,0,0,0,0,13.0,36.0,0,0,0,0,17,0,176,22,53,145,22,0.13,6,12,2,4,1,0,100.0,46,24,12,40,30,10,False
