App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isMergeMethod
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.roll.RollableFileOutputStreamTest.java,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,6,0,0,0,102,9,21,51,13,0.13,0,0,0,1,1,0,100.0,16,16,16,16,16,16,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.WindowedSeekableByteChannelTest.java,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,9,0,0,0,192,12,37,61,26,0.14,-6,-6,-6,1,1,0,100.0,31,31,31,37,37,37,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.TimeUtilTest.java,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,18,0,0,0,85,18,19,55,33,0.39,3,3,3,1,1,0,100.0,56,56,56,53,53,53,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.ShortNameComparatorTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,0,0,64,6,7,27,8,0.13,-6,-6,-6,1,1,0,100.0,36,36,36,42,42,42,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.PayloadUtilTest.java,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,9,0,0,0,148,12,24,69,40,0.27,1,1,1,1,1,0,100.0,70,70,70,69,69,69,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.MetadataDictionaryUtilTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,36,3,9,14,8,0.22,0,0,0,1,1,0,100.0,8,8,8,8,8,8,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.MagicNumberUtilTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,28,2,3,13,2,0.07,0,0,0,1,1,0,100.0,7,7,7,7,7,7,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.LineTokenizerTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,6,0,0,0,77,6,9,31,51,0.66,1,1,1,1,1,0,100.0,66,66,66,65,65,65,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.HtmlEntityMapTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,12,1,1,5,2,0.17,0,0,0,1,1,0,100.0,6,6,6,6,6,6,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.FlexibleDateTimeParserTest.java,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,337,26,32,57,7,0.02,0,0,0,1,1,0,100.0,34,34,34,34,34,34,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.EntropyTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,12,2,4,5,2,0.17,0,0,0,1,1,0,100.0,9,9,9,9,9,9,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.DependencyCheckTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,37,5,5,14,5,0.14,0,0,0,1,1,0,100.0,14,14,14,14,14,14,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.DataUtilTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,8,0,0,0,78,8,12,48,26,0.33,0,0,0,1,1,0,100.0,39,39,39,39,39,39,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.search.ByteMatcherTest.java,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,33,0,0,0,144,35,42,97,39,0.27,1,1,1,1,1,0,100.0,85,85,85,84,84,84,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.CounterSetTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,30,5,5,17,5,0.17,1,1,1,1,1,0,100.0,14,14,14,13,13,13,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.ConstructorLookupCacheTest.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,73,7,8,12,13,0.18,1,1,1,1,1,0,100.0,12,12,12,11,11,11,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.ClassLookupCacheTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,28,3,5,7,5,0.18,1,1,1,1,1,0,100.0,10,10,10,9,9,9,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.ClassComparatorTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,17,5,5,12,5,0.29,0,0,0,1,1,0,100.0,13,13,13,13,13,13,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.CharsetUtilTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,0,0,29,4,6,13,13,0.45,0,0,0,1,1,0,100.0,23,23,23,23,23,23,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.CharacterCounterSetTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,8,0,0,0,47,8,8,28,11,0.23,0,0,0,1,1,0,100.0,22,22,22,22,22,22,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.CaseInsensitiveMapTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,41,5,7,20,10,0.24,0,0,0,1,1,0,100.0,27,27,27,27,27,27,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.util.ByteUtilTest.java,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,23,0,0,0,145,23,24,72,82,0.57,0,0,0,1,1,0,100.0,111,111,111,111,111,111,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.server.mvc.internal.WorkSpaceClientSpaceTakeActionTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,59,6,13,51,10,0.17,0,0,0,2,1,0,100.0,37,25,18,37,25,18,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.server.mvc.internal.WorkBundleCompletedActionTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,73,8,18,68,12,0.16,-1,0,0,2,1,0,100.0,48,32,24,49,33,24,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.server.mvc.internal.RegisterPeerActionTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,56,6,12,47,8,0.14,-1,0,0,2,1,0,100.0,27,18,14,28,19,14,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.server.mvc.internal.HeartbeatActionTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,49,5,10,42,6,0.12,-1,0,0,2,1,0,100.0,24,17,12,25,18,12,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.server.mvc.internal.FailDirectoryActionTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,64,6,14,50,8,0.13,-3,0,-2,2,1,0,100.0,37,25,18,40,28,20,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.server.mvc.internal.DeregisterPlaceActionTest.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,71,7,14,52,10,0.14,0,0,0,2,1,0,100.0,38,26,19,38,26,19,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.server.api.PlacesTest.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,58,7,10,44,16,0.28,-2,-1,-1,2,1,0,100.0,35,18,18,37,19,18,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.pickup.file.FilePickUpClientTest.java,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,6,0,2,0,88,8,17,45,12,0.14,1,1,1,1,1,0,100.0,33,33,33,32,32,32,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.pickup.WorkUnitTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,20,3,3,15,6,0.3,0,0,0,1,1,0,100.0,15,15,15,15,15,15,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.pickup.WorkSpaceTest.java,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,11,0,0,0,326,13,67,112,34,0.1,-3,-3,-3,1,1,0,100.0,64,64,64,67,67,67,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.pickup.WorkBundleTest.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,10,0,0,0,242,11,34,129,72,0.3,1,1,1,1,1,0,100.0,84,84,84,83,83,83,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.pickup.QueServerTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,110,2,5,8,4,0.04,0,0,0,1,1,0,100.0,16,16,16,16,16,16,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.pickup.PickupQueueTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,90,4,8,19,23,0.26,1,1,1,1,1,0,100.0,37,37,37,36,36,36,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.pickup.PickUpPlaceTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,17,5,5,10,5,0.29,0,0,0,2,1,0,100.0,14,7,7,14,7,7,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.parser.SimpleParserTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,0,0,94,6,15,59,30,0.32,-1,-1,-1,1,1,0,100.0,51,51,51,52,52,52,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.parser.SimpleNioParserTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,48,5,12,21,6,0.13,-2,-2,-2,1,1,0,100.0,21,21,21,23,23,23,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.parser.SessionProducerTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,40,3,6,26,13,0.33,0,0,0,1,1,0,100.0,21,21,21,21,21,21,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.parser.PositionRecordTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,21,3,3,9,6,0.29,0,0,0,1,1,0,100.0,12,12,12,12,12,12,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.parser.ParserFactoryTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,10,1,3,5,1,0.1,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.parser.InputSessionTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,43,6,10,16,16,0.37,0,0,0,1,1,0,100.0,21,21,21,21,21,21,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.parser.DecomposedSessionTest.java,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,18,0,0,0,133,19,25,78,40,0.3,-2,-2,-2,1,1,0,100.0,72,72,72,74,74,74,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.parser.DataIdentifierTest.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,6,0,0,0,60,7,16,26,11,0.18,0,0,0,1,1,0,100.0,26,26,26,26,26,26,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.parser.DataByteBufferSlicerTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,0,0,33,4,8,17,4,0.12,0,0,0,1,1,0,100.0,14,14,14,14,14,14,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.parser.DataByteArraySlicerTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,0,0,31,4,8,14,4,0.13,0,0,0,1,1,0,100.0,15,15,15,15,15,15,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.pool.AgentPoolTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,14,2,6,5,3,0.21,-13,-13,-13,1,1,0,100.0,27,27,27,40,40,40,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.output.roller.JournaledCoalescerTest.java,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,14,0,0,0,206,16,35,131,36,0.17,-14,-2,-7,2,1,0,100.0,80,43,40,94,55,47,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.output.filter.XmlOutputFilterTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,39,4,7,23,6,0.15,0,0,0,1,1,0,100.0,17,17,17,17,17,17,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.output.filter.JsonOutputFilterTest.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,13,0,0,0,253,15,27,167,49,0.19,0,0,0,1,1,0,100.0,75,75,75,75,75,75,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.output.filter.DataFilterTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,32,2,3,20,5,0.16,0,0,0,1,1,0,100.0,13,13,13,13,13,13,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.output.roller.journal.JournaledChannelTest.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,11,0,0,0,85,15,27,33,5,0.06,2,2,2,1,1,0,100.0,42,42,42,40,40,40,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.output.roller.journal.JournaledChannelPoolTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,59,5,12,25,4,0.07,1,1,1,1,1,0,100.0,14,14,14,13,13,13,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.output.roller.journal.JournalTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,67,6,16,21,5,0.07,-1,-1,-1,1,1,0,100.0,15,15,15,16,16,16,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.output.DropOffUtilTest.java,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,12,0,0,0,382,16,29,111,63,0.16,2,2,2,1,1,0,100.0,104,104,104,102,102,102,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.output.DropOffPlaceTest.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,50,7,20,26,6,0.12,-1,-1,-1,1,1,0,100.0,17,17,17,18,18,18,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.kff.SsdeepTest.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,8,0,0,0,124,10,22,36,10,0.08,-2,-2,-2,1,1,0,100.0,15,15,15,17,17,17,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.kff.KffQuincyFileTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,17,3,5,3,5,0.29,-3,-3,-3,1,1,0,100.0,8,8,8,11,11,11,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.kff.KffMemcachedTest.java,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0,0,5,0,1,0,108,13,34,43,8,0.07,-1,-1,-1,1,1,0,100.0,36,36,36,37,37,37,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.kff.KffFileTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,41,4,8,11,6,0.15,-3,-3,-3,1,1,0,100.0,9,9,9,12,12,12,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.kff.KffDataObjectHandlerTest.java,8,2,0,0,0,0,0,2,0,0,0,0,0,0,2.0,0.0,0,0,3,0,3,0,78,8,14,37,21,0.27,0,0,0,1,1,0,100.0,9,9,9,9,9,9,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.kff.KffChainTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,77,3,13,39,24,0.31,0,0,0,1,1,0,100.0,7,7,7,7,7,7,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.kff.ChecksumResultsTest.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,19,1,4,7,5,0.26,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.kff.ChecksumCalculatorTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,6,0,0,0,117,6,29,66,48,0.41,0,0,0,1,1,0,100.0,8,8,8,8,8,8,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.id.SizeIdPlaceTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,0,0,27,6,11,15,5,0.19,0,0,0,1,1,0,100.0,16,16,16,16,16,16,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.id.IdPlaceTest.java,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,63,7,16,39,11,0.17,0,0,0,1,1,0,100.0,23,23,23,23,23,23,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.directory.WildcardEntryTest.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,8,0,0,0,93,8,16,43,28,0.3,0,0,0,1,1,0,100.0,40,40,40,40,40,40,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.directory.KeyManipulatorTest.java,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,11,0,0,0,115,11,13,41,62,0.54,6,6,6,1,1,0,100.0,94,94,94,88,88,88,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.directory.HeartbeatManagerTest.java,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,0,0,43,4,6,30,4,0.09,-1,0,0,2,1,0,100.0,15,8,8,16,8,8,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.directory.DirectoryPlaceTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,0,0,100,6,11,56,15,0.15,-1,-1,-1,1,1,0,100.0,36,36,36,37,37,37,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.directory.DirectoryEntryTest.java,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,12,0,0,0,131,14,18,86,65,0.5,0,0,0,1,1,0,100.0,91,91,91,91,91,91,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.directory.DirectoryEntryMapTest.java,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,10,0,0,0,166,12,22,66,57,0.34,-1,-1,-1,1,1,0,100.0,91,91,91,92,92,92,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.directory.DirectoryEntryListTest.java,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,13,0,0,0,143,15,20,74,42,0.29,-7,-7,-7,1,1,0,100.0,77,77,77,84,84,84,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.config.ServiceConfigGuideTest.java,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,33,0,0,0,492,33,74,228,164,0.33,1,1,1,1,1,0,100.0,218,218,218,217,217,217,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.config.ConfigUtilTest.java,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,30,0,0,0,414,34,72,243,73,0.18,-6,-6,-6,1,1,0,100.0,125,125,125,131,131,131,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.command.converter.WorkspaceSortModeConverterTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,27,6,8,10,5,0.19,0,0,0,2,1,0,100.0,16,9,8,16,9,8,False
NationalSecurityAgency/emissary,ac7bce8ff81786c2cce1eacddddeb9f821d8df05,"7.5.0, 7.6.0",src.test.java.emissary.command.converter.PriorityDirectoryConverterTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,31,6,7,17,9,0.29,-5,-1,-2,2,1,0,100.0,23,13,12,28,17,14,False
