App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isReplaceVariableWithAttribute
jborgers/sonar-pmd,a5da0c1cde1bd7be862a09dbb743fd9367c849d6,"2.1, 2.2",src.test.java.org.sonar.plugins.pmd.PmdRuleRepositoryTest.java,8,1,0,0,0,0,1,0,1,0,0,0,0,0,1.0,4.0,0,0,0,1,6,0,51,9,17,44,11,0.22,16,16,16,1,1,0,100.0,21,21,21,5,5,5,False
jborgers/sonar-pmd,a5da0c1cde1bd7be862a09dbb743fd9367c849d6,"2.1, 2.2",src.test.java.org.sonar.plugins.pmd.PmdProfileImporterTest.java,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.0,1,0,0,0,10,0,91,14,22,94,17,0.19,2,2,1,2,1,0,100.0,13,10,6,11,10,6,False
jborgers/sonar-pmd,a5da0c1cde1bd7be862a09dbb743fd9367c849d6,"2.1, 2.2",src.test.java.org.sonar.plugins.pmd.PmdViolationToRuleViolationTest.java,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0,0,0,3,3,0,47,3,3,38,7,0.15,7,7,4,2,1,0,100.0,19,17,10,12,10,6,False
jborgers/sonar-pmd,a5da0c1cde1bd7be862a09dbb743fd9367c849d6,"2.1, 2.2",src.test.java.org.sonar.plugins.pmd.PmdTemplateTest.java,12,0,0,0,0,0,2,0,0,0,0,0,0,0,2.0,14.0,0,2,0,2,12,0,57,12,15,50,8,0.14,5,5,5,1,1,0,100.0,36,36,36,31,31,31,False
jborgers/sonar-pmd,a5da0c1cde1bd7be862a09dbb743fd9367c849d6,"2.1, 2.2",src.test.java.org.sonar.plugins.pmd.PmdSensorTest.java,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,8.0,0,4,0,0,9,0,75,12,20,71,5,0.07,0,0,0,1,1,0,100.0,6,6,6,6,6,6,False
jborgers/sonar-pmd,a5da0c1cde1bd7be862a09dbb743fd9367c849d6,"2.1, 2.2",src.test.java.org.sonar.plugins.pmd.PmdExecutorTest.java,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,4.0,0,3,0,0,4,0,67,7,17,63,1,0.01,10,10,10,1,1,0,100.0,21,21,21,11,11,11,False
jborgers/sonar-pmd,9edb9f91ef49475358c99bf8a25c8dd9061e95e7,"2.2, 2.3",src.test.java.org.sonar.plugins.pmd.PmdProfileExporterTest.java,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,6,0,80,11,23,63,9,0.11,14,14,5,3,1,0,100.0,21,18,7,7,4,2,False
jborgers/sonar-pmd,9edb9f91ef49475358c99bf8a25c8dd9061e95e7,"2.2, 2.3",src.test.java.org.sonar.plugins.pmd.PmdConfigurationTest.java,8,2,0,0,0,0,4,0,3,0,0,0,0,0,0.0,5.0,0,2,0,5,5,0,55,8,17,41,6,0.11,20,20,20,1,1,0,100.0,47,47,47,27,27,27,False
jborgers/sonar-pmd,9edb9f91ef49475358c99bf8a25c8dd9061e95e7,"2.2, 2.3",src.test.java.org.sonar.plugins.pmd.PmdTemplateTest.java,11,0,0,0,0,0,2,0,0,0,0,0,0,0,7.0,13.0,0,2,0,0,11,0,59,12,18,58,9,0.15,11,9,6,2,1,0,100.0,42,26,21,31,17,16,False
jborgers/sonar-pmd,9edb9f91ef49475358c99bf8a25c8dd9061e95e7,"2.2, 2.3",src.test.java.org.sonar.plugins.pmd.PmdExecutorTest.java,10,3,0,0,0,0,6,2,2,0,0,0,0,0,0.0,5.0,0,3,0,3,7,0,99,10,25,86,5,0.05,45,32,9,5,1,0,100.0,94,43,19,49,27,10,False
