App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isReplaceTryCatchWithAssertThrows
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.JobMongoDBAdaptorTest.java,8,4,0,0,0,0,8,0,0,3,0,0,0,0,7.0,19.0,0,1,0,5,8,0,114.0,8.0,19.0,119.0,16.0,0.14,214,99,9,23,2,0,94.01,324,99,14,110,24,5,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.metadata.StudyConfigurationManagerTest.java,14,3,0,0,0,0,11,0,0,2,0,0,0,0,,,0,9,0,0,12,0,158.0,14.0,31.0,116.0,19.0,0.12,239,199,60,4,2,0,94.05,254,199,64,15,15,4,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-app.src.test.java.org.opencb.opencga.app.cli.analysis.AnalysisMainTest.java,5,3,0,0,0,0,3,3,3,1,0,0,0,0,0.0,0.0,1,0,0,3,3,0,122.0,5.0,12.0,75.0,17.0,0.14,346,121,8,41,3,1,62.8,626,122,15,280,58,7,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.StudyMongoDBAdaptorTest.java,14,4,0,0,0,0,13,0,0,0,0,0,0,0,5.0,32.0,1,7,0,0,13,0,147.0,14.0,30.0,92.0,20.0,0.14,246,69,9,28,2,1,95.19,362,69,13,116,29,4,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-analysis.src.test.java.org.opencb.opencga.analysis.JobFactoryTest.java,5,4,1,0,0,0,4,4,1,0,0,0,0,1,0.0,4.0,0,0,0,1,4,0,58.0,5.0,13.0,75.0,11.0,0.19,136,119,6,23,3,0,65.98,190,119,8,54,9,2,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-server.src.test.java.org.opencb.opencga.server.rest.SampleWSServerTest.java,9,4,0,0,0,0,5,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,0,66.0,9.0,21.0,73.0,9.0,0.14,160,78,6,27,3,0,46.83,222,78,8,62,17,2,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.archive.VariantHbaseTransformTaskTest.java,6,0,2,0,0,0,3,0,0,2,0,0,0,0,0.0,0.0,0,0,0,0,3,0,78.0,12.0,34.0,39.0,3.0,0.04,160,146,18,9,3,0,73.74,179,146,20,19,9,2,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.CatalogUtilsTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,15.0,1.0,2.0,7.0,7.0,0.47,47,40,7,7,3,0,64.03,93,41,13,46,41,7,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-app.src.test.java.org.opencb.opencga.app.cli.analysis.VariantQueryCommandUtilsTest.java,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,15.0,1.0,3.0,6.0,1.0,0.07,53,35,7,8,3,1,59.42,61,35,8,8,3,1,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.UserMongoDBAdaptorTest.java,11,6,0,0,0,0,11,0,0,0,0,0,0,0,10.0,19.0,1,2,0,0,11,0,116.0,11.0,27.0,107.0,33.0,0.28,223,112,8,29,3,0,85.78,435,134,15,212,42,7,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.CatalogSampleAnnotationsLoaderTest.java,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1.0,0.0,0,2,0,0,3,0,80.0,6.0,14.0,59.0,5.0,0.06,159,92,3,47,4,1,45.65,269,92,6,110,11,2,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-core.src.test.java.org.opencb.opencga.core.config.ConfigurationTest.java,2,0,0,0,0,0,2,0,0,1,0,0,0,0,2.0,0.0,0,2,0,0,2,0,48.0,2.0,4.0,33.0,0.0,0.0,106,67,3,33,4,2,50.0,179,67,5,73,18,2,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.variant.operations.VariantFileIndexerStorageOperationTest.java,20,8,4,0,0,0,18,0,8,0,0,0,0,0,0.0,0.0,2,10,0,8,18,0,233.0,20.0,57.0,245.0,50.0,0.21,411,241,18,23,3,1,86.52,606,241,26,195,74,8,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.variant.CatalogStudyConfigurationFactoryTest.java,9,0,0,0,0,0,4,0,0,0,0,0,0,0,3.0,7.0,0,4,0,0,4,0,112.0,9.0,24.0,127.0,6.0,0.05,229,104,5,47,3,0,73.32,435,104,9,206,27,4,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.load.MongoVariantImporterTest.java,5,1,4,0,0,0,4,3,0,4,0,0,0,0,0.0,0.0,0,0,0,0,4,0,59.0,5.0,15.0,59.0,5.0,0.08,132,110,10,13,2,0,92.59,174,110,13,42,13,3,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-server.src.test.java.org.opencb.opencga.server.rest.OpenCGAWSServerTest.java,7,0,0,0,0,1,3,1,0,1,0,0,0,0,0.0,0.0,1,2,0,0,3,0,52.0,7.0,16.0,21.0,2.0,0.04,193,87,4,50,4,0,49.73,566,115,11,373,92,7,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.load.MongoDBVariantStageReaderTest.java,5,1,1,0,0,0,2,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,67.0,5.0,11.0,37.0,3.0,0.04,132,91,15,9,2,0,90.91,165,91,18,33,14,4,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.archive.mr.VariantLocalConflictResolverTest.java,52,13,0,0,0,0,39,37,0,9,0,0,0,0,5.0,29.0,0,8,0,0,39,0,428.0,52.0,110.0,311.0,59.0,0.14,624,230,35,18,3,1,67.09,821,230,46,197,107,11,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.FileScannerTest.java,10,7,1,0,0,0,8,8,6,0,0,0,0,0,2.0,7.0,2,0,0,6,8,0,178.0,10.0,30.0,153.0,40.0,0.22,309,175,7,47,3,0,55.23,532,175,11,223,23,5,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.config.StorageConfigurationTest.java,2,0,0,0,0,0,2,0,1,1,0,0,0,0,1.0,2.0,0,2,0,1,2,0,30.0,2.0,4.0,17.0,0.0,0.0,87,62,6,15,2,0,90.77,141,62,9,54,16,4,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.auth.authorization.CatalogAuthorizationManagerTest.java,66,13,0,0,0,0,61,61,0,0,0,0,0,0,2.0,6.0,5,34,0,1,61,0,504.0,66.0,139.0,479.0,54.0,0.11,899,115,9,101,4,2,71.65,2007,197,20,1108,135,11,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.CatalogAnnotationsValidatorTest.java,20,1,0,0,0,0,19,0,0,0,0,0,0,0,0.0,19.0,0,19,0,0,20,0,111.0,20.0,39.0,83.0,5.0,0.05,232,103,17,14,3,0,54.27,327,112,23,95,35,7,False
opencb/opencga,c8ef3fe0f0fbfe8169eccae0c54223151a709288,"0.3.2, show",opencga-catalog.src.test.java.org.opencb.opencga.catalog.io.PosixCatalogIOManagerTest.java,3,2,0,0,0,0,2,0,0,0,0,1,0,0,2.0,4.0,0,0,1,0,2,0,39.0,3.0,9.0,26.0,7.0,0.18,94,70,8,12,3,1,80.0,122,70,10,28,10,2,False
opencb/opencga,0dde6edfaac9edbfae70b693448428f4a711d3c7,"v0.3.3, v0.4.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.ThreadRunnerTest.java,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0,1,0,0,1,0,197.0,1.0,2.0,8.0,0.0,0.0,131,83,33,4,1,0,100.0,217,116,54,86,70,22,False
opencb/opencga,53f064e16e1b0481ed6762993cff17f85bd932bd,"v0.4.0, v0.5.0",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.DBObjectToVariantConverterTest.java,6,3,0,0,0,0,0,3,0,0,0,0,0,0,1.0,4.0,0,0,0,0,5,0,92.0,6.0,7.0,52.0,9.0,0.1,3,2,1,3,2,0,87.38,53,45,18,50,43,17,False
opencb/opencga,33c28787d4d5993c9712723c67751e7c3c369086,"v0.5.0, v0.5.1",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.DBObjectToVariantSourceConverterTest.java,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,61.0,3.0,4.0,38.0,24.0,0.39,14,14,14,1,1,0,100.0,20,20,20,6,6,6,False
opencb/opencga,33c28787d4d5993c9712723c67751e7c3c369086,"v0.5.0, v0.5.1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.CatalogMongoDBAdaptorTest.java,38,18,1,0,0,0,35,0,3,25,0,0,0,0,34.0,101.0,2,2,0,3,35,0,526.0,38.0,101.0,326.0,57.0,0.11,1,1,1,1,1,0,100.0,10,10,10,9,9,9,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.io.VariantExporterTest.java,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,2.0,0,0,2,0,2,0,142.0,9.0,28.0,75.0,14.0,0.1,234,101,23,10,3,1,55.37,322,101,32,88,31,9,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-catalog.src.test.java.org.opencb.opencga.catalog.CatalogManagerTest.java,66,30,6,0,0,1,57,57,7,9,0,0,0,1,50.0,290.0,13,20,0,8,57,0,1096.0,66.0,167.0,621.0,187.0,0.17,538,126,22,25,1,0,100.0,722,162,29,184,36,7,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-analysis.src.test.java.org.opencb.opencga.analysis.storage.variant.VariantStorageTest.java,11,2,0,0,0,0,3,3,0,0,0,0,0,0,3.0,10.0,1,1,0,1,3,0,171.0,11.0,29.0,104.0,12.0,0.07,266,238,44,6,2,1,96.54,292,238,49,26,15,4,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.VariantMongoDBAdaptorTest.java,6,4,3,0,0,0,4,0,0,0,0,0,0,0,4.0,8.0,0,0,0,0,4,0,82.0,6.0,16.0,55.0,8.0,0.1,108,56,15,7,1,0,100.0,157,57,22,49,31,7,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.adaptors.VariantDBAdaptorTest.java,13,10,4,0,0,0,3,0,0,3,0,0,0,0,,,2,0,1,0,10,0,150.0,13.0,27.0,99.0,34.0,0.23,67,53,5,14,3,1,65.43,155,54,11,88,36,6,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.VariantStorageManagerTest.java,9,4,1,0,0,0,5,0,0,0,0,0,0,0,3.0,26.0,1,1,1,0,5,0,162.0,9.0,24.0,117.0,39.0,0.24,90,56,7,13,2,0,84.62,149,67,11,59,16,5,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-server.src.test.java.org.opencb.opencga.server.ws.OpenCGAWSServerTest.java,7,1,1,0,0,0,3,0,1,1,0,0,0,0,0.0,0.0,1,1,0,1,3,0,108.0,7.0,19.0,67.0,13.0,0.12,100,87,11,9,1,0,100.0,259,115,29,159,83,18,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.DBObjectToVariantSourceEntryConverterTest.java,6,2,0,0,0,0,0,5,0,0,0,0,0,0,2.0,7.0,0,0,0,0,5,0,99.0,6.0,7.0,42.0,8.0,0.08,3,15,0,9,1,0,100.0,100,40,11,97,57,11,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.DBObjectToVariantConverterTest.java,6,3,0,0,0,0,0,4,0,0,0,0,0,0,1.0,4.0,0,0,0,0,5,0,93.0,6.0,7.0,50.0,9.0,0.1,9,4,1,8,1,0,100.0,32,13,4,23,9,3,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.alignment.IndexedAlignmentDBAdaptorTest.java,7,0,0,0,0,0,4,4,0,0,0,0,0,0,3.0,13.0,0,4,0,0,4,0,101.0,7.0,19.0,61.0,0.0,0.0,14,13,7,2,2,1,96.25,47,45,24,33,32,16,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.CatalogAnnotationsValidatorTest.java,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0.0,17.0,0,17,0,0,17,0,91.0,17.0,34.0,64.0,0.0,0.0,156,103,52,3,1,0,100.0,171,112,57,15,9,5,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-server.src.test.java.org.opencb.opencga.server.ws.FileWSServerTest.java,16,4,0,1,0,0,5,0,5,0,0,0,0,0,0.0,0.0,2,0,0,5,5,0,213.0,17.0,48.0,161.0,20.0,0.09,400,153,40,10,2,1,99.52,410,153,41,10,3,1,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.CatalogMongoDBAdaptorTest.java,45,21,1,0,0,0,41,38,4,24,0,0,0,0,22.0,56.0,3,5,0,4,42,0,625.0,45.0,114.0,430.0,83.0,0.13,89,56,11,8,1,0,100.0,184,74,23,95,71,12,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-server.src.test.java.org.opencb.opencga.server.ws.UserWSServerTest.java,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,97.0,6.0,15.0,54.0,7.0,0.07,5,5,5,1,1,0,100.0,75,75,75,70,70,70,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-server.src.test.java.org.opencb.opencga.server.ws.ProjectWSServerTest.java,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,89.0,5.0,12.0,45.0,4.0,0.04,-25,0,-12,2,1,0,100.0,55,51,28,80,76,40,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.CatalogFileUtilsTest.java,10,6,3,0,0,0,8,7,7,1,0,0,0,0,5.0,23.0,4,2,0,7,8,0,240.0,10.0,34.0,153.0,45.0,0.19,9,9,9,1,1,0,100.0,9,9,9,0,0,0,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.config.StorageConfigurationTest.java,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1.0,0.0,0,2,0,0,2,0,23.0,2.0,4.0,7.0,0.0,0.0,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
opencb/opencga,484a84bc7c68bf8d1d42791def8c921af614959c,"v0.5.2, v0.6.0-rc",opencga-analysis.src.test.java.org.opencb.opencga.analysis.files.FileMetadataReaderTest.java,6,5,0,0,0,0,5,5,5,0,0,0,0,1,5.0,19.0,2,0,0,5,5,0,122.0,6.0,21.0,114.0,48.0,0.39,31,30,10,3,1,0,100.0,39,30,13,8,6,3,False
opencb/opencga,5d85f85512a8afbfe80b825814416466babb0db1,"v0.6.0-rc, v0.6.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.io.VariantExporterTest.java,11,0,2,0,0,0,2,0,0,0,0,0,0,0,0.0,2.0,0,0,2,0,2,0,161.0,11.0,38.0,90.0,14.0,0.09,24,24,24,1,1,0,100.0,48,48,48,24,24,24,False
opencb/opencga,5d85f85512a8afbfe80b825814416466babb0db1,"v0.6.0-rc, v0.6.0",opencga-analysis.src.test.java.org.opencb.opencga.analysis.storage.variant.VariantStorageTest.java,10,2,0,0,0,0,3,3,0,0,0,0,0,0,3.0,10.0,1,1,0,1,3,0,158.0,10.0,26.0,92.0,12.0,0.08,-4,1,-2,2,1,0,100.0,18,15,9,22,20,11,False
opencb/opencga,abe4738a609c80c2fc384edcc87a73489544f0d5,"v1.0.0-rc1, v1.0.0-rc2",opencga-analysis.src.test.java.org.opencb.opencga.analysis.storage.CatalogStudyConfigurationFactoryTest.java,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,3,0,0,3,0,112.0,13.0,36.0,77.0,10.0,0.09,17,16,8,2,2,0,76.19,19,16,10,2,2,1,False
opencb/opencga,abe4738a609c80c2fc384edcc87a73489544f0d5,"v1.0.0-rc1, v1.0.0-rc2",opencga-storage.opencga-storage-hadoop.src.test.java.org.opencb.opencga.storage.hadoop.variant.archive.mr.VariantLocalConflictResolverTest.java,47,12,0,0,0,0,37,0,0,5,0,0,0,0,4.0,24.0,0,8,0,0,37,0,377.0,47.0,95.0,292.0,56.0,0.15,85,24,17,5,2,0,90.18,124,41,25,39,23,8,False
opencb/opencga,3c7534f4d07a2e9a7ee605ef7b738f3653506093,"v1.0.0-rc2, v1.0.0-rc2.1",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.adaptors.VariantDBAdaptorTest.java,63,34,26,0,0,0,9,46,0,15,0,0,0,0,,,9,8,1,0,50,0,964.0,63.0,142.0,595.0,172.0,0.18,26,12,6,4,1,0,100.0,107,41,27,81,37,20,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.adaptors.VariantDBAdaptorTest.java,86,40,30,0,0,0,10,62,0,14,0,1,0,0,,,11,15,1,0,66,0,1163.0,86.0,182.0,773.0,204.0,0.18,315,35,13,24,1,0,100.0,451,39,19,136,39,6,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.CatalogUtilsTest.java,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,15.0,1.0,2.0,7.0,7.0,0.47,-39,-39,-39,1,1,0,100.0,2,2,2,41,41,41,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.search.VariantSearchManagerTest.java,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,0,223.0,16.0,43.0,81.0,7.0,0.03,98,40,7,15,2,0,85.8,380,153,25,282,115,19,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.VariantStorageManagerTest.java,29,11,6,0,0,0,22,0,0,5,0,1,0,0,0.0,0.0,3,10,2,0,22,0,514.0,29.0,83.0,447.0,96.0,0.19,8,6,1,9,3,1,77.55,53,15,6,45,14,5,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.CatalogFileUtilsTest.java,9,4,2,0,0,0,7,4,6,0,0,0,0,0,2.0,4.0,2,3,0,6,7,0,137.0,9.0,30.0,130.0,20.0,0.15,3,1,1,5,1,0,100.0,10,4,2,7,4,1,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.converters.DocumentToVariantAnnotationConverterTest.java,6,2,0,0,0,0,2,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,59.0,6.0,17.0,30.0,8.0,0.14,48,24,16,3,1,0,100.0,179,116,60,131,93,44,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.IndividualMongoDBAdaptorTest.java,21,5,0,0,0,0,20,0,0,0,0,0,0,0,17.0,55.0,4,12,1,0,20,0,180.0,21.0,47.0,202.0,24.0,0.13,3,3,3,1,1,0,100.0,3,3,3,0,0,0,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.adaptors.VariantMongoDBAdaptorTest.java,6,4,3,0,0,0,4,0,0,0,0,0,0,0,4.0,7.0,0,0,0,0,4,0,62.0,6.0,16.0,46.0,9.0,0.15,13,16,3,4,1,0,100.0,24,16,6,11,6,3,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.SampleMongoDBAdaptorTest.java,24,13,1,0,0,0,19,19,0,0,0,0,0,0,12.0,40.0,8,2,2,0,19,0,279.0,24.0,49.0,229.0,54.0,0.19,-1,-1,-1,1,1,0,100.0,12,12,12,13,13,13,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.FileManagerTest.java,55,27,10,0,0,2,46,41,16,6,1,1,0,0,21.0,68.0,13,14,0,16,47,0,902.0,55.0,151.0,591.0,192.0,0.21,212,176,42,5,1,0,100.0,254,197,51,42,21,8,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-app.src.test.java.org.opencb.opencga.app.cli.analysis.VariantQueryCommandUtilsTest.java,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,15.0,1.0,3.0,6.0,1.0,0.07,2,1,1,3,2,0,80.0,6,4,2,4,3,1,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-catalog.src.test.java.org.opencb.opencga.catalog.auth.authorization.CatalogAuthorizationManagerTest.java,67,14,0,0,0,0,63,63,0,0,0,0,0,0,3.0,21.0,5,35,0,0,63,0,462.0,67.0,138.0,364.0,57.0,0.12,17,11,4,4,1,0,100.0,45,22,11,28,11,7,False
opencb/opencga,fd056d2e45e53a89f17553ce1bffe781bd14a71e,"v1.0.0-rc3, v1.0.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.io.VariantExporterTest.java,5,1,1,0,0,0,2,0,0,2,0,0,0,0,0.0,2.0,0,1,0,0,2,0,41.0,5.0,15.0,21.0,2.0,0.05,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
opencb/opencga,d19492b13eab240196da9abd0915e9f375fca509,"v1.0.2, v1.1.0-rc",opencga-catalog.src.test.java.org.opencb.opencga.catalog.CatalogManagerTest.java,64,32,5,0,0,0,55,0,2,7,0,1,0,1,52.0,277.0,12,15,2,2,55,0,1027.0,64.0,165.0,756.0,160.0,0.16,48,30,8,6,1,0,100.0,80,30,13,32,16,5,False
opencb/opencga,d19492b13eab240196da9abd0915e9f375fca509,"v1.0.2, v1.1.0-rc",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.VariantStorageManagerTest.java,17,9,6,0,0,0,11,0,0,3,0,1,0,0,,,3,1,2,0,11,0,383.0,17.0,55.0,339.0,84.0,0.22,-1,-1,-1,1,1,0,100.0,0,0,0,1,1,1,False
opencb/opencga,d19492b13eab240196da9abd0915e9f375fca509,"v1.0.2, v1.1.0-rc",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.adaptors.VariantDBAdaptorTest.java,90,40,30,0,0,0,12,67,0,14,0,1,0,0,,,11,15,1,0,67,0,1191.0,90.0,191.0,788.0,204.0,0.17,28,21,14,2,1,0,100.0,79,57,40,51,36,26,False
