App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isReplaceTryCatchWithAssertThrows
opencb/opencga,adc288cfbacd6251640837ac63edc9c48b4069f1,"v1.3.0-rc, v1.3.0",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.adaptors.VariantMongoDBAdaptorTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,16.0,3.0,7.0,3.0,0.0,0.0,-91,0,-30,3,1,0,100.0,9,4,3,100,95,33,False
opencb/opencga,adc288cfbacd6251640837ac63edc9c48b4069f1,"v1.3.0-rc, v1.3.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.adaptors.VariantDBAdaptorTest.java,98,42,30,0,0,0,13,70,0,15,0,1,0,0,,,13,15,1,0,70,0,1250.0,98.0,205.0,845.0,212.0,0.17,49,31,8,6,2,1,99.64,303,192,50,254,176,42,False
opencb/opencga,adc288cfbacd6251640837ac63edc9c48b4069f1,"v1.3.0-rc, v1.3.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.variant.CatalogStudyConfigurationFactoryTest.java,9,0,0,0,0,0,4,0,0,0,0,0,0,0,3.0,7.0,0,4,0,0,4,0,112.0,9.0,24.0,127.0,6.0,0.05,46,46,46,1,1,0,100.0,53,53,53,7,7,7,False
opencb/opencga,adc288cfbacd6251640837ac63edc9c48b4069f1,"v1.3.0-rc, v1.3.0",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.CatalogManagerTest.java,43,20,5,0,0,0,32,0,2,4,0,0,0,1,30.0,185.0,7,8,3,2,32,0,700.0,43.0,119.0,562.0,114.0,0.16,-721,-721,-721,1,1,0,100.0,0,0,0,721,721,721,False
opencb/opencga,8e965b7e240c04d32adc61df4a4a25c713388aa5,"v1.3.2, v1.3.3",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.converters.DocumentToVariantStatsConverterTest.java,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,0,0,0,0,3,0,63.0,4.0,5.0,22.0,11.0,0.17,14,14,14,1,1,0,100.0,22,22,22,8,8,8,False
opencb/opencga,4083b4dba3cd1b1ff575f62934a989b0beda1227,"v1.3.8, v.1.3.9",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.CatalogManagerTest.java,44,21,5,0,0,0,33,0,2,4,0,0,0,1,31.0,190.0,8,8,3,2,33,0,704.0,44.0,120.0,567.0,119.0,0.17,-13,0,-4,3,1,0,100.0,30,25,10,43,37,14,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.gaps.FillGapsTaskTest.java,21,2,0,0,0,0,6,0,0,1,0,0,0,0,0.0,0.0,1,4,0,0,6,0,293.0,21.0,56.0,253.0,35.0,0.12,75,36,9,8,1,0,100.0,112,47,14,37,11,5,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.FamilyManagerTest.java,17,4,3,0,0,0,13,12,0,0,0,0,0,0,1.0,17.0,2,6,0,0,13,0,243.0,17.0,43.0,190.0,37.0,0.15,7,7,2,3,1,0,100.0,74,63,25,67,63,22,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.ClinicalAnalysisManagerTest.java,9,4,0,0,0,0,4,4,0,0,0,0,0,0,0.0,2.0,0,0,0,0,4,0,84.0,9.0,22.0,107.0,25.0,0.3,6,4,2,3,1,0,100.0,19,9,6,13,9,4,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.search.solr.SolrQueryParserTest.java,40,0,0,0,0,0,1,38,0,1,0,0,0,0,0.0,38.0,0,37,0,0,38,0,343.0,40.0,52.0,269.0,37.0,0.11,-148,55,-25,6,2,1,99.7,261,92,44,409,278,68,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.stats.solr.CatalogSolrManagerTest.java,8,2,4,0,0,0,8,0,0,4,0,0,0,0,2.0,14.0,2,6,0,0,8,0,145.0,8.0,25.0,100.0,24.0,0.17,293,248,59,5,1,0,100.0,339,248,68,46,34,9,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.SampleMongoDBAdaptorTest.java,11,5,1,0,0,0,7,7,0,0,0,0,0,0,4.0,16.0,2,2,2,0,7,0,164.0,11.0,23.0,127.0,22.0,0.13,0,1,0,4,1,0,100.0,14,8,4,14,8,4,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.annotation.VariantAnnotationManagerTest.java,6,3,1,0,0,0,4,0,0,0,0,0,0,0,3.0,9.0,1,0,0,0,4,0,110.0,6.0,15.0,78.0,13.0,0.12,13,6,3,4,1,0,100.0,28,14,7,15,8,4,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.CatalogManagerTest.java,43,24,6,0,0,0,39,0,1,4,0,0,0,1,30.0,177.0,11,11,3,1,39,0,645.0,43.0,114.0,582.0,141.0,0.22,-89,61,-9,10,1,0,100.0,139,61,14,228,213,23,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.FileScannerTest.java,10,7,1,0,0,0,8,8,6,0,0,0,0,0,2.0,7.0,2,0,0,6,8,0,175.0,10.0,28.0,157.0,40.0,0.23,-3,-3,-3,1,1,0,100.0,37,37,37,40,40,40,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.FileMetadataReaderTest.java,9,5,1,0,0,0,8,8,5,0,0,0,0,1,7.0,32.0,1,3,0,5,8,0,123.0,9.0,27.0,150.0,40.0,0.33,-44,-44,-44,1,1,0,100.0,28,28,28,72,72,72,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.FileManagerTest.java,60,34,13,0,0,1,54,42,22,7,1,1,0,0,35.0,210.0,16,12,0,24,55,0,886.0,60.0,161.0,690.0,241.0,0.27,-254,33,-51,5,1,0,100.0,106,61,21,360,265,72,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.adaptors.VariantDBAdaptorTest.java,104,43,32,0,0,0,13,74,0,16,0,1,0,0,,,15,15,1,0,74,0,1324.0,104.0,222.0,920.0,228.0,0.17,68,22,5,13,2,0,90.18,90,22,7,22,6,2,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.FileMongoDBAdaptorTest.java,15,10,2,0,0,0,15,0,7,4,0,0,0,0,8.0,21.0,2,2,0,7,15,0,223.0,15.0,42.0,154.0,50.0,0.22,-2,0,-1,3,1,0,100.0,21,14,7,23,14,8,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-analysis.src.test.java.org.opencb.opencga.analysis.ToolAnalysisTest.java,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,37.0,4.0,9.0,33.0,2.0,0.05,-1,3,0,2,1,0,100.0,6,6,3,7,4,4,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.io.HadoopVariantExporterTest.java,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0.0,0.0,0,10,0,0,10,0,86.0,13.0,29.0,56.0,0.0,0.0,175,71,22,8,1,0,100.0,207,71,26,32,14,4,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.stats.VariantStatisticsManagerTest.java,7,1,0,0,0,0,2,0,0,0,0,0,0,0,,,1,1,1,0,2,0,126.0,7.0,22.0,101.0,12.0,0.1,-21,0,-7,3,1,0,100.0,20,17,7,41,34,14,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.VariantStorageEngineTest.java,23,7,4,0,0,0,14,0,0,2,0,1,0,0,8.0,37.0,2,6,2,0,14,0,425.0,23.0,70.0,359.0,74.0,0.17,-25,1,-4,7,1,0,100.0,66,58,9,91,57,13,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.variant.CatalogStudyConfigurationFactoryTest.java,7,1,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0,0,0,2,1,0,108.0,7.0,22.0,112.0,8.0,0.07,-22,5,-4,6,1,0,100.0,84,32,14,106,63,18,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.MongoDBAdaptorTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,72.0,3.0,9.0,45.0,5.0,0.07,0,0,0,2,1,0,100.0,4,3,2,4,3,2,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.variant.VariantCatalogQueryUtilsTest.java,19,2,0,0,0,0,13,13,0,1,0,0,0,0,7.0,22.0,0,11,0,0,13,0,149.0,19.0,45.0,127.0,16.0,0.11,161,146,54,3,1,0,100.0,222,198,74,61,52,20,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-app.src.test.java.org.opencb.opencga.app.cli.analysis.AnalysisMainTest.java,5,3,0,0,0,0,3,3,3,1,0,0,0,0,0.0,0.0,1,0,0,3,3,0,123.0,5.0,12.0,72.0,17.0,0.14,1,1,1,1,1,0,100.0,50,50,50,49,49,49,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.GenomeHelperTest.java,6,1,0,0,0,0,4,4,0,0,0,0,0,0,0.0,2.0,0,0,0,0,4,0,54.0,6.0,15.0,21.0,15.0,0.28,-49,-49,-49,1,1,0,100.0,2,2,2,51,51,51,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.CatalogSampleAnnotationsLoaderTest.java,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1.0,0.0,0,2,0,0,3,0,73.0,6.0,14.0,51.0,5.0,0.07,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.ProjectManagerTest.java,5,2,1,0,0,0,3,0,0,0,0,0,0,0,2.0,0.0,2,0,0,0,3,0,99.0,5.0,17.0,48.0,24.0,0.24,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.variant.operations.VariantFileIndexerStorageOperationTest.java,20,10,4,0,0,0,18,0,8,0,0,0,0,0,0.0,0.0,2,8,0,8,18,0,236.0,20.0,59.0,257.0,54.0,0.23,1,1,0,2,1,0,100.0,40,39,20,39,38,20,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-server.src.test.java.org.opencb.opencga.server.rest.IndividualWSServerTest.java,10,5,1,0,0,0,6,6,0,0,0,0,0,0,0.0,0.0,0,1,0,0,6,0,105.0,10.0,23.0,125.0,16.0,0.15,-2,1,-1,2,1,0,100.0,2,2,1,4,3,2,False
opencb/opencga,1f74f0d0a014553e39fdd68eabcfb1035a7fe068,"v1.4.0-beta, v1.4.0-rc1",opencga-catalog.src.test.java.org.opencb.opencga.catalog.auth.authorization.CatalogAuthorizationManagerTest.java,66,14,0,0,0,0,61,61,0,0,0,0,0,0,1.0,3.0,5,34,0,2,61,0,504.0,66.0,138.0,443.0,57.0,0.11,-2,1,-1,2,1,0,100.0,4,2,2,6,5,3,False
opencb/opencga,8c6220addd487d70642de1d7b21df189db63aad2,"v1.4.0-rc1, v1.4.0-rc2",opencga-storage.opencga-storage-benchmark.src.test.java.org.opencb.opencga.storage.benchmark.VariantBenchmarkRunnerTest.java,52,0,0,0,0,0,46,46,0,0,0,0,0,0,0.0,0.0,0,46,0,0,46,0,185.0,52.0,110.0,78.0,2.0,0.01,344,211,49,7,1,0,100.0,455,211,65,111,52,16,False
opencb/opencga,8c6220addd487d70642de1d7b21df189db63aad2,"v1.4.0-rc1, v1.4.0-rc2",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.adaptors.VariantMongoDBQueryParserTest.java,24,0,0,0,0,0,0,18,0,0,0,0,0,0,1.0,20.0,0,21,0,0,21,0,182.0,24.0,31.0,148.0,0.0,0.0,286,237,143,2,1,0,100.0,338,288,169,52,51,26,False
opencb/opencga,8c6220addd487d70642de1d7b21df189db63aad2,"v1.4.0-rc1, v1.4.0-rc2",opencga-catalog.src.test.java.org.opencb.opencga.catalog.db.mongodb.MongoDBAdaptorTest.java,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,72.0,3.0,9.0,45.0,5.0,0.07,0,0,0,1,1,0,100.0,1,1,1,1,1,1,False
opencb/opencga,8c6220addd487d70642de1d7b21df189db63aad2,"v1.4.0-rc1, v1.4.0-rc2",opencga-catalog.src.test.java.org.opencb.opencga.catalog.stats.solr.CatalogSolrManagerTest.java,8,2,4,0,0,0,8,0,0,4,0,0,0,0,2.0,14.0,2,6,0,0,8,0,133.0,8.0,25.0,96.0,12.0,0.09,-9,0,-4,2,1,0,100.0,31,19,16,40,28,20,False
opencb/opencga,8c6220addd487d70642de1d7b21df189db63aad2,"v1.4.0-rc1, v1.4.0-rc2",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.variant.VariantCatalogQueryUtilsTest.java,26,4,0,0,0,0,20,20,0,1,0,0,0,0,9.0,31.0,0,16,0,0,20,0,203.0,26.0,61.0,196.0,22.0,0.11,91,63,15,6,3,0,86.09,121,70,20,30,9,5,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-analysis.src.test.java.org.opencb.opencga.analysis.clinical.CustomAnalysisTest.java,3,0,2,0,0,0,2,0,0,2,0,0,0,0,0.0,2.0,0,2,0,0,2,0,54.0,3.0,13.0,44.0,0.0,0.0,102,101,51,2,2,0,54.09,161,101,80,59,59,30,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.converters.DocumentToVariantConverterTest.java,6,2,0,0,0,0,0,4,0,0,0,0,0,0,1.0,6.0,0,0,0,0,5,0,91.0,6.0,8.0,71.0,7.0,0.08,21,21,21,1,1,0,100.0,40,40,40,19,19,19,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.converters.DocumentToStudyVariantEntryConverterTest.java,6,2,0,0,0,0,0,5,0,0,0,0,0,0,2.0,7.0,0,0,0,0,5,0,88.0,6.0,8.0,32.0,7.0,0.08,5,5,5,1,1,0,100.0,40,40,40,35,35,35,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.manager.variant.VariantCatalogQueryUtilsTest.java,30,7,0,0,0,0,24,24,0,0,0,0,0,0,8.0,34.0,0,16,0,0,24,0,225.0,30.0,69.0,227.0,32.0,0.14,32,20,8,4,2,1,97.62,58,34,14,26,24,6,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.search.solr.SolrQueryParserTest.java,41,1,0,0,0,0,1,39,0,1,0,38,0,0,1.0,40.0,0,0,0,0,39,0,358.0,41.0,54.0,238.0,39.0,0.11,8,10,2,4,1,0,100.0,20,13,5,12,4,3,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.adaptors.VariantMongoDBQueryParserTest.java,24,0,0,0,0,0,3,18,0,0,0,0,0,0,1.0,20.0,0,21,0,0,21,0,183.0,24.0,35.0,143.0,0.0,0.0,16,18,4,4,1,0,100.0,78,67,20,62,49,16,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.io.VariantWriterFactoryTest.java,3,2,0,0,0,0,3,0,0,0,0,0,0,0,2.0,11.0,0,1,0,0,3,0,42.0,3.0,6.0,19.0,14.0,0.33,49,47,24,2,1,0,100.0,52,47,26,3,3,2,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.VariantStorageEngineTest.java,24,8,4,0,0,0,15,0,0,2,0,1,0,0,9.0,44.0,2,6,2,0,15,0,451.0,24.0,73.0,382.0,77.0,0.17,16,14,3,5,1,0,100.0,200,176,40,184,162,37,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.stats.VariantStatisticsManagerTest.java,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,1,1,1,0,2,0,130.0,7.0,21.0,92.0,12.0,0.09,13,12,2,6,1,0,100.0,92,68,15,79,56,13,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.adaptors.VariantDBAdaptorTest.java,106,43,32,0,0,0,13,76,0,16,0,1,0,0,,,15,17,1,0,76,0,1322.0,106.0,225.0,910.0,223.0,0.17,-5,5,-1,5,1,0,100.0,77,54,15,82,49,16,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.VariantHadoopDBWriterTest.java,13,1,1,0,0,0,1,1,0,1,1,1,0,0,0.0,0.0,0,0,0,0,1,0,225.0,16.0,44.0,175.0,6.0,0.03,16,14,2,9,1,0,100.0,90,47,10,74,33,8,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.PanelManagerTest.java,11,3,0,0,0,0,8,8,0,0,0,2,0,0,6.0,17.0,0,2,1,0,8,0,94.0,11.0,23.0,115.0,20.0,0.21,13,11,4,3,1,0,100.0,20,17,7,7,6,2,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-app.src.test.java.org.opencb.opencga.app.cli.analysis.AnalysisMainTest.java,6,3,0,0,0,0,3,3,3,1,0,0,0,0,0.0,0.0,1,0,0,3,3,0,126.0,6.0,15.0,75.0,19.0,0.15,14,9,7,2,2,0,58.0,32,19,16,18,10,9,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-hadoop.opencga-storage-hadoop-core.src.test.java.org.opencb.opencga.storage.hadoop.variant.converters.study.HBaseToStudyEntryConverterTest.java,7,1,0,0,0,0,3,2,0,0,0,3,0,0,1.0,3.0,0,0,0,0,4,0,76.0,7.0,15.0,45.0,6.0,0.08,-2,0,-1,3,1,0,100.0,7,3,2,9,4,3,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-storage.opencga-storage-benchmark.src.test.java.org.opencb.opencga.storage.benchmark.VariantBenchmarkRunnerTest.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,48.0,6.0,16.0,35.0,2.0,0.04,-253,-253,-253,1,1,0,100.0,1,1,1,254,254,254,False
opencb/opencga,ea4fdf3e5881135f2508e869527b7037a42bea1c,"v1.4.0-rc2, v1.4.0",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.CatalogManagerTest.java,43,24,6,0,0,0,39,0,1,4,0,0,0,1,30.0,177.0,11,11,3,1,39,0,635.0,43.0,112.0,574.0,141.0,0.22,8,7,4,2,1,0,100.0,22,18,11,14,11,7,False
opencb/opencga,dad91554c874e14023d7038644d1257d8d5c04f4,"v1.4.0, v1.4.1",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.search.solr.SolrQueryParserTest.java,43,3,0,0,0,0,2,40,0,1,0,40,0,0,3.0,48.0,2,0,0,0,41,0,399.0,43.0,57.0,254.0,46.0,0.12,69,69,69,1,1,0,100.0,70,70,70,1,1,1,False
opencb/opencga,dad91554c874e14023d7038644d1257d8d5c04f4,"v1.4.0, v1.4.1",opencga-storage.opencga-storage-mongodb.src.test.java.org.opencb.opencga.storage.mongodb.variant.load.MongoVariantImporterTest.java,5,1,4,0,0,0,4,3,0,4,0,0,0,0,0.0,0.0,0,0,0,0,4,0,59.0,5.0,15.0,59.0,5.0,0.08,0,0,0,1,1,0,100.0,5,5,5,5,5,5,False
opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,"v2.0.0-rc1, v2.0.0-rc2",opencga-master.src.test.java.org.opencb.opencga.master.monitor.daemons.ExecutionDaemonTest.java,17,13,1,0,0,0,13,9,0,0,0,0,0,1,6.0,23.0,4,0,0,0,14,0,295.0,17.0,41.0,276.0,73.0,0.25,21,11,4,6,2,0,56.6,37,17,6,16,7,3,False
opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,"v2.0.0-rc1, v2.0.0-rc2",opencga-storage.opencga-storage-core.src.test.java.org.opencb.opencga.storage.core.variant.adaptors.VariantQueryUtilsTest.java,36,6,1,0,0,0,23,0,0,0,0,0,0,0,,,1,11,2,0,28,0,232.0,36.0,63.0,99.0,46.0,0.2,58,50,29,2,1,0,100.0,75,67,38,17,17,8,False
opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,"v2.0.0-rc1, v2.0.0-rc2",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.ClinicalAnalysisManagerTest.java,20,7,4,0,0,0,15,15,0,0,0,0,0,0,4.0,22.0,3,6,0,0,15,0,280.0,20.0,55.0,252.0,56.0,0.2,179,72,20,9,2,1,99.24,221,72,25,42,27,5,False
opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,"v2.0.0-rc1, v2.0.0-rc2",opencga-catalog.src.test.java.org.opencb.opencga.catalog.managers.FamilyManagerTest.java,19,7,5,0,0,0,15,14,0,0,0,0,0,0,1.0,14.0,3,4,0,0,15,0,273.0,19.0,50.0,208.0,60.0,0.22,36,25,9,4,1,0,100.0,52,27,13,16,14,4,False
opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,"v2.0.0-rc1, v2.0.0-rc2",opencga-analysis.src.test.java.org.opencb.opencga.analysis.individual.qc.IndividualQcUtilsTest.java,4,0,0,0,0,0,3,0,3,3,0,0,0,0,0.0,0.0,0,3,0,3,3,0,71.0,4.0,11.0,57.0,0.0,0.0,93,83,12,8,2,1,98.35,107,84,13,14,4,2,False
opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,"v2.0.0-rc1, v2.0.0-rc2",opencga-app.src.test.java.org.opencb.opencga.app.cli.analysis.InternalMainTest.java,12,9,0,0,0,0,9,9,9,5,0,0,0,0,0.0,0.0,1,0,0,9,9,0,259.0,12.0,27.0,196.0,52.0,0.2,0,0,0,2,2,0,66.67,3,2,2,3,2,2,False
opencb/opencga,5ba958b9cf5f83c2cb552aa549f854ccaf378370,"v2.0.0-rc1, v2.0.0-rc2",opencga-catalog.src.test.java.org.opencb.opencga.catalog.utils.AvroToAnnotationConverterTest.java,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,3.0,0,3,1,0,3,0,49.0,8.0,15.0,88.0,0.0,0.0,26,26,26,1,1,0,100.0,27,27,27,1,1,1,False
